Year,Round,Team,Score,Margin,Rainfall(mm),,,
2019,R2,Hawthorn,87,-19,2,,,
2019,R20,Hawthorn,64,-22,0.6,,,
2019,R21,Hawthorn,85,56,0,,,
2019,R22,Hawthorn,118,70,0.1,,,
2019,R23,Hawthorn,105,38,0.2,,,
2019,R3,Hawthorn,87,16,0,,,
2019,R4,Hawthorn,69,-5,0,,,
2019,R5,Hawthorn,90,-23,1,,,
2019,R6,Hawthorn,93,5,0,,,
2019,R7,Hawthorn,74,-5,0.4,,,
2019,R8,Hawthorn,71,33,0.1,,,
2019,R9,Hawthorn,59,-36,0,,,
2018,QF,Hawthorn,64,-31,0.2,,,
2018,R1,Hawthorn,101,34,0.6,,,
2018,R10,Hawthorn,60,-15,0,,,
2018,R11,Hawthorn,64,3,0,,,
2018,R13,Hawthorn,88,56,2.2,,,
2018,R14,Hawthorn,96,53,0.2,,,
2018,R15,Hawthorn,84,-11,0,,,
2018,R16,Hawthorn,122,63,0,,,
2018,R17,Hawthorn,65,-33,0,,,
2018,R18,Hawthorn,124,72,0,,,
2018,R19,Hawthorn,112,59,0,,,
2018,R2,Hawthorn,118,1,0,,,
2018,R20,Hawthorn,107,4,2.2,,,
2018,R21,Hawthorn,71,11,10.2,,,
2018,R22,Hawthorn,80,4,0.4,,,
2018,R23,Hawthorn,83,9,0.8,,,
2018,R3,Hawthorn,89,-13,0,,,
2018,R4,Hawthorn,115,67,15,,,
2018,R5,Hawthorn,70,-28,0,,,
2018,R6,Hawthorn,89,35,0,,,
2018,R7,Hawthorn,90,23,2.2,,,
2018,R8,Hawthorn,71,-8,19.6,,,
2018,R9,Hawthorn,73,-56,0,,,
2018,SF,Hawthorn,71,-33,0,,,
2017,R1,Hawthorn,91,-25,0,,,
2017,R10,Hawthorn,81,6,0,,,
2017,R11,Hawthorn,47,-51,0,,,
2017,R12,Hawthorn,79,-16,0,,,
2017,R14,Hawthorn,96,14,0,,,
2017,R15,Hawthorn,118,24,0,,,
2017,R16,Hawthorn,97,0,0.4,,,
2017,R17,Hawthorn,85,-3,0.1,,,
2017,R18,Hawthorn,100,52,3.2,,,
2017,R19,Hawthorn,72,6,3.4,,,
2017,R2,Hawthorn,89,-24,0,,,
2017,R20,Hawthorn,64,-29,0.2,,,
2017,R21,Hawthorn,116,27,0,,,
2017,R22,Hawthorn,70,-7,7,,,
2017,R23,Hawthorn,99,9,0,,,
2017,R3,Hawthorn,53,-86,1,,,
2017,R4,Hawthorn,48,-86,0,,,
2017,R5,Hawthorn,125,50,5.4,,,
2017,R6,Hawthorn,55,-75,0,,,
2017,R7,Hawthorn,94,3,2,,,
2017,R8,Hawthorn,113,38,7.2,,,
2017,R9,Hawthorn,72,-18,0.2,,,
2016,QF,Hawthorn,83,-2,0.6,,,
2016,R1,Hawthorn,86,-30,0,,,
2016,R10,Hawthorn,135,48,0,,,
2016,R11,Hawthorn,82,18,7,,,
2016,R12,Hawthorn,151,108,0.4,,,
2016,R13,Hawthorn,93,9,5.4,,,
2016,R14,Hawthorn,86,26,0,,,
2016,R16,Hawthorn,101,22,0.8,,,
2016,R17,Hawthorn,75,5,0,,,
2016,R18,Hawthorn,114,70,1.2,,,
2016,R19,Hawthorn,74,19,0.2,,,
2016,R2,Hawthorn,99,46,0,,,
2016,R20,Hawthorn,81,-29,0,,,
2016,R21,Hawthorn,96,39,2.2,,,
2016,R22,Hawthorn,67,-25,0,,,
2016,R23,Hawthorn,112,1,0,,,
2016,R3,Hawthorn,93,3,0,,,
2016,R4,Hawthorn,87,3,0,,,
2016,R5,Hawthorn,112,3,21,,,
2016,R6,Hawthorn,83,-75,0.2,,,
2016,R7,Hawthorn,136,46,,,,
2016,R8,Hawthorn,116,41,0,,,
2016,R9,Hawthorn,55,-14,1.2,,,
2016,SF,Hawthorn,84,-23,15.2,,,
2015,GF,Hawthorn,107,46,0,,,
2015,PF,Hawthorn,94,27,0,,,
2015,QF,Hawthorn,64,-32,8,,,
2015,R1,Hawthorn,123,62,0,,,
2015,R10,Hawthorn,132,63,0,,,
2015,R12,Hawthorn,114,29,2.8,,,
2015,R13,Hawthorn,114,38,0,,,
2015,R14,Hawthorn,101,10,4.2,,,
2015,R15,Hawthorn,115,72,5.2,,,
2015,R16,Hawthorn,146,89,3.4,,,
2015,R17,Hawthorn,173,138,,,,
2015,R18,Hawthorn,53,-18,0,,,
2015,R19,Hawthorn,88,14,6.4,,,
2015,R2,Hawthorn,76,-2,0,,,
2015,R20,Hawthorn,121,36,0,,,
2015,R21,Hawthorn,86,-22,0,,,
2015,R22,Hawthorn,134,72,1.8,,,
2015,R23,Hawthorn,113,57,0,,,
2015,R3,Hawthorn,127,70,2.2,,,
2015,R4,Hawthorn,91,-8,13.2,,,
2015,R5,Hawthorn,130,60,0,,,
2015,R6,Hawthorn,98,-10,0,,,
2015,R7,Hawthorn,155,105,0,,,
2015,R8,Hawthorn,69,-4,0,,,
2015,R9,Hawthorn,93,53,3.8,,,
2015,SF,Hawthorn,135,74,1.6,,,
2014,GF,Hawthorn,137,63,0,,,
2014,PF,Hawthorn,97,3,0,,,
2014,QF,Hawthorn,104,36,0,,,
2014,R1,Hawthorn,139,48,27.2,,,
2014,R10,Hawthorn,86,-14,0,,,
2014,R11,Hawthorn,94,7,4.8,,,
2014,R12,Hawthorn,123,44,1,,,
2014,R13,Hawthorn,118,28,6.4,,,
2014,R14,Hawthorn,115,29,0.6,,,
2014,R15,Hawthorn,116,53,9,,,
2014,R16,Hawthorn,88,-20,0,,,
2014,R17,Hawthorn,104,12,0.2,,,
2014,R18,Hawthorn,104,10,0.8,,,
2014,R19,Hawthorn,107,62,0,,,
2014,R2,Hawthorn,90,4,8.2,,,
2014,R20,Hawthorn,115,50,0,,,
2014,R21,Hawthorn,91,-19,0,,,
2014,R22,Hawthorn,94,23,0,,,
2014,R23,Hawthorn,121,65,0,,,
2014,R3,Hawthorn,137,58,0,,,
2014,R4,Hawthorn,148,99,0,,,
2014,R5,Hawthorn,87,-19,0,,,
2014,R6,Hawthorn,118,66,0,,,
2014,R7,Hawthorn,175,145,2.6,,,
2014,R8,Hawthorn,88,-19,0,,,
2013,GF,Hawthorn,77,15,2.7,,,
2013,PF,Hawthorn,102,5,2.2,,,
2013,QF,Hawthorn,105,54,3,,,
2013,R1,Hawthorn,86,-7,0.2,,,
2013,R10,Hawthorn,143,95,4.6,,,
2013,R12,Hawthorn,102,15,10.8,,,
2013,R13,Hawthorn,123,20,0,,,
2013,R14,Hawthorn,143,58,1.6,,,
2013,R15,Hawthorn,72,-10,0,,,
2013,R16,Hawthorn,124,45,19.2,,,
2013,R17,Hawthorn,95,19,9.8,,,
2013,R18,Hawthorn,143,56,0.6,,,
2013,R19,Hawthorn,66,-41,3,,,
2013,R2,Hawthorn,148,50,0,,,
2013,R20,Hawthorn,102,46,6.6,,,
2013,R21,Hawthorn,119,35,0.4,,,
2013,R22,Hawthorn,117,14,0.6,,,
2013,R23,Hawthorn,112,12,0,,,
2013,R3,Hawthorn,145,55,0,,,
2013,R4,Hawthorn,118,42,0.6,,,
2013,R5,Hawthorn,99,3,0,,,
2013,R6,Hawthorn,89,11,0,,,
2013,R7,Hawthorn,119,37,0,,,
2013,R8,Hawthorn,140,83,0.2,,,
2013,R9,Hawthorn,118,26,0,,,
2012,GF,Hawthorn,81,-10,8.4,,,
2012,PF,Hawthorn,97,5,1,,,
2012,QF,Hawthorn,135,38,10.6,,,
2012,R1,Hawthorn,137,22,0,,,
2012,R10,Hawthorn,174,115,0,,,
2012,R11,Hawthorn,108,46,0,,,
2012,R12,Hawthorn,135,65,1,,,
2012,R14,Hawthorn,120,50,0,,,
2012,R15,Hawthorn,193,162,0,,,
2012,R16,Hawthorn,116,72,2.8,,,
2012,R17,Hawthorn,138,47,0.2,,,
2012,R18,Hawthorn,180,94,2,,,
2012,R19,Hawthorn,116,-2,0.8,,,
2012,R2,Hawthorn,90,-2,1.4,,,
2012,R20,Hawthorn,159,72,0.2,,,
2012,R21,Hawthorn,129,64,1.6,,,
2012,R22,Hawthorn,102,7,0,,,
2012,R23,Hawthorn,95,25,8.2,,,
2012,R3,Hawthorn,140,56,0,,,
2012,R4,Hawthorn,46,-5,0,,,
2012,R5,Hawthorn,69,-37,0,,,
2012,R6,Hawthorn,123,35,0,,,
2012,R7,Hawthorn,115,66,1.8,,,
2012,R8,Hawthorn,119,56,3.2,,,
2012,R9,Hawthorn,75,-62,28,,,
2020,R1,Melbourne,51,-27,0,,,
2020,R10,Melbourne,88,51,0,,,
2020,R11,Melbourne,92,57,0,,,
2020,R12,Melbourne,100,56,1.4,,,
2020,R13,Melbourne,52,-28,0,,,
2020,R14,Melbourne,52,3,,,,
2020,R15,Melbourne,46,-21,0,,,
2020,R16,Melbourne,33,-14,6,,,
2020,R17,Melbourne,79,5,0.2,,,
2020,R18,Melbourne,68,19,18.4,,,
2020,R2,Melbourne,54,1,0,,,
2020,R4,Melbourne,44,-3,0,,,
2020,R5,Melbourne,52,-27,5.2,,,
2020,R6,Melbourne,80,17,3.6,,,
2020,R7,Melbourne,91,43,0,,,
2020,R8,Melbourne,49,-4,100.2,,,
2020,R9,Melbourne,32,-51,0,,,
2019,R1,Melbourne,61,-26,5,,,
2019,R10,Melbourne,68,-26,8,,,
2019,R11,Melbourne,88,-2,0,,,
2019,R12,Melbourne,57,-41,4.6,,,
2019,R14,Melbourne,85,14,1.8,,,
2019,R15,Melbourne,74,-33,0.6,,,
2019,R16,Melbourne,105,5,0,,,
2019,R17,Melbourne,66,-8,1.4,,,
2019,R18,Melbourne,78,-13,0,,,
2019,R19,Melbourne,85,-19,8,,,
2019,R2,Melbourne,46,-80,0,,,
2019,R20,Melbourne,60,-33,0.2,,,
2019,R21,Melbourne,53,-17,4.8,,,
2019,R22,Melbourne,42,-53,0.4,,,
2019,R23,Melbourne,83,-5,0,,,
2019,R3,Melbourne,112,-18,0,,,
2019,R4,Melbourne,100,22,0,,,
2019,R5,Melbourne,55,-40,0,,,
2019,R6,Melbourne,42,-43,0,,,
2019,R7,Melbourne,79,5,0.4,,,
2019,R8,Melbourne,61,1,0,,,
2019,R9,Melbourne,69,-16,1.8,,,
2018,EF,Melbourne,75,29,3.6,,,
2018,PF,Melbourne,55,-66,0,,,
2018,R1,Melbourne,94,-3,15,,,
2018,R10,Melbourne,146,91,0,,,
2018,R11,Melbourne,100,49,0,,,
2018,R12,Melbourne,91,-42,0,,,
2018,R14,Melbourne,65,-10,0,,,
2018,R15,Melbourne,117,-2,0.6,,,
2018,R16,Melbourne,102,54,0,,,
2018,R17,Melbourne,119,50,0,,,
2018,R18,Melbourne,98,-2,2.6,,,
2018,R19,Melbourne,90,13,0,,,
2018,R2,Melbourne,100,26,0.4,,,
2018,R20,Melbourne,143,96,0.2,,,
2018,R21,Melbourne,78,-9,6.8,,,
2018,R22,Melbourne,108,17,0,,,
2018,R23,Melbourne,102,45,0,,,
2018,R3,Melbourne,123,37,0,,,
2018,R4,Melbourne,48,-67,15,,,
2018,R5,Melbourne,56,-46,0,,,
2018,R6,Melbourne,108,36,0,,,
2018,R7,Melbourne,106,39,0,,,
2018,R8,Melbourne,146,69,0,,,
2018,R9,Melbourne,159,109,0.2,,,
2018,SF,Melbourne,104,33,0,,,
2017,R1,Melbourne,120,30,0,,,
2017,R10,Melbourne,122,35,0,,,
2017,R12,Melbourne,104,4,0,,,
2017,R13,Melbourne,113,57,0,,,
2017,R14,Melbourne,99,3,0,,,
2017,R15,Melbourne,50,-35,5.6,,,
2017,R16,Melbourne,90,8,1,,,
2017,R17,Melbourne,70,-46,0,,,
2017,R18,Melbourne,88,23,0.2,,,
2017,R19,Melbourne,72,-4,0.2,,,
2017,R2,Melbourne,86,22,0.2,,,
2017,R20,Melbourne,62,-35,,,,
2017,R21,Melbourne,96,24,0,,,
2017,R22,Melbourne,104,13,1.8,,,
2017,R23,Melbourne,83,-16,0,,,
2017,R3,Melbourne,97,-29,0,,,
2017,R4,Melbourne,104,-2,0,,,
2017,R5,Melbourne,75,-13,0.4,,,
2017,R6,Melbourne,112,38,0,,,
2017,R7,Melbourne,91,-3,2,,,
2017,R8,Melbourne,107,41,0,,,
2017,R9,Melbourne,90,-14,0,,,
2016,R1,Melbourne,80,2,0.4,,,
2016,R10,Melbourne,76,-45,0,,,
2016,R11,Melbourne,64,-18,7,,,
2016,R12,Melbourne,104,46,0.2,,,
2016,R13,Melbourne,31,-55,1,,,
2016,R15,Melbourne,98,-22,0,,,
2016,R16,Melbourne,87,32,0,,,
2016,R17,Melbourne,74,-36,0,,,
2016,R18,Melbourne,60,-6,0,,,
2016,R19,Melbourne,66,2,2.2,,,
2016,R2,Melbourne,67,-13,0,,,
2016,R20,Melbourne,110,29,0,,,
2016,R21,Melbourne,94,40,0,,,
2016,R22,Melbourne,58,-20,2,,,
2016,R23,Melbourne,44,-111,0.2,,,
2016,R3,Melbourne,131,-5,0,,,
2016,R4,Melbourne,102,35,0,,,
2016,R5,Melbourne,129,33,0,,,
2016,R6,Melbourne,96,-39,8.5,,,
2016,R7,Melbourne,160,73,0,,,
2016,R8,Melbourne,82,-32,0,,,
2016,R9,Melbourne,131,63,0,,,
2015,R1,Melbourne,115,26,0,,,
2015,R10,Melbourne,85,-25,0,,,
2015,R11,Melbourne,83,-2,0,,,
2015,R12,Melbourne,113,24,0.2,,,
2015,R14,Melbourne,60,-54,0,,,
2015,R15,Melbourne,60,-9,0.6,,,
2015,R16,Melbourne,60,24,0,,,
2015,R17,Melbourne,46,-37,3.6,,,
2015,R18,Melbourne,91,37,0.8,,,
2015,R19,Melbourne,92,-35,0,,,
2015,R2,Melbourne,56,-45,,,,
2015,R20,Melbourne,55,-98,0,,,
2015,R21,Melbourne,55,-23,0,,,
2015,R22,Melbourne,54,-54,15.6,,,
2015,R23,Melbourne,103,26,0,,,
2015,R3,Melbourne,55,-25,0,,,
2015,R4,Melbourne,83,32,0,,,
2015,R5,Melbourne,50,-68,0,,,
2015,R6,Melbourne,50,-38,0,,,
2015,R7,Melbourne,50,-105,0,,,
2015,R8,Melbourne,103,39,0,,,
2015,R9,Melbourne,54,-61,0,,,
2014,R1,Melbourne,51,-17,3.8,,,
2014,R11,Melbourne,75,-20,0,,,
2014,R12,Melbourne,28,-33,0,,,
2014,R13,Melbourne,78,1,1.2,,,
2014,R14,Melbourne,66,-41,0.2,,,
2014,R15,Melbourne,85,-6,2.4,,,
2014,R16,Melbourne,34,-63,0,,,
2014,R17,Melbourne,36,-66,5.2,,,
2014,R18,Melbourne,69,-3,0,,,
2014,R19,Melbourne,51,-23,0,,,
2014,R2,Melbourne,30,-93,1,,,
2014,R20,Melbourne,65,-50,0,,,
2014,R21,Melbourne,34,-64,0.8,,,
2014,R22,Melbourne,53,-66,0,,,
2014,R23,Melbourne,93,-30,0,,,
2014,R3,Melbourne,47,-32,0.2,,,
2014,R4,Melbourne,81,23,0.6,,,
2014,R5,Melbourne,78,-8,0,,,
2014,R6,Melbourne,38,-31,0,,,
2014,R7,Melbourne,70,3,11,,,
2014,R8,Melbourne,83,-16,12.4,,,
2014,R9,Melbourne,91,17,0,,,
2013,R1,Melbourne,54,-79,2,,,
2013,R10,Melbourne,48,-95,4.6,,,
2013,R11,Melbourne,39,-83,0.2,,,
2013,R13,Melbourne,69,-35,0,,,
2013,R14,Melbourne,103,3,0.2,,,
2013,R15,Melbourne,85,-31,2,,,
2013,R16,Melbourne,30,-68,0,,,
2013,R17,Melbourne,75,-19,0,,,
2013,R18,Melbourne,28,-122,0,,,
2013,R19,Melbourne,87,-37,0,,,
2013,R2,Melbourne,36,-148,0,,,
2013,R20,Melbourne,77,-13,0,,,
2013,R21,Melbourne,38,-95,0,,,
2013,R22,Melbourne,52,-68,2.4,,,
2013,R23,Melbourne,87,-20,0,,,
2013,R3,Melbourne,83,-94,0.2,,,
2013,R4,Melbourne,144,41,0,,,
2013,R5,Melbourne,94,-28,0,,,
2013,R6,Melbourne,60,-61,0,,,
2013,R7,Melbourne,54,-60,0,,,
2013,R8,Melbourne,72,-34,0.4,,,
2013,R9,Melbourne,40,-90,0,,,
2012,R1,Melbourne,78,-41,0.6,,,
2012,R10,Melbourne,58,6,0,,,
2012,R11,Melbourne,87,-42,0,,,
2012,R13,Melbourne,135,78,0,,,
2012,R14,Melbourne,61,-61,0,,,
2012,R15,Melbourne,78,-23,0,,,
2012,R16,Melbourne,83,-34,0.4,,,
2012,R17,Melbourne,56,-28,0,,,
2012,R18,Melbourne,73,-54,13.6,,,
2012,R19,Melbourne,108,42,0,,,
2012,R2,Melbourne,58,-108,0,,,
2012,R20,Melbourne,82,-25,3,,,
2012,R21,Melbourne,84,25,16.6,,,
2012,R22,Melbourne,81,-69,0.6,,,
2012,R23,Melbourne,40,-61,1.2,,,
2012,R3,Melbourne,74,-59,0,,,
2012,R4,Melbourne,67,-21,1.4,,,
2012,R5,Melbourne,66,-18,0,,,
2012,R6,Melbourne,76,-43,0,,,
2012,R7,Melbourne,49,-66,1.8,,,
2012,R8,Melbourne,37,-101,0,,,
2012,R9,Melbourne,49,-58,4.6,,,
2020,R1,North Melbourne,56,2,0.2,,,
2020,R10,North Melbourne,57,-33,0,,,
2020,R11,North Melbourne,35,-57,0,,,
2020,R12,North Melbourne,52,-1,2,,,
2020,R13,North Melbourne,35,-30,0,,,
2020,R14,North Melbourne,28,-63,1.2,,,
2020,R16,North Melbourne,42,-36,0,,,
2020,R17,North Melbourne,35,-64,0.2,,,
2020,R18,North Melbourne,34,-15,0,,,
2020,R2,North Melbourne,80,20,7.4,,,
2020,R3,North Melbourne,60,-11,2,,,
2020,R4,North Melbourne,54,-4,0,,,
2020,R5,North Melbourne,38,-49,8.8,,,
2020,R6,North Melbourne,53,-14,0.8,,,
2020,R7,North Melbourne,23,-54,0,,,
2020,R8,North Melbourne,57,-7,3.2,,,
2020,R9,North Melbourne,119,69,0,,,
2019,R1,North Melbourne,59,-82,0,,,
2019,R10,North Melbourne,115,25,2.4,,,
2019,R11,North Melbourne,99,37,2.4,,,
2019,R12,North Melbourne,99,27,1.2,,,
2019,R13,North Melbourne,68,-23,0.2,,,
2019,R15,North Melbourne,81,44,1.2,,,
2019,R16,North Melbourne,112,39,0,,,
2019,R17,North Melbourne,81,-5,3,,,
2019,R18,North Melbourne,75,-12,0,,,
2019,R19,North Melbourne,72,-49,10.4,,,
2019,R2,North Melbourne,87,-20,2,,,
2019,R20,North Melbourne,86,22,0.6,,,
2019,R21,North Melbourne,14,-55,5.6,,,
2019,R22,North Melbourne,144,86,4,,,
2019,R23,North Melbourne,88,5,0,,,
2019,R3,North Melbourne,71,-16,0,,,
2019,R4,North Melbourne,71,12,0,,,
2019,R5,North Melbourne,58,-58,0,,,
2019,R6,North Melbourne,72,-16,0.2,,,
2019,R7,North Melbourne,120,58,2.2,,,
2019,R8,North Melbourne,80,-24,0.1,,,
2019,R9,North Melbourne,72,-5,0,,,
2018,R1,North Melbourne,39,-16,8.2,,,
2018,R10,North Melbourne,86,28,4.2,,,
2018,R11,North Melbourne,141,54,0,,,
2018,R12,North Melbourne,59,-37,0,,,
2018,R14,North Melbourne,77,2,0,,,
2018,R15,North Melbourne,108,-17,0.6,,,
2018,R16,North Melbourne,95,37,0,,,
2018,R17,North Melbourne,98,-6,0,,,
2018,R18,North Melbourne,64,-66,0.8,,,
2018,R19,North Melbourne,81,40,3.2,,,
2018,R2,North Melbourne,95,52,0,,,
2018,R20,North Melbourne,107,3,0,,,
2018,R21,North Melbourne,85,-7,6.8,,,
2018,R22,North Melbourne,77,-9,0.8,,,
2018,R23,North Melbourne,117,23,0,,,
2018,R3,North Melbourne,86,-37,0,,,
2018,R4,North Melbourne,116,86,0.6,,,
2018,R5,North Melbourne,98,28,0,,,
2018,R6,North Melbourne,69,-33,0,,,
2018,R7,North Melbourne,68,2,0,,,
2018,R8,North Melbourne,72,-10,3.7,,,
2018,R9,North Melbourne,112,43,0,,,
2017,R1,North Melbourne,93,-43,0,,,
2017,R10,North Melbourne,113,17,8,,,
2017,R11,North Melbourne,66,-35,1,,,
2017,R13,North Melbourne,72,-17,0,,,
2017,R14,North Melbourne,106,-1,1.2,,,
2017,R15,North Melbourne,99,-19,,,,
2017,R16,North Melbourne,82,-4,1,,,
2017,R17,North Melbourne,57,-70,2,,,
2017,R18,North Melbourne,105,-27,0.2,,,
2017,R19,North Melbourne,76,4,0.2,,,
2017,R2,North Melbourne,111,-1,0.2,,,
2017,R20,North Melbourne,57,-54,0,,,
2017,R21,North Melbourne,89,-27,0,,,
2017,R22,North Melbourne,78,-49,1.8,,,
2017,R23,North Melbourne,130,51,0,,,
2017,R3,North Melbourne,67,-42,0,,,
2017,R4,North Melbourne,86,-3,0,,,
2017,R5,North Melbourne,62,-5,0,,,
2017,R6,North Melbourne,107,13,0,,,
2017,R7,North Melbourne,145,59,0,,,
2017,R8,North Melbourne,78,-42,0,,,
2017,R9,North Melbourne,104,14,0,,,
2016,EF,North Melbourne,79,-62,0,,,
2016,R1,North Melbourne,107,10,0.4,,,
2016,R10,North Melbourne,65,-26,0.2,,,
2016,R11,North Melbourne,124,70,0,,,
2016,R12,North Melbourne,74,-31,2.6,,,
2016,R13,North Melbourne,84,-9,5.4,,,
2016,R14,North Melbourne,67,-33,2.8,,,
2016,R16,North Melbourne,72,-32,29.8,,,
2016,R17,North Melbourne,77,-28,0,,,
2016,R18,North Melbourne,124,40,8.2,,,
2016,R19,North Melbourne,85,23,2.2,,,
2016,R2,North Melbourne,117,34,0,,,
2016,R20,North Melbourne,47,-14,0,,,
2016,R21,North Melbourne,57,-39,2.2,,,
2016,R22,North Melbourne,76,-9,0.8,,,
2016,R23,North Melbourne,63,-37,0.2,,,
2016,R3,North Melbourne,136,5,0,,,
2016,R4,North Melbourne,132,31,0,,,
2016,R5,North Melbourne,119,38,0,,,
2016,R6,North Melbourne,61,16,0.2,,,
2016,R7,North Melbourne,82,7,6.8,,,
2016,R8,North Melbourne,74,14,0.2,,,
2016,R9,North Melbourne,113,67,0,,,
2015,EF,North Melbourne,105,17,0,,,
2015,PF,North Melbourne,55,-25,0,,,
2015,R1,North Melbourne,63,-77,0,,,
2015,R10,North Melbourne,85,10,0.2,,,
2015,R11,North Melbourne,75,-16,0,,,
2015,R12,North Melbourne,117,56,0.2,,,
2015,R14,North Melbourne,70,-55,0,,,
2015,R15,North Melbourne,120,41,0.6,,,
2015,R16,North Melbourne,93,25,2.6,,,
2015,R17,North Melbourne,110,72,0,,,
2015,R18,North Melbourne,118,64,0.8,,,
2015,R19,North Melbourne,127,35,0,,,
2015,R2,North Melbourne,133,82,0,,,
2015,R20,North Melbourne,120,37,1,,,
2015,R21,North Melbourne,94,11,0,,,
2015,R22,North Melbourne,73,-23,3.2,,,
2015,R23,North Melbourne,67,-41,0,,,
2015,R3,North Melbourne,105,-8,7,,,
2015,R4,North Melbourne,83,16,,,,
2015,R5,North Melbourne,70,-60,0,,,
2015,R6,North Melbourne,109,35,0,,,
2015,R7,North Melbourne,93,11,2,,,
2015,R8,North Melbourne,42,-73,0,,,
2015,R9,North Melbourne,95,-17,0,,,
2015,SF,North Melbourne,77,26,7,,,
2014,EF,North Melbourne,93,12,0,,,
2014,PF,North Melbourne,65,-71,0,,,
2014,R1,North Melbourne,60,-39,0,,,
2014,R10,North Melbourne,91,-20,2.2,,,
2014,R11,North Melbourne,82,38,1,,,
2014,R12,North Melbourne,116,28,0.8,,,
2014,R13,North Melbourne,73,-36,7.8,,,
2014,R14,North Melbourne,107,41,0.2,,,
2014,R15,North Melbourne,66,-4,0,,,
2014,R16,North Melbourne,108,20,0,,,
2014,R17,North Melbourne,92,59,0,,,
2014,R18,North Melbourne,86,-23,3,,,
2014,R19,North Melbourne,79,-32,11.2,,,
2014,R2,North Melbourne,83,29,1,,,
2014,R20,North Melbourne,126,75,0,,,
2014,R21,North Melbourne,111,50,0.8,,,
2014,R22,North Melbourne,101,7,0,,,
2014,R23,North Melbourne,123,30,0,,,
2014,R3,North Melbourne,97,7,0,,,
2014,R4,North Melbourne,91,43,7.4,,,
2014,R5,North Melbourne,58,-35,2,,,
2014,R6,North Melbourne,74,13,0.2,,,
2014,R7,North Melbourne,77,-43,7,,,
2014,R9,North Melbourne,125,87,0,,,
2014,SF,North Melbourne,98,6,0,,,
2013,R1,North Melbourne,87,-16,2,,,
2013,R10,North Melbourne,133,68,4.6,,,
2013,R11,North Melbourne,51,-15,0,,,
2013,R13,North Melbourne,29,-38,0,,,
2013,R14,North Melbourne,130,86,0,,,
2013,R15,North Melbourne,128,62,0,,,
2013,R16,North Melbourne,105,-12,0,,,
2013,R17,North Melbourne,108,-1,6.8,,,
2013,R18,North Melbourne,150,122,0,,,
2013,R19,North Melbourne,96,10,0,,,
2013,R2,North Melbourne,108,-4,0,,,
2013,R20,North Melbourne,70,-9,0,,,
2013,R21,North Melbourne,115,45,0,,,
2013,R22,North Melbourne,103,-14,0.6,,,
2013,R23,North Melbourne,125,11,0,,,
2013,R3,North Melbourne,92,-39,0.2,,,
2013,R4,North Melbourne,125,63,0,,,
2013,R5,North Melbourne,96,-3,0,,,
2013,R6,North Melbourne,93,10,6.2,,,
2013,R7,North Melbourne,151,54,0,,,
2013,R8,North Melbourne,88,-2,9.4,,,
2013,R9,North Melbourne,124,-1,0,,,
2012,EF,North Melbourne,66,-96,0,,,
2012,R1,North Melbourne,102,-2,0.6,,,
2012,R10,North Melbourne,59,-115,0,,,
2012,R12,North Melbourne,87,7,0,,,
2012,R13,North Melbourne,121,32,0,,,
2012,R14,North Melbourne,136,33,0.8,,,
2012,R15,North Melbourne,84,-2,0,,,
2012,R16,North Melbourne,149,53,3.6,,,
2012,R17,North Melbourne,103,4,0,,,
2012,R18,North Melbourne,127,54,13.6,,,
2012,R19,North Melbourne,115,54,1.4,,,
2012,R2,North Melbourne,183,129,0.4,,,
2012,R20,North Melbourne,100,24,0.6,,,
2012,R21,North Melbourne,91,30,4,,,
2012,R22,North Melbourne,79,-53,0.6,,,
2012,R23,North Melbourne,105,28,0.2,,,
2012,R3,North Melbourne,131,17,0,,,
2012,R4,North Melbourne,77,-36,0,,,
2012,R5,North Melbourne,127,34,0,,,
2012,R6,North Melbourne,95,-25,10.4,,,
2012,R7,North Melbourne,83,-18,3.6,,,
2012,R8,North Melbourne,93,-2,3,,,
2012,R9,North Melbourne,112,16,4.6,,,
2020,PF,Port Adelaide,40,-6,0.2,,,
2020,QF,Port Adelaide,58,16,1.6,,,
2020,R1,Port Adelaide,76,47,0,,,
2020,R10,Port Adelaide,55,13,0,,,
2020,R11,Port Adelaide,93,21,1.4,,,
2020,R12,Port Adelaide,31,-60,0,,,
2020,R13,Port Adelaide,68,10,3.8,,,
2020,R14,Port Adelaide,73,26,0,,,
2020,R16,Port Adelaide,78,36,0,,,
2020,R17,Port Adelaide,79,50,0,,,
2020,R18,Port Adelaide,61,16,0,,,
2020,R2,Port Adelaide,110,75,0.6,,,
2020,R3,Port Adelaide,70,29,0,,,
2020,R4,Port Adelaide,89,48,0,,,
2020,R5,Port Adelaide,48,-37,0,,,
2020,R6,Port Adelaide,63,17,0,,,
2020,R7,Port Adelaide,64,3,0,,,
2020,R8,Port Adelaide,44,-29,0,,,
2020,R9,Port Adelaide,83,51,0,,,
2019,R1,Port Adelaide,87,26,5,,,
2019,R10,Port Adelaide,49,-31,12.4,,,
2019,R11,Port Adelaide,139,70,,,,
2019,R13,Port Adelaide,79,-21,8.8,,,
2019,R14,Port Adelaide,67,11,0,,,
2019,R15,Port Adelaide,41,-25,13,,,
2019,R16,Port Adelaide,101,57,0,,,
2019,R17,Port Adelaide,49,-48,3.6,,,
2019,R18,Port Adelaide,63,-38,0,,,
2019,R19,Port Adelaide,55,-1,0,,,
