Year,Round,Team,Score,Margin,Rainfall(mm),,,
2020,R17,Collingwood,68,22,0.8,,,
2020,R18,Collingwood,45,-16,0,,,
2020,R2,Collingwood,36,0,0,,,
2020,R3,Collingwood,81,44,2,,,
2020,R4,Collingwood,64,-2,0,,,
2020,R5,Collingwood,48,-15,0.2,,,
2020,R6,Collingwood,59,32,0.2,,,
2020,R7,Collingwood,57,22,1,,,
2020,R8,Collingwood,45,-66,2.2,,,
2020,R9,Collingwood,49,-12,0,,,
2020,SF,Collingwood,32,-68,0,,,
2019,PF,Collingwood,52,-4,0.2,,,
2019,QF,Collingwood,61,10,3,,,
2019,R1,Collingwood,65,-7,0,,,
2019,R10,Collingwood,80,7,0,,,
2019,R11,Collingwood,75,-4,2.2,,,
2019,R12,Collingwood,98,41,4.6,,,
2019,R14,Collingwood,82,9,0,,,
2019,R15,Collingwood,37,-44,1.2,,,
2019,R16,Collingwood,63,-4,0,,,
2019,R17,Collingwood,78,1,0,,,
2019,R18,Collingwood,75,-47,0,,,
2019,R19,Collingwood,66,-32,0,,,
2019,R2,Collingwood,110,44,0,,,
2019,R20,Collingwood,120,69,1.2,,,
2019,R21,Collingwood,70,17,4.8,,,
2019,R22,Collingwood,114,66,0,,,
2019,R23,Collingwood,76,11,0,,,
2019,R3,Collingwood,76,-22,0,,,
2019,R4,Collingwood,78,14,0,,,
2019,R5,Collingwood,123,62,0.2,,,
2019,R6,Collingwood,73,4,0,,,
2019,R7,Collingwood,108,39,0.2,,,
2019,R8,Collingwood,106,19,9.8,,,
2019,R9,Collingwood,112,41,0,,,
2018,GF,Collingwood,74,-5,1.7,,,
2018,PF,Collingwood,97,39,0,,,
2018,QF,Collingwood,70,-16,2.6,,,
2018,R1,Collingwood,67,-34,0.6,,,
2018,R10,Collingwood,90,35,0,,,
2018,R11,Collingwood,138,61,0,,,
2018,R12,Collingwood,133,42,0,,,
2018,R14,Collingwood,79,20,0,,,
2018,R15,Collingwood,99,39,0.2,,,
2018,R16,Collingwood,78,16,0,,,
2018,R17,Collingwood,67,-35,0,,,
2018,R18,Collingwood,130,66,0.8,,,
2018,R19,Collingwood,77,-28,0.8,,,
2018,R2,Collingwood,79,-16,0,,,
2018,R20,Collingwood,71,-2,0,,,
2018,R21,Collingwood,104,31,10.2,,,
2018,R22,Collingwood,115,51,0.4,,,
2018,R23,Collingwood,76,9,0,,,
2018,R3,Collingwood,100,24,0,,,
2018,R4,Collingwood,106,48,0,,,
2018,R5,Collingwood,101,49,0,,,
2018,R6,Collingwood,70,-43,0,,,
2018,R7,Collingwood,121,7,0,,,
2018,R8,Collingwood,45,-21,3.7,,,
2018,R9,Collingwood,100,28,3.6,,,
2018,SF,Collingwood,69,10,0.6,,,
2017,R1,Collingwood,86,-14,0,,,
2017,R10,Collingwood,129,45,8,,,
2017,R11,Collingwood,105,20,0,,,
2017,R12,Collingwood,100,-4,0,,,
2017,R14,Collingwood,62,-31,1.2,,,
2017,R15,Collingwood,94,-24,0,,,
2017,R16,Collingwood,80,-37,0,,,
2017,R17,Collingwood,103,15,0,,,
2017,R18,Collingwood,93,8,0,,,
2017,R19,Collingwood,103,0,0,,,
2017,R2,Collingwood,80,-19,2.8,,,
2017,R20,Collingwood,111,54,0,,,
2017,R21,Collingwood,71,-27,0,,,
2017,R22,Collingwood,59,-11,7,,,
2017,R23,Collingwood,99,16,0,,,
2017,R3,Collingwood,80,1,0,,,
2017,R4,Collingwood,55,-14,0,,,
2017,R5,Collingwood,82,-18,27.8,,,
2017,R6,Collingwood,107,29,0,,,
2017,R7,Collingwood,56,-23,0,,,
2017,R8,Collingwood,99,-3,0.2,,,
2017,R9,Collingwood,90,18,0.2,,,
2016,R1,Collingwood,53,-80,0.2,,,
2016,R10,Collingwood,53,-21,3.4,,,
2016,R11,Collingwood,58,-67,4.4,,,
2016,R12,Collingwood,58,-46,0.2,,,
2016,R14,Collingwood,85,48,16.8,,,
2016,R15,Collingwood,57,12,0.8,,,
2016,R16,Collingwood,125,32,11.2,,,
2016,R17,Collingwood,69,-28,0,,,
2016,R18,Collingwood,84,-40,8.2,,,
2016,R19,Collingwood,91,19,2.2,,,
2016,R2,Collingwood,87,1,0,,,
2016,R20,Collingwood,77,-15,0,,,
2016,R21,Collingwood,92,-3,0,,,
2016,R22,Collingwood,118,71,13,,,
2016,R23,Collingwood,111,-1,0,,,
2016,R3,Collingwood,90,-29,0,,,
2016,R4,Collingwood,67,-35,0,,,
2016,R5,Collingwood,142,69,0,,,
2016,R6,Collingwood,62,-62,0,,,
2016,R7,Collingwood,84,-15,0.6,,,
2016,R8,Collingwood,143,78,0,,,
2016,R9,Collingwood,104,24,0,,,
2015,R1,Collingwood,86,12,0.4,,,
2015,R10,Collingwood,110,25,0,,,
2015,R11,Collingwood,119,42,0,,,
2015,R13,Collingwood,73,-7,0,,,
2015,R14,Collingwood,91,-10,4.2,,,
2015,R15,Collingwood,63,-3,0,,,
2015,R16,Collingwood,56,-31,0.8,,,
2015,R17,Collingwood,86,-18,3.6,,,
2015,R18,Collingwood,54,-37,0.8,,,
2015,R19,Collingwood,105,18,0,,,
2015,R2,Collingwood,63,-27,0,,,
2015,R20,Collingwood,76,-11,0,,,
2015,R21,Collingwood,56,-91,0,,,
2015,R22,Collingwood,110,48,17.6,,,
2015,R23,Collingwood,92,-3,0,,,
2015,R3,Collingwood,140,74,,,,
2015,R4,Collingwood,69,20,0,,,
2015,R5,Collingwood,120,75,0,,,
2015,R6,Collingwood,59,-41,0.2,,,
2015,R7,Collingwood,100,-5,0,,,
2015,R8,Collingwood,132,69,0.2,,,
2015,R9,Collingwood,112,17,0,,,
2014,R1,Collingwood,46,-70,0,,,
2014,R10,Collingwood,109,8,0.2,,,
2014,R11,Collingwood,140,86,0,,,
2014,R12,Collingwood,61,33,0,,,
2014,R13,Collingwood,98,-8,1.2,,,
2014,R14,Collingwood,86,-29,0.6,,,
2014,R15,Collingwood,91,15,2.4,,,
2014,R16,Collingwood,75,-5,1.2,,,
2014,R17,Collingwood,39,-64,3.6,,,
2014,R18,Collingwood,82,-16,1.8,,,
2014,R19,Collingwood,76,6,0,,,
2014,R2,Collingwood,89,20,4.2,,,
2014,R20,Collingwood,66,-60,0,,,
2014,R21,Collingwood,56,-67,0.6,,,
2014,R22,Collingwood,75,8,0,,,
2014,R23,Collingwood,56,-65,0,,,
2014,R3,Collingwood,76,-11,0,,,
2014,R4,Collingwood,110,38,10.8,,,
2014,R5,Collingwood,93,35,2,,,
2014,R6,Collingwood,83,23,0,,,
2014,R7,Collingwood,104,34,0,,,
2014,R9,Collingwood,55,-21,0,,,
2013,EF,Collingwood,63,-24,0,,,
2013,R1,Collingwood,103,16,2,,,
2013,R10,Collingwood,100,49,17.4,,,
2013,R11,Collingwood,122,83,0.2,,,
2013,R12,Collingwood,99,34,1,,,
2013,R14,Collingwood,51,-35,0,,,
2013,R15,Collingwood,118,41,1,,,
2013,R16,Collingwood,111,27,0,,,
2013,R17,Collingwood,78,-7,21.2,,,
2013,R18,Collingwood,106,40,0,,,
2013,R19,Collingwood,133,79,14,,,
2013,R2,Collingwood,117,17,0,,,
2013,R20,Collingwood,100,29,0,,,
2013,R21,Collingwood,84,-35,0.4,,,
2013,R22,Collingwood,101,62,4,,,
2013,R23,Collingwood,114,-11,0,,,
2013,R3,Collingwood,90,-55,0,,,
2013,R4,Collingwood,113,34,0.2,,,
2013,R5,Collingwood,75,-46,1,,,
2013,R6,Collingwood,103,26,,,,
2013,R7,Collingwood,73,-27,7.2,,,
2013,R8,Collingwood,102,6,0.2,,,
2013,R9,Collingwood,55,-47,0,,,
2012,PF,Collingwood,70,-26,0,,,
2012,QF,Collingwood,97,-38,10.6,,,
2012,R1,Collingwood,115,-22,0,,,
2012,R10,Collingwood,149,97,0.8,,,
2012,R11,Collingwood,129,42,0,,,
2012,R13,Collingwood,85,3,3.2,,,
2012,R14,Collingwood,107,29,2.2,,,
2012,R15,Collingwood,62,-23,0,,,
2012,R16,Collingwood,110,31,0.4,,,
2012,R17,Collingwood,91,-47,0.2,,,
2012,R18,Collingwood,174,120,0,,,
2012,R19,Collingwood,91,6,1.4,,,
2012,R2,Collingwood,85,21,3.6,,,
2012,R20,Collingwood,78,8,0.2,,,
2012,R21,Collingwood,61,-30,4,,,
2012,R22,Collingwood,58,-49,0,,,
2012,R23,Collingwood,104,32,0,,,
2012,R3,Collingwood,62,-60,0.4,,,
2012,R4,Collingwood,97,24,2.6,,,
2012,R5,Collingwood,80,1,19,,,
2012,R6,Collingwood,98,21,4,,,
2012,R7,Collingwood,116,58,0,,,
2012,R8,Collingwood,96,12,0,,,
2012,R9,Collingwood,75,26,7.2,,,
2012,SF,Collingwood,73,13,2,,,
2020,R1,Essendon,63,6,0.4,,,
2020,R10,Essendon,55,-4,1,,,
2020,R11,Essendon,73,0,0,,,
2020,R12,Essendon,33,-35,6.4,,,
2020,R13,Essendon,61,-12,0,,,
2020,R14,Essendon,87,16,0,,,
2020,R15,Essendon,45,-15,0,,,
2020,R16,Essendon,42,-66,0,,,
2020,R17,Essendon,29,-50,0,,,
2020,R18,Essendon,49,-19,18.4,,,
2020,R2,Essendon,79,6,11,,,
2020,R4,Essendon,51,-1,0,,,
2020,R5,Essendon,63,15,0.2,,,
2020,R6,Essendon,67,14,0.8,,,
2020,R7,Essendon,51,-42,0,,,
2020,R8,Essendon,62,3,0,,,
2020,R9,Essendon,28,-63,0,,,
2019,EF,Essendon,61,-55,0,,,
2019,R1,Essendon,40,-72,0.6,,,
2019,R10,Essendon,50,-23,2.4,,,
2019,R11,Essendon,74,41,0.2,,,
2019,R13,Essendon,96,19,2.2,,,
2019,R14,Essendon,71,-35,0,,,
2019,R15,Essendon,77,6,0,,,
2019,R16,Essendon,76,10,0.4,,,
2019,R17,Essendon,86,5,3,,,
2019,R18,Essendon,96,21,0,,,
2019,R19,Essendon,106,10,0,,,
2019,R2,Essendon,65,-11,2.2,,,
2019,R20,Essendon,67,-59,0.2,,,
2019,R21,Essendon,33,-104,4.8,,,
2019,R22,Essendon,87,32,26.6,,,
2019,R23,Essendon,65,-11,0,,,
2019,R3,Essendon,130,18,0,,,
2019,R4,Essendon,112,47,0,,,
2019,R5,Essendon,116,58,0,,,
2019,R6,Essendon,69,-4,0,,,
2019,R7,Essendon,54,-32,2.2,,,
2019,R8,Essendon,72,-5,0,,,
2019,R9,Essendon,60,7,0,,,
2018,R1,Essendon,99,12,0,,,
2018,R10,Essendon,95,35,0,,,
2018,R11,Essendon,43,-71,0,,,
2018,R12,Essendon,84,22,0.8,,,
2018,R14,Essendon,80,28,0,,,
2018,R15,Essendon,125,17,0.6,,,
2018,R16,Essendon,62,-16,0,,,
2018,R17,Essendon,95,44,0,,,
2018,R18,Essendon,99,29,0.8,,,
2018,R19,Essendon,109,43,0,,,
2018,R2,Essendon,90,-16,0,,,
2018,R20,Essendon,103,-4,2.2,,,
2018,R21,Essendon,122,43,0,,,
2018,R22,Essendon,73,-8,1,,,
2018,R23,Essendon,111,22,0,,,
2018,R3,Essendon,83,-21,0,,,
2018,R4,Essendon,106,22,15,,,
2018,R5,Essendon,52,-49,0,,,
2018,R6,Essendon,72,-36,0,,,
2018,R7,Essendon,67,-23,2.2,,,
2018,R8,Essendon,78,-13,8.4,,,
2018,R9,Essendon,84,34,3.6,,,
2017,EF,Essendon,56,-65,0,,,
2017,R1,Essendon,116,25,0,,,
2017,R10,Essendon,66,-15,0,,,
2017,R11,Essendon,101,-16,0,,,
2017,R12,Essendon,131,70,0,,,
2017,R14,Essendon,85,-1,0,,,
2017,R15,Essendon,82,-8,0,,,
2017,R16,Essendon,117,37,0,,,
2017,R17,Essendon,118,61,2.6,,,
2017,R18,Essendon,132,27,0.2,,,
2017,R19,Essendon,97,-30,0,,,
2017,R2,Essendon,111,27,0.2,,,
2017,R20,Essendon,84,8,0,,,
2017,R21,Essendon,80,-43,0,,,
2017,R22,Essendon,90,33,0,,,
2017,R23,Essendon,107,15,,,,
2017,R3,Essendon,42,-15,14.2,,,
2017,R4,Essendon,88,-65,0,,,
2017,R5,Essendon,100,18,27.8,,,
2017,R6,Essendon,74,-38,0,,,
2017,R7,Essendon,79,-37,0,,,
2017,R8,Essendon,110,17,0,,,
2017,R9,Essendon,125,61,0,,,
2016,R1,Essendon,60,-61,0,,,
2016,R10,Essendon,67,-38,0.6,,,
2016,R11,Essendon,47,-79,8.6,,,
2016,R12,Essendon,43,-108,0.4,,,
2016,R13,Essendon,90,-27,0,,,
2016,R15,Essendon,52,-78,0,,,
2016,R16,Essendon,98,-11,0.2,,,
2016,R17,Essendon,83,-19,0,,,
2016,R18,Essendon,91,-37,1.2,,,
2016,R19,Essendon,61,-82,3.4,,,
2016,R2,Essendon,80,13,0,,,
2016,R20,Essendon,34,-66,0,,,
2016,R21,Essendon,75,6,0.6,,,
2016,R22,Essendon,53,-40,2,,,
2016,R23,Essendon,103,24,0.2,,,
2016,R3,Essendon,51,-61,0,,,
2016,R4,Essendon,42,-30,0,,,
2016,R5,Essendon,73,-69,0,,,
2016,R6,Essendon,57,-15,9.8,,,
2016,R7,Essendon,54,-81,0,,,
2016,R8,Essendon,60,-14,0.2,,,
2016,R9,Essendon,63,-46,0,,,
2015,R1,Essendon,60,-12,23,,,
2015,R10,Essendon,53,-69,0.4,,,
2015,R11,Essendon,46,-50,0,,,
2015,R13,Essendon,76,-38,0,,,
2015,R14,Essendon,52,-110,0,,,
2015,R15,Essendon,69,9,0.6,,,
2015,R16,Essendon,68,-25,2.6,,,
2015,R17,Essendon,116,-13,2.6,,,
2015,R18,Essendon,40,-87,0.2,,,
2015,R19,Essendon,61,-32,0,,,
2015,R2,Essendon,78,2,0,,,
2015,R20,Essendon,59,-112,0,,,
2015,R21,Essendon,95,-2,18.8,,,
2015,R22,Essendon,47,-27,3.2,,,
2015,R23,Essendon,95,3,0,,,
2015,R3,Essendon,105,21,7,,,
2015,R4,Essendon,49,-20,0,,,
2015,R5,Essendon,82,2,0,,,
2015,R6,Essendon,52,-28,0,,,
2015,R7,Essendon,82,-11,2,,,
2015,R8,Essendon,136,58,0,,,
2015,R9,Essendon,59,-13,0,,,
2014,EF,Essendon,81,-12,0,,,
2014,R1,Essendon,99,39,0,,,
2014,R11,Essendon,104,50,0,,,
2014,R12,Essendon,81,15,0,,,
2014,R13,Essendon,77,-1,1.2,,,
2014,R14,Essendon,101,9,0.6,,,
2014,R15,Essendon,80,-9,0,,,
2014,R16,Essendon,62,2,3.8,,,
2014,R17,Essendon,103,64,3.6,,,
2014,R18,Essendon,101,7,0,,,
2014,R19,Essendon,57,-22,0,,,
2014,R2,Essendon,86,-4,8.2,,,
2014,R20,Essendon,77,-18,3.4,,,
2014,R21,Essendon,77,3,0.6,,,
2014,R22,Essendon,108,19,0,,,
2014,R23,Essendon,90,0,0,,,
2014,R3,Essendon,138,81,0,,,
2014,R4,Essendon,60,-53,0,,,
2014,R5,Essendon,65,-16,2,,,
2014,R6,Essendon,60,-23,0,,,
2014,R7,Essendon,73,8,2.6,,,
2014,R8,Essendon,65,8,0,,,
2014,R9,Essendon,64,-50,0,,,
2013,R1,Essendon,117,35,0.4,,,
2013,R10,Essendon,71,-44,0,,,
2013,R11,Essendon,77,5,13.6,,,
2013,R12,Essendon,115,43,0,,,
2013,R14,Essendon,98,7,0,,,
2013,R15,Essendon,118,30,2,,,
2013,R16,Essendon,121,31,18.4,,,
2013,R17,Essendon,116,39,2.8,,,
2013,R18,Essendon,87,-56,0.6,,,
2013,R19,Essendon,54,-79,14,,,
2013,R2,Essendon,184,148,0,,,
2013,R20,Essendon,67,-53,0,,,
2013,R21,Essendon,70,-45,0,,,
2013,R22,Essendon,82,6,0.6,,,
2013,R23,Essendon,65,-39,2.8,,,
2013,R3,Essendon,72,4,0.4,,,
2013,R4,Essendon,128,37,0.2,,,
2013,R5,Essendon,121,46,1,,,
2013,R6,Essendon,120,39,4,,,
2013,R7,Essendon,85,-28,0,,,
2013,R8,Essendon,86,-10,0.2,,,
2013,R9,Essendon,91,29,0,,,
2012,R1,Essendon,104,2,0.6,,,
2012,R10,Essendon,52,-6,0,,,
2012,R11,Essendon,82,-4,6.2,,,
2012,R13,Essendon,113,24,0,,,
2012,R14,Essendon,140,84,2.2,,,
2012,R15,Essendon,62,-71,0,,,
2012,R16,Essendon,127,50,8.6,,,
2012,R17,Essendon,67,-67,0,,,
2012,R18,Essendon,86,-94,2,,,
2012,R19,Essendon,100,-4,0.6,,,
2012,R2,Essendon,111,25,3.6,,,
2012,R20,Essendon,76,-24,0.6,,,
2012,R21,Essendon,60,-96,4,,,
2012,R22,Essendon,57,-45,2.6,,,
2012,R23,Essendon,72,-32,0,,,
2012,R3,Essendon,105,17,9.2,,,
2012,R4,Essendon,109,30,2.6,,,
2012,R5,Essendon,79,-1,19,,,
2012,R6,Essendon,129,67,0,,,
2012,R7,Essendon,113,61,0.2,,,
2012,R8,Essendon,128,19,1.8,,,
2012,R9,Essendon,119,66,0.2,,,
2020,R1,Fremantle,57,-6,0.4,,,
2020,R11,Fremantle,48,16,31,,,
2020,R12,Fremantle,36,-4,0.6,,,
2020,R13,Fremantle,50,31,0,,,
2020,R14,Fremantle,53,-38,2.8,,,
2020,R15,Fremantle,29,-27,0,,,
2020,R16,Fremantle,47,14,6,,,
2020,R17,Fremantle,99,64,0.2,,,
2020,R18,Fremantle,44,-30,0.2,,,
2020,R2,Fremantle,69,-12,0,,,
2020,R3,Fremantle,41,-29,0,,,
2020,R4,Fremantle,51,-13,0,,,
2020,R5,Fremantle,54,20,0,,,
2020,R6,Fremantle,79,6,0.8,,,
2020,R7,Fremantle,32,-30,0.4,,,
2020,R8,Fremantle,16,-32,4.8,,,
2020,R9,Fremantle,61,12,0,,,
2019,R1,Fremantle,141,82,0,,,
2019,R10,Fremantle,73,1,0,,,
2019,R11,Fremantle,79,4,2.2,,,
2019,R13,Fremantle,100,21,8.8,,,
2019,R14,Fremantle,71,-14,1.8,,,
2019,R15,Fremantle,75,-4,0.4,,,
2019,R16,Fremantle,31,-91,11.2,,,
2019,R17,Fremantle,53,-31,0.6,,,
2019,R18,Fremantle,52,1,13.2,,,
2019,R19,Fremantle,66,-47,2,,,
2019,R2,Fremantle,58,-3,2.6,,,
2019,R20,Fremantle,95,34,0,,,
2019,R21,Fremantle,69,-3,6.8,,,
2019,R22,Fremantle,55,-32,26.6,,,
2019,R23,Fremantle,67,-43,0,,,
2019,R3,Fremantle,71,5,0,,,
2019,R4,Fremantle,56,-13,0,,,
2019,R5,Fremantle,106,24,0,,,
2019,R6,Fremantle,88,19,0,,,
2019,R7,Fremantle,34,-17,0,,,
2019,R8,Fremantle,86,-25,0,,,
2019,R9,Fremantle,53,-7,0,,,
2018,R1,Fremantle,60,-50,0,,,
2018,R10,Fremantle,58,-28,4.2,,,
2018,R11,Fremantle,77,-61,0,,,
2018,R12,Fremantle,71,3,21.8,,,
2018,R13,Fremantle,103,57,2.2,,,
2018,R15,Fremantle,64,-55,0,,,
2018,R16,Fremantle,48,-54,0,,,
2018,R17,Fremantle,59,9,23.4,,,
2018,R18,Fremantle,70,-29,0.8,,,
2018,R19,Fremantle,53,-59,0,,,
2018,R2,Fremantle,106,16,0,,,
2018,R20,Fremantle,84,-58,12.2,,,
2018,R21,Fremantle,101,29,0,,,
2018,R22,Fremantle,25,-133,1.4,,,
2018,R23,Fremantle,67,-9,0,,,
2018,R3,Fremantle,96,28,0,,,
2018,R4,Fremantle,51,-31,,,,
2018,R5,Fremantle,108,54,0,,,
2018,R6,Fremantle,81,-8,0,,,
2018,R7,Fremantle,33,-77,0,,,
2018,R8,Fremantle,89,30,0,,,
2018,R9,Fremantle,52,-59,0,,,
2017,R1,Fremantle,73,-42,2.2,,,
2017,R10,Fremantle,43,-100,0,,,
2017,R11,Fremantle,85,-20,0,,,
2017,R12,Fremantle,64,-57,0,,,
2017,R14,Fremantle,72,-2,0.2,,,
2017,R15,Fremantle,80,-9,21.8,,,
2017,R16,Fremantle,86,4,1,,,
2017,R17,Fremantle,44,-30,5,,,
2017,R18,Fremantle,48,-52,3.2,,,
2017,R19,Fremantle,86,-12,0,,,
2017,R2,Fremantle,56,-89,0,,,
2017,R20,Fremantle,90,23,0.8,,,
2017,R21,Fremantle,39,-104,0,,,
2017,R22,Fremantle,51,-104,2.8,,,
2017,R23,Fremantle,92,-15,,,,
2017,R3,Fremantle,89,16,0,,,
2017,R4,Fremantle,106,2,0,,,
2017,R5,Fremantle,67,5,0,,,
2017,R6,Fremantle,62,-41,0,,,
2017,R7,Fremantle,116,37,0,,,
2017,R8,Fremantle,72,2,0,,,
2017,R9,Fremantle,86,35,17.2,,,
2016,R1,Fremantle,38,-65,1.4,,,
2016,R10,Fremantle,67,-34,0.6,,,
2016,R11,Fremantle,126,79,8.6,,,
2016,R12,Fremantle,147,83,0,,,
2016,R13,Fremantle,86,17,0,,,
2016,R14,Fremantle,37,-48,16.8,,,
2016,R16,Fremantle,55,-32,0,,,
2016,R17,Fremantle,61,-17,0,,,
2016,R18,Fremantle,81,-24,0,,,
2016,R19,Fremantle,47,-90,6.4,,,
2016,R2,Fremantle,100,-26,0,,,
2016,R20,Fremantle,64,-46,5,,,
2016,R21,Fremantle,70,-72,0,,,
2016,R22,Fremantle,37,-92,2,,,
2016,R23,Fremantle,69,20,7.6,,,
2016,R3,Fremantle,59,-33,0,,,
2016,R4,Fremantle,101,-31,0,,,
2016,R5,Fremantle,68,-4,0,,,
2016,R6,Fremantle,64,-33,0,,,
2016,R7,Fremantle,77,-18,18,,,
2016,R8,Fremantle,75,-41,0,,,
2016,R9,Fremantle,45,-38,36.4,,,
2015,PF,Fremantle,67,-27,0,,,
2015,QF,Fremantle,69,9,19.4,,,
2015,R1,Fremantle,75,7,0,,,
2015,R10,Fremantle,70,-27,0,,,
2015,R11,Fremantle,53,7,2,,,
2015,R13,Fremantle,80,7,0,,,
2015,R14,Fremantle,84,36,1.8,,,
2015,R15,Fremantle,43,-72,5.2,,,
2015,R16,Fremantle,95,42,0.8,,,
2015,R17,Fremantle,82,4,2.6,,,
2015,R18,Fremantle,84,21,0,,,
2015,R19,Fremantle,96,37,0,,,
2015,R2,Fremantle,104,44,,,,
2015,R20,Fremantle,80,-24,0,,,
2015,R21,Fremantle,83,-11,0,,,
2015,R22,Fremantle,108,54,15.6,,,
2015,R23,Fremantle,53,-69,0,,,
2015,R3,Fremantle,111,30,0,,,
2015,R4,Fremantle,74,14,0,,,
2015,R5,Fremantle,118,68,0,,,
2015,R6,Fremantle,80,28,0,,,
2015,R7,Fremantle,101,13,0,,,
2015,R8,Fremantle,115,73,0,,,
2015,R9,Fremantle,68,11,0,,,
2014,QF,Fremantle,69,-24,4.4,,,
2014,R1,Fremantle,116,70,0,,,
2014,R11,Fremantle,89,38,4.8,,,
2014,R12,Fremantle,90,40,0,,,
2014,R13,Fremantle,105,20,0.2,,,
2014,R14,Fremantle,105,83,0.2,,,
2014,R15,Fremantle,88,7,0,,,
2014,R16,Fremantle,97,63,0,,,
2014,R17,Fremantle,136,76,0,,,
2014,R18,Fremantle,60,-58,0.8,,,
2014,R19,Fremantle,83,5,1.6,,,
2014,R2,Fremantle,87,48,0,,,
2014,R20,Fremantle,79,-2,0,,,
2014,R21,Fremantle,110,19,0,,,
2014,R22,Fremantle,106,58,6,,,
2014,R23,Fremantle,105,8,51.2,,,
2014,R3,Fremantle,79,-58,0,,,
2014,R4,Fremantle,113,53,0,,,
2014,R5,Fremantle,75,-17,0,,,
2014,R6,Fremantle,61,-13,0.2,,,
2014,R7,Fremantle,73,19,0,,,
2014,R8,Fremantle,76,-18,17.4,,,
2014,R9,Fremantle,96,32,0,,,
2014,SF,Fremantle,83,-22,0.4,,,
2013,GF,Fremantle,62,-15,2.7,,,
2013,PF,Fremantle,99,25,2,,,
2013,QF,Fremantle,87,15,0,,,
2013,R1,Fremantle,108,28,0,,,
2013,R10,Fremantle,66,7,39,,,
2013,R12,Fremantle,86,40,0,,,
2013,R13,Fremantle,67,38,0,,,
2013,R14,Fremantle,44,-41,0,,,
2013,R15,Fremantle,100,30,0,,,
2013,R16,Fremantle,121,28,1.2,,,
2013,R17,Fremantle,57,-27,10.8,,,
2013,R18,Fremantle,75,22,17.6,,,
2013,R19,Fremantle,116,36,3,,,
2013,R2,Fremantle,106,28,0,,,
2013,R20,Fremantle,157,113,2.8,,,
2013,R21,Fremantle,133,95,0,,,
2013,R22,Fremantle,134,74,0,,,
2013,R23,Fremantle,41,-71,2.8,,,
2013,R3,Fremantle,68,-4,0.4,,,
2013,R4,Fremantle,76,-42,0.6,,,
2013,R5,Fremantle,81,1,0,,,
2013,R6,Fremantle,99,45,0,,,
2013,R7,Fremantle,100,27,7.2,,,
2013,R8,Fremantle,70,0,0,,,
2013,R9,Fremantle,130,90,0,,,
2012,EF,Fremantle,96,16,0.8,,,
2012,R1,Fremantle,105,4,0,,,
2012,R10,Fremantle,82,-29,0,,,
2012,R11,Fremantle,78,12,6.2,,,
2012,R13,Fremantle,89,-24,0,,,
2012,R14,Fremantle,78,-29,2.2,,,
2012,R15,Fremantle,95,38,0.2,,,
2012,R16,Fremantle,117,34,0.4,,,
2012,R17,Fremantle,132,95,0,,,
2012,R18,Fremantle,75,27,0,,,
2012,R19,Fremantle,113,65,1.8,,,
2012,R2,Fremantle,81,-13,0,,,
2012,R20,Fremantle,91,-28,0,,,
2012,R21,Fremantle,94,22,0,,,
2012,R22,Fremantle,132,53,0.6,,,
2012,R23,Fremantle,101,61,1.2,,,
2012,R3,Fremantle,64,29,0,,,
2012,R4,Fremantle,92,13,2.4,,,
2012,R5,Fremantle,57,-8,0,,,
2012,R6,Fremantle,94,7,0,,,
2012,R7,Fremantle,87,40,0,,,
2012,R8,Fremantle,63,-56,3.2,,,
2012,R9,Fremantle,36,-48,0,,,
2012,SF,Fremantle,71,-10,0,,,
2020,GF,Geelong,50,-31,0.4,,,
2020,PF,Geelong,82,40,0,,,
2020,QF,Geelong,42,-16,1.6,,,
2020,R1,Geelong,73,-32,0,,,
2020,R10,Geelong,90,33,0,,,
2020,R11,Geelong,93,59,0,,,
2020,R12,Geelong,91,60,0,,,
2020,R13,Geelong,65,28,0.4,,,
2020,R14,Geelong,72,11,0,,,
2020,R16,Geelong,108,66,0,,,
2020,R17,Geelong,31,-26,12,,,
2020,R18,Geelong,69,6,0,,,
2020,R2,Geelong,108,61,0,,,
2020,R3,Geelong,77,-2,1.2,,,
2020,R4,Geelong,47,3,0,,,
2020,R5,Geelong,89,37,7.2,,,
2020,R6,Geelong,73,27,0.2,,,
2020,R7,Geelong,35,-22,1,,,
2020,R8,Geelong,48,32,4.8,,,
2020,R9,Geelong,64,-9,0,,,
2020,SF,Geelong,100,68,0,,,
2019,PF,Geelong,66,-19,0,,,
2019,QF,Geelong,51,-10,3,,,
2019,R1,Geelong,72,7,0,,,
2019,R10,Geelong,91,27,0,,,
2019,R11,Geelong,85,22,0.4,,,
2019,R12,Geelong,104,67,0,,,
2019,R14,Geelong,56,-11,0,,,
2019,R15,Geelong,96,27,0,,,
2019,R16,Geelong,55,-16,0.4,,,
2019,R17,Geelong,84,27,3.2,,,
2019,R18,Geelong,61,-24,0,,,
2019,R19,Geelong,107,27,0,,,
2019,R2,Geelong,126,80,0,,,
2019,R20,Geelong,61,-34,0,,,
2019,R21,Geelong,69,55,5.6,,,
2019,R22,Geelong,74,-1,0,,,
2019,R23,Geelong,129,68,0,,,
2019,R3,Geelong,99,24,0,,,
2019,R4,Geelong,75,-4,0,,,
2019,R5,Geelong,113,23,1,,,
2019,R6,Geelong,104,58,0,,,
2019,R7,Geelong,86,32,2.2,,,
2019,R8,Geelong,104,24,0.1,,,
