Year,Team,Venue,Venue (2nd Name),Margin,,,Blundstone Arena,,Metricon Stadium,,Marvel Stadium,Mars Stadium,AAMI Stadium,,,GMHBA,,UNSW Canberra Oval,TIO Stadium ,Optus Stadium ,,,ANZ Stadium,,GIANTS Stadium ,TIO Traeger Park Oval,Sky Stadium,UTS
2019,Richmond,Gabba,,47,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,M.C.G.,,21.53333333,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Perth Stadium,Optus Stadium ,25,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Sydney Showground,GIANTS Stadium ,-49,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richmond,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Adelaide Oval,,-22,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Bellerive Oval,Blundstone Arena,-39,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Docklands,Marvel Stadium,-5.181818182,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Gabba,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Jiangwan Stadium,,-70,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Kardinia Park,GMHBA,-27,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,M.C.G.,,-3.666666667,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Manuka Oval,UNSW Canberra Oval,-44,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Perth Stadium,Optus Stadium ,-5,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Riverway Stadium,,4,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,S.C.G.,,-45,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,St Kilda,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Adelaide Oval,,-47,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Bellerive Oval,Blundstone Arena,5,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Docklands,Marvel Stadium,-6.666666667,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Gabba,,-22,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Kardinia Park,GMHBA,-22,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,M.C.G.,,21.5,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Perth Stadium,Optus Stadium ,-1,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,S.C.G.,,2.363636364,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Sydney Showground,GIANTS Stadium ,-2,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sydney,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Adelaide Oval,,12,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Docklands,Marvel Stadium,21,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Gabba,,-44,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Kardinia Park,GMHBA,-58,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,M.C.G.,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Perth Stadium,Optus Stadium ,24.92307692,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,S.C.G.,,-45,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Traeger Park,TIO Traeger Park Oval,13,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,West Coast,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Adelaide Oval,,25,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Docklands,Marvel Stadium,11,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Eureka Stadium,Mars Stadium,25,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Gabba,,-18,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Kardinia Park,GMHBA,-44,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,M.C.G.,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Perth Stadium,Optus Stadium ,-40,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Sydney Showground,GIANTS Stadium ,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Western Bulldogs,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Adelaide Oval,,-20.4,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Carrara,Metricon Stadium,-36.6,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Docklands,Marvel Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Gabba,,-35,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,M.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Adelaide,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Carrara,Metricon Stadium,6.75,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Cazaly's Stadium,,32,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Docklands,Marvel Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Gabba,,17,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,M.C.G.,,-28,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,S.C.G.,,-27,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Sydney Showground,GIANTS Stadium ,20,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brisbane Lions,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Carrara,Metricon Stadium,8,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Docklands,Marvel Stadium,-9.5,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Gabba,,-9.25,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Kardinia Park,GMHBA,2,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,M.C.G.,,-11.5,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Marrara Oval,TIO Stadium ,33,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Perth Stadium,Optus Stadium ,-16.33333333,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carlton,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Adelaide Oval,,24,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Docklands,Marvel Stadium,52,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Gabba,,-7.875,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,M.C.G.,,9.666666667,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Perth Stadium,Optus Stadium ,-13.75,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Sydney Showground,GIANTS Stadium ,15,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Collingwood,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Adelaide Oval,,-10.33333333,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Carrara,Metricon Stadium,-19,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Docklands,Marvel Stadium,6,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Gabba,,-38.66666667,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,M.C.G.,,7,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Marrara Oval,TIO Stadium ,-12,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,S.C.G.,,6,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Essendon,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Carrara,Metricon Stadium,3.5,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Cazaly's Stadium,,-8,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Docklands,Marvel Stadium,-6,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Gabba,,-12,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,M.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Perth Stadium,Optus Stadium ,-6.428571429,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fremantle,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Adelaide Oval,,6,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Carrara,Metricon Stadium,12.75,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Docklands,Marvel Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Gabba,,39.16666667,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Kardinia Park,GMHBA,32,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,M.C.G.,,3,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Perth Stadium,Optus Stadium ,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,S.C.G.,,27,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Sydney Showground,GIANTS Stadium ,-32,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Geelong,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Adelaide Oval,,-51,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Carrara,Metricon Stadium,10.11111111,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Docklands,Marvel Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Gabba,,-29.33333333,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Kardinia Park,GMHBA,-37,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,M.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Marrara Oval,TIO Stadium ,-33,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,S.C.G.,,32,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Gold Coast,Sydney Showground,GIANTS Stadium ,-17,,,,,,,,,,,,,,,,,,,,,,,,
