Year,Team,Venue,Venue (2nd Name),Margin,,,Blundstone Arena,,Metricon Stadium,,Marvel Stadium,Mars Stadium,AAMI Stadium,,,GMHBA,,UNSW Canberra Oval,TIO Stadium ,Optus Stadium ,,,ANZ Stadium,,GIANTS Stadium ,TIO Traeger Park Oval,Sky Stadium,UTS
2012,St Kilda,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Carrara,Metricon Stadium,95,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Docklands,Marvel Stadium,33.41666667,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Football Park,AAMI Stadium,-4,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Gabba,,13,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,M.C.G.,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,S.C.G.,,-29,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Subiaco,,-30,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,St Kilda,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Carrara,Metricon Stadium,72,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Docklands,Marvel Stadium,20,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Football Park,AAMI Stadium,25.5,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Gabba,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Kardinia Park,GMHBA,-34,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,M.C.G.,,-9.5,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,S.C.G.,,34.66666667,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Stadium Australia,ANZ Stadium,43.75,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Subiaco,,52,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Sydney,York Park,UTS,37,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Bellerive Oval,Blundstone Arena,2,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Blacktown,,81,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Docklands,Marvel Stadium,-0.666666667,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Football Park,AAMI Stadium,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Gabba,,-2,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,M.C.G.,,-13.66666667,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Subiaco,,37.15384615,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Coast,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Docklands,Marvel Stadium,-41.61538462,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Football Park,AAMI Stadium,-18,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Gabba,,-67,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Kardinia Park,GMHBA,-34,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,M.C.G.,,-24.5,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Manuka Oval,UNSW Canberra Oval,42,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Marrara Oval,TIO Stadium ,38,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,S.C.G.,,-92,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Subiaco,,-38,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Western Bulldogs,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Carrara,Metricon Stadium,28,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Docklands,Marvel Stadium,-8,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Football Park,AAMI Stadium,1.833333333,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Gabba,,19,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,M.C.G.,,-32.33333333,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Subiaco,,32,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Sydney Showground,GIANTS Stadium ,135,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Adelaide,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Carrara,Metricon Stadium,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Docklands,Marvel Stadium,-40.33333333,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Football Park,AAMI Stadium,-9,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Gabba,,6.272727273,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Kardinia Park,GMHBA,-1,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,M.C.G.,,-23,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Marrara Oval,TIO Stadium ,19,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,S.C.G.,,-60,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Subiaco,,-40,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brisbane Lions,York Park,UTS,-58,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Carrara,Metricon Stadium,43,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Docklands,Marvel Stadium,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Football Park,AAMI Stadium,1,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Gabba,,13,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,M.C.G.,,5.444444444,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,S.C.G.,,-22,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Stadium Australia,ANZ Stadium,-24,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Subiaco,,24,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Carlton,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Carrara,Metricon Stadium,-7,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Docklands,Marvel Stadium,25.33333333,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Football Park,AAMI Stadium,-35,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Gabba,,49,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,M.C.G.,,11.4,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Stadium Australia,ANZ Stadium,29,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Subiaco,,-27,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Collingwood,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Docklands,Marvel Stadium,-1.2,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Football Park,AAMI Stadium,35,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Gabba,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,M.C.G.,,16.57142857,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,S.C.G.,,-44,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Subiaco,,5.5,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Sydney Showground,GIANTS Stadium ,39,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Essendon,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Carrara,Metricon Stadium,45,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Docklands,Marvel Stadium,-2.333333333,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Football Park,AAMI Stadium,7,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Gabba,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Kardinia Park,GMHBA,-13,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,M.C.G.,,17.66666667,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,S.C.G.,,0,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Subiaco,,39.38461538,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fremantle,York Park,UTS,-42,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Docklands,Marvel Stadium,11.8,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Football Park,AAMI Stadium,23,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Gabba,,-5,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Kardinia Park,GMHBA,39.625,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,M.C.G.,,11,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,S.C.G.,,21,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Subiaco,,66,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Sydney Showground,GIANTS Stadium ,59,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Geelong,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Carrara,Metricon Stadium,0.636363636,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Cazaly's Stadium,,-9,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Docklands,Marvel Stadium,-44.5,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Football Park,AAMI Stadium,-17,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Gabba,,-33,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Kardinia Park,GMHBA,-52,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,M.C.G.,,17,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Manuka Oval,UNSW Canberra Oval,44,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,S.C.G.,,-41,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Subiaco,,-17,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Gold Coast,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Adelaide Oval,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Carrara,Metricon Stadium,-83,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Docklands,Marvel Stadium,-73,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Football Park,AAMI Stadium,-56,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Gabba,,-60,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greater Western Sydney,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
