Year,Round,Date,Team,Score,Margin,WinLoss,Team 2,Average Height Team 1,Average Age Team 1,Average Height Team 2,Average Age Team 2,Height Differential,Age Differential
2016,R16,10-Jul-16,Carlton,47,-60,L,Adelaide,189.5,25.63125778,187.5,25.43935243,2,0.191905355
2016,R17,17-Jul-16,Carlton,75,-7,L,West Coast,188.5,24.45579078,188.3636364,26.41506849,0.136363636,-1.959277709
2016,R18,23-Jul-16,Carlton,68,-6,L,Sydney,189.0454545,24.64022416,187.8636364,24.41656289,1.181818182,0.22366127
2016,R19,30-Jul-16,Carlton,55,-19,L,Hawthorn,189.1363636,25.01855542,188.2727273,26.54520548,0.863636364,-1.526650062
2016,R20,7-Aug-16,Carlton,51,-71,L,St Kilda,189.2727273,25.4486924,187.0454545,25.78592777,2.227272727,-0.337235367
2016,R21,13-Aug-16,Carlton,95,-4,L,Brisbane Lions,189.8181818,25.12079701,190.5909091,23.55803238,-0.772727273,1.562764633
2016,R22,21-Aug-16,Carlton,78,20,W,Melbourne,189.1818182,25.49215442,187.8181818,23.04856787,1.363636364,2.44358655
2016,R23,27-Aug-16,Carlton,79,-24,L,Essendon,189.5,24.95230386,187.9090909,24.50174346,1.590909091,0.450560399
2015,R1,2-Apr-15,Carlton,78,-27,L,Richmond,189.2727273,25.57484433,187.8181818,25.38343711,1.454545455,0.191407223
2015,R2,10-Apr-15,Carlton,62,-69,L,West Coast,188.3636364,25.90049813,188.0454545,24.47372354,0.318181818,1.426774595
2015,R3,18-Apr-15,Carlton,84,-21,L,Essendon,189.3636364,26.24782067,188.4545455,26.09165629,0.909090909,0.156164384
2015,R4,25-Apr-15,Carlton,121,40,W,St Kilda,189.2272727,25.71506849,186.0909091,23.99489415,3.136363636,1.720174346
2015,R5,1-May-15,Carlton,45,-75,L,Collingwood,189.6818182,25.59589041,188.9090909,24.63711083,0.772727273,0.958779577
2015,R6,10-May-15,Carlton,75,-9,L,Brisbane Lions,188.9545455,24.81706102,188.0909091,23.37745953,0.863636364,1.439601494
2015,R7,16-May-15,Carlton,57,-78,L,Greater Western Sydney,188.1363636,25.60747198,187.2727273,23.34383562,0.863636364,2.263636364
2015,R8,22-May-15,Carlton,63,-77,L,Geelong,189.0909091,25.82129514,189.3181818,26.13387298,-0.227272727,-0.312577833
2015,R9,29-May-15,Carlton,62,-60,L,Sydney,188.7272727,25.5109589,187,26.70921544,1.727272727,-1.198256538
2015,R10,6-Jun-15,Carlton,90,-9,L,Adelaide,188.9545455,25.94171856,186.7727273,24.67845579,2.181818182,1.263262765
2015,R12,20-Jun-15,Carlton,110,4,W,Port Adelaide,189.0454545,25.74744707,187.4545455,24.9120797,1.590909091,0.835367372
2015,R13,28-Jun-15,Carlton,103,34,W,Gold Coast,188.5,25.35890411,187.2727273,23.42976339,1.227272727,1.929140722
2015,R14,4-Jul-15,Carlton,53,-11,L,Western Bulldogs,188.2272727,24.9014944,187.5,24.71843088,0.727272727,0.183063512
2015,R15,10-Jul-15,Carlton,41,-30,L,Richmond,188.7272727,25.63462017,187.7727273,25.53437111,0.954545455,0.100249066
2015,R16,18-Jul-15,Carlton,53,-42,L,Fremantle,188.3636364,24.97409714,188.1363636,26.42976339,0.227272727,-1.455666252
2015,R17,24-Jul-15,Carlton,35,-138,L,Hawthorn,188.6363636,24.59277709,187.9090909,27.24881694,0.727272727,-2.656039851
2015,R18,1-Aug-15,Carlton,54,-64,L,North Melbourne,188.7272727,25.38156912,187.6363636,26.78107098,1.090909091,-1.399501868
2015,R19,8-Aug-15,Carlton,87,-18,L,Collingwood,189.7727273,25.50797011,187.9545455,23.826401,1.818181818,1.681569116
2015,R20,15-Aug-15,Carlton,67,-64,L,Brisbane Lions,188.1363636,24.93723537,188.5909091,24.15180573,-0.454545455,0.785429639
2015,R21,23-Aug-15,Carlton,78,23,W,Melbourne,187.9545455,25.08729763,187.6818182,24.40697385,0.272727273,0.680323786
2015,R22,29-Aug-15,Carlton,51,-81,L,Greater Western Sydney,188.0454545,24.71506849,187.9090909,22.72328767,0.136363636,1.991780822
2015,R23,5-Sep-15,Carlton,56,-57,L,Hawthorn,188.3636364,25.00635118,188.4090909,26.83972603,-0.045454545,-1.833374844
2014,R1,16-Mar-14,Carlton,87,-33,L,Port Adelaide,188.2727273,25.30660025,188.3636364,24.30435866,-0.090909091,1.002241594
2014,R2,27-Mar-14,Carlton,86,-12,L,Richmond,187.3636364,25.3124533,187.8636364,25.15865504,-0.5,0.153798257
2014,R3,6-Apr-14,Carlton,57,-81,L,Essendon,187.5909091,25.67384807,188.5,25.5249066,-0.909090909,0.148941469
2014,R4,12-Apr-14,Carlton,58,-23,L,Melbourne,188.1363636,25.24134496,187.2272727,24.35491905,0.909090909,0.886425903
2014,R5,20-Apr-14,Carlton,119,28,W,Western Bulldogs,189.0454545,26.26986301,189,24.83798257,0.045454545,1.431880448
2014,R6,26-Apr-14,Carlton,92,3,W,West Coast,188.6363636,26.00249066,189.7727273,24.28455791,-1.136363636,1.717932752
2014,R7,2-May-14,Carlton,70,-34,L,Collingwood,188.6818182,25.51033624,188.0909091,24.26164384,0.590909091,1.248692403
2014,R8,12-May-14,Carlton,101,32,W,St Kilda,187.8181818,25.37160648,187.4090909,24.8377335,0.409090909,0.533872976
2014,R10,25-May-14,Carlton,81,5,W,Adelaide,188.2727273,25.69551681,186.2727273,24.85504359,2,0.840473225
2014,R11,31-May-14,Carlton,91,-7,L,Brisbane Lions,188.2272727,25.71033624,187.2272727,23.95392279,1,1.75641345
2014,R12,6-Jun-14,Carlton,102,-5,L,Geelong,188.9545455,26.1384807,189.7272727,26.17073474,-0.772727273,-0.032254047
2014,R13,13-Jun-14,Carlton,90,-28,L,Hawthorn,188.8181818,25.94445828,187.3181818,25.65267746,1.5,0.291780822
2014,R14,22-Jun-14,Carlton,92,-8,L,Greater Western Sydney,189.3636364,26.34595268,188.0454545,22.65330012,1.318181818,3.692652553
2014,R15,29-Jun-14,Carlton,76,-15,L,Collingwood,188.5454545,25.8392279,187.8181818,25.1879203,0.727272727,0.651307597
2014,R16,6-Jul-14,Carlton,151,85,W,St Kilda,189.0909091,25.69912827,187.0454545,24.72739726,2.045454545,0.971731009
2014,R17,12-Jul-14,Carlton,51,-71,L,Sydney,188.4090909,25.48978829,186.9545455,26.0139477,1.454545455,-0.524159402
2014,R18,18-Jul-14,Carlton,109,23,W,North Melbourne,188.5454545,25.54109589,186.9090909,26.1494396,1.636363636,-0.608343711
2014,R19,31-Jul-14,Carlton,78,-5,L,Fremantle,188.1818182,25.9241594,188.3636364,27.15454545,-0.181818182,-1.230386052
2014,R20,9-Aug-14,Carlton,97,39,W,Gold Coast,187.9090909,25.94495641,187.3636364,22.58007472,0.545454545,3.364881694
2014,R21,15-Aug-14,Carlton,76,-6,L,Geelong,187.8181818,25.92577833,188.7727273,25.63188045,-0.954545455,0.293897883
2014,R22,22-Aug-14,Carlton,37,-103,L,Port Adelaide,188.6818182,25.08891656,188.0454545,24.67758406,0.636363636,0.411332503
2014,R23,30-Aug-14,Carlton,90,0,D,Essendon,189.5454545,25.65915318,187.3636364,25.2109589,2.181818182,0.448194271
2013,R1,28-Mar-13,Carlton,101,-5,L,Richmond,187.4545455,25.15965131,187.9545455,24.86400996,-0.5,0.295641345
2013,R2,7-Apr-13,Carlton,100,-17,L,Collingwood,188.5454545,24.69252802,187.7272727,25.92503113,0.818181818,-1.232503113
2013,R3,13-Apr-13,Carlton,103,-16,L,Geelong,187.2727273,25.29589041,188.2727273,25.95267746,-1,-0.656787049
2013,R4,20-Apr-13,Carlton,89,24,W,West Coast,187.6818182,25.70024907,187.7272727,25.53349938,-0.045454545,0.166749689
2013,R5,27-Apr-13,Carlton,115,32,W,Adelaide,187.4090909,25.83785803,186.9090909,24.14209215,0.5,1.695765878
2013,R6,5-May-13,Carlton,121,61,W,Melbourne,186.5454545,25.74146949,186.9545455,23.40249066,-0.409090909,2.338978829
2013,R7,13-May-13,Carlton,68,-9,L,St Kilda,186.8181818,25.47820672,187.4545455,24.95230386,-0.636363636,0.525902864
2013,R8,19-May-13,Carlton,109,18,W,Port Adelaide,188.0909091,25.17048568,188,24.08156912,0.090909091,1.088916563
2013,R9,25-May-13,Carlton,98,13,W,Brisbane Lions,188.1363636,25.4381071,187.5909091,24.89066002,0.545454545,0.547447073
2013,R10,1-Jun-13,Carlton,148,94,W,Greater Western Sydney,187.4545455,24.83536737,187.5909091,21.33200498,-0.136363636,3.503362391
2013,R11,7-Jun-13,Carlton,72,-5,L,Essendon,186.7727273,25.6362391,188.4545455,24.97858032,-1.681818182,0.65765878
2013,R12,14-Jun-13,Carlton,87,-15,L,Hawthorn,187.6818182,25.58256538,187.5909091,26.40946451,0.090909091,-0.826899128
2013,R14,28-Jun-13,Carlton,43,-22,L,Sydney,187.2727273,25.43910336,187,25.47260274,0.272727273,-0.033499377
2013,R15,5-Jul-13,Carlton,77,-41,L,Collingwood,187.0454545,25.38742217,186.6363636,25.14209215,0.409090909,0.245330012
2013,R16,13-Jul-13,Carlton,110,36,W,St Kilda,186.9090909,25.4890411,187.3636364,25.74022416,-0.454545455,-0.251183064
2013,R17,19-Jul-13,Carlton,109,1,W,North Melbourne,186.9090909,25.50547945,186.8636364,25.001868,0.045454545,0.503611457
2013,R18,27-Jul-13,Carlton,120,43,W,Gold Coast,186.5909091,25.65404732,187.7727273,22.7607721,-1.181818182,2.893275218
2013,R19,3-Aug-13,Carlton,80,-36,L,Fremantle,186.5909091,25.6732254,187.2727273,25.09240349,-0.681818182,0.580821918
2013,R20,10-Aug-13,Carlton,89,-28,L,Western Bulldogs,187.4545455,25.52042341,188.8636364,25.18518057,-1.409090909,0.335242839
2013,R21,17-Aug-13,Carlton,106,10,W,Richmond,187.4090909,24.96201743,188.4545455,24.42540473,-1.045454545,0.536612702
2013,R22,24-Aug-13,Carlton,76,-6,L,Essendon,186.7272727,25.22366127,188.0454545,24.3505604,-1.318181818,0.873100872
2013,R23,31-Aug-13,Carlton,104,1,W,Port Adelaide,187.5909091,25.06861768,189.3181818,24.00348692,-1.727272727,1.06513076
2013,EF,8-Sep-13,Carlton,116,20,W,Richmond,187.2727273,25.78007472,187.6363636,25.3241594,-0.363636364,0.455915318
2013,SF,14-Sep-13,Carlton,62,-24,L,Sydney,187.1818182,26.14657534,187.8181818,25.90174346,-0.636363636,0.24483188
2012,R1,29-Mar-12,Carlton,125,44,W,Richmond,187.1363636,24.83163138,187.1818182,23.88343711,-0.045454545,0.948194271
2012,R2,5-Apr-12,Carlton,154,91,W,Brisbane Lions,187.1363636,24.85080946,188.0454545,24.29863014,-0.909090909,0.552179328
2012,R3,13-Apr-12,Carlton,122,60,W,Collingwood,187.0909091,24.85417186,189,24.52702366,-1.909090909,0.327148194
2012,R4,21-Apr-12,Carlton,79,-30,L,Essendon,187.1818182,24.9117061,186.9545455,24.36587796,0.227272727,0.545828144
2012,R5,27-Apr-12,Carlton,65,8,W,Fremantle,187.1363636,25.16239103,189.0454545,25.126401,-1.909090909,0.035990037
2012,R6,6-May-12,Carlton,110,67,W,Greater Western Sydney,187,24.56239103,186.5454545,22.62316314,0.454545455,1.939227895
2012,R7,14-May-12,Carlton,98,-24,L,St Kilda,186.6363636,25.1241594,187.1363636,26.42141968,-0.5,-1.297260274
2012,R8,20-May-12,Carlton,55,-69,L,Adelaide,186.5454545,25.0388543,185.9545455,25.1505604,0.590909091,-0.111706102
2012,R9,27-May-12,Carlton,107,58,W,Melbourne,187.1818182,24.49464508,188.1363636,23.824533,-0.954545455,0.67011208
2012,R10,2-Jun-12,Carlton,45,-54,L,Port Adelaide,186.5909091,24.39016189,188.4545455,24.40684932,-1.863636364,-0.016687422
2012,R11,8-Jun-12,Carlton,85,-12,L,Geelong,187.8636364,24.15305106,188.0909091,26.7996264,-0.227272727,-2.646575342
2012,R12,14-Jun-12,Carlton,69,-10,L,West Coast,186.8181818,24.9362391,188.1363636,24.60473225,-1.318181818,0.331506849
2012,R14,29-Jun-12,Carlton,70,-50,L,Hawthorn,187.2272727,24.86214197,187.1818182,24.99190535,0.045454545,-0.129763387
2012,R15,6-Jul-12,Carlton,85,23,W,Collingwood,186.5,24.81058531,187.1363636,23.97982565,-0.636363636,0.830759651
2012,R16,13-Jul-12,Carlton,96,-53,L,North Melbourne,186.1818182,24.53511831,186.5,24.82154421,-0.318181818,-0.286425903
2012,R17,21-Jul-12,Carlton,102,18,W,Western Bulldogs,186.2272727,24.37708593,187,24.91382316,-0.772727273,-0.536737235
2012,R18,28-Jul-12,Carlton,95,4,W,Richmond,186.2272727,24.25267746,186.3181818,24.3871731,-0.090909091,-0.134495641
2012,R19,5-Aug-12,Carlton,71,-22,L,Sydney,186.3181818,24.57110834,186.5,26.58443337,-0.181818182,-2.013325031
2012,R20,11-Aug-12,Carlton,113,36,W,Brisbane Lions,186.7272727,24.45740971,186.6363636,24.39501868,0.090909091,0.062391034
2012,R21,18-Aug-12,Carlton,156,96,W,Essendon,186.3636364,25.14844334,188.0909091,24.46313823,-1.727272727,0.685305106
2012,R22,25-Aug-12,Carlton,86,-12,L,Gold Coast,186.0454545,25.17833126,186.9545455,22.58156912,-0.909090909,2.596762142
2012,R23,2-Sep-12,Carlton,91,-15,L,St Kilda,186.0454545,24.83312578,186.1818182,25.07123288,-0.136363636,-0.238107098
2020,R1,20-Mar-20,Collingwood,86,52,W,Western Bulldogs,189,26.31008717,188.1363636,25.0758406,0.863636364,1.234246575
2020,R2,11-Jun-20,Collingwood,36,0,D,Richmond,188.6818182,26.33985056,184.4090909,26.44259029,4.272727273,-0.102739726
2020,R3,20-Jun-20,Collingwood,81,44,W,St Kilda,189.1363636,26.02976339,187.7272727,25.04159402,1.409090909,0.988169365
2020,R4,26-Jun-20,Collingwood,64,-2,L,Greater Western Sydney,189.4545455,26.24383562,188.5454545,25.68468244,0.909090909,0.559153176
2020,R5,3-Jul-20,Collingwood,48,-15,L,Essendon,189.4090909,26.33362391,185.7727273,25.82440847,3.636363636,0.509215442
2020,R6,10-Jul-20,Collingwood,59,32,W,Hawthorn,189.2727273,26.06475716,187.7272727,27.16214197,1.545454545,-1.097384807
2020,R7,16-Jul-20,Collingwood,57,22,W,Geelong,187.1363636,25.86288917,188.2272727,27.26089664,-1.090909091,-1.398007472
2020,R8,26-Jul-20,Collingwood,45,-66,L,West Coast,187.6363636,25.41220423,187.6818182,26.16600249,-0.045454545,-0.753798257
2020,R9,2-Aug-20,Collingwood,49,-12,L,Fremantle,187.6363636,25.80523039,186.7272727,24.8124533,0.909090909,0.992777086
2020,R10,6-Aug-20,Collingwood,50,9,W,Sydney,187.5454545,25.47683686,186.9545455,24.19315068,0.590909091,1.283686177
2020,R11,11-Aug-20,Collingwood,62,24,W,Adelaide,188.1818182,26.27745953,187,24.74184309,1.181818182,1.535616438
2020,R12,15-Aug-20,Collingwood,44,-56,L,Melbourne,188.3636364,26.79638854,186.1818182,25.39601494,2.181818182,1.400373599
2020,R13,24-Aug-20,Collingwood,65,30,W,North Melbourne,189.1363636,26.93113325,189.3636364,24.95828144,-0.227272727,1.972851806
2020,R14,30-Aug-20,Collingwood,72,24,W,Carlton,189.3181818,25.98692403,188.5454545,25.99439601,0.772727273,-0.00747198
2020,R15,4-Sep-20,Collingwood,34,-8,L,Brisbane Lions,188.8181818,25.84358655,188.6363636,25.11917808,0.181818182,0.724408468
2020,R17,14-Sep-20,Collingwood,68,22,W,Gold Coast,187.8181818,26.61793275,188.3181818,24.44072229,-0.5,2.177210461
2020,R18,21-Sep-20,Collingwood,45,-16,L,Port Adelaide,188.2727273,26.60435866,188.5909091,26.35031133,-0.318181818,0.254047323
2020,EF,3-Oct-20,Collingwood,76,1,W,West Coast,189.3636364,26.81145704,187.9090909,26.65990037,1.454545455,0.151556663
2020,SF,10-Oct-20,Collingwood,32,-68,L,Geelong,189.3636364,26.83063512,188.5909091,28.30049813,0.772727273,-1.469863014
2019,R1,22-Mar-19,Collingwood,65,-7,L,Geelong,189.2272727,26.03462017,188.5909091,25.64919054,0.636363636,0.385429639
2019,R2,28-Mar-19,Collingwood,110,44,W,Richmond,189.3636364,26.46874222,185.6818182,25.53673724,3.681818182,0.932004981
2019,R3,6-Apr-19,Collingwood,76,-22,L,West Coast,189.4090909,26.24570361,188.3181818,26.28430884,1.090909091,-0.03860523
2019,R4,12-Apr-19,Collingwood,78,14,W,Western Bulldogs,188.9545455,25.92826899,186.5909091,24.59501868,2.363636364,1.333250311
2019,R5,18-Apr-19,Collingwood,123,62,W,Brisbane Lions,188.9090909,25.88655044,188.6818182,25.38443337,0.227272727,0.502117061
2019,R6,25-Apr-19,Collingwood,73,4,W,Essendon,189.1818182,26.16425903,186.3181818,25.90398506,2.863636364,0.260273973
2019,R7,3-May-19,Collingwood,108,39,W,Port Adelaide,188.4090909,26.07285181,189.2727273,24.42739726,-0.863636364,1.645454545
2019,R8,11-May-19,Collingwood,106,19,W,Carlton,188.9545455,26.16824408,188.9545455,23.75641345,0,2.411830635
2019,R9,18-May-19,Collingwood,112,41,W,St Kilda,187.9545455,26.67247821,187.5909091,24.21880448,0.363636364,2.453673724
2019,R10,24-May-19,Collingwood,80,7,W,Sydney,188.0909091,26.88468244,188.8636364,24.5267746,-0.772727273,2.357907846
2019,R11,1-Jun-19,Collingwood,75,-4,L,Fremantle,188.5,26.50846824,187.2727273,24.63125778,1.227272727,1.877210461
2019,R12,10-Jun-19,Collingwood,98,41,W,Melbourne,189.3636364,26.09178082,187.7727273,24.81158157,1.590909091,1.280199253
2019,R14,23-Jun-19,Collingwood,82,9,W,Western Bulldogs,189.7272727,26.56924035,187.3181818,24.51307597,2.409090909,2.056164384
2019,R15,29-Jun-19,Collingwood,37,-44,L,North Melbourne,189.5454545,26.20946451,189.1818182,25.19489415,0.363636364,1.014570361
2019,R16,5-Jul-19,Collingwood,63,-4,L,Hawthorn,188.8181818,25.23462017,187.2727273,26.52926526,1.545454545,-1.294645081
2019,R17,12-Jul-19,Collingwood,78,1,W,West Coast,188.9090909,25.38393524,187.6363636,26.45927771,1.272727273,-1.075342466
2019,R18,20-Jul-19,Collingwood,75,-47,L,Greater Western Sydney,188.7272727,25.56637609,189.9090909,25.81108344,-1.181818182,-0.244707347
2019,R19,26-Jul-19,Collingwood,66,-32,L,Richmond,187.9545455,25.92727273,185.2727273,25.58854296,2.681818182,0.338729763
2019,R20,4-Aug-19,Collingwood,120,69,W,Gold Coast,187.7272727,26.73150685,187.5909091,24.39066002,0.136363636,2.340846824
2019,R21,10-Aug-19,Collingwood,70,17,W,Melbourne,186.8636364,26.6516812,187.5,24.86824408,-0.636363636,1.783437111
2019,R22,17-Aug-19,Collingwood,114,66,W,Adelaide,186.9545455,26.74694894,186.9545455,26.82054795,0,-0.073599004
2019,R23,23-Aug-19,Collingwood,76,11,W,Essendon,187.8181818,26.53312578,187.6818182,24.56836862,0.136363636,1.964757161
2019,QF,6-Sep-19,Collingwood,61,10,W,Geelong,187.8181818,26.16463263,187.5909091,26.53100872,0.227272727,-0.36637609
2019,PF,21-Sep-19,Collingwood,52,-4,L,Greater Western Sydney,188.1363636,26.21307597,189.2272727,25.79626401,-1.090909091,0.416811955
2018,R1,24-Mar-18,Collingwood,67,-34,L,Hawthorn,189.8181818,25.26699875,186.6363636,26.83574097,3.181818182,-1.568742217
2018,R2,31-Mar-18,Collingwood,79,-16,L,Greater Western Sydney,187.5454545,24.30572852,189.6363636,25.49128269,-2.090909091,-1.185554172
2018,R3,6-Apr-18,Collingwood,100,24,W,Carlton,188.5,24.76625156,187.1818182,24.5486924,1.318181818,0.217559153
2018,R4,13-Apr-18,Collingwood,106,48,W,Adelaide,188.9545455,24.67247821,188.3636364,26.16400996,0.590909091,-1.491531756
2018,R5,25-Apr-18,Collingwood,101,49,W,Essendon,188.9545455,24.70535492,186.6363636,25.4,2.318181818,-0.694645081
2018,R6,29-Apr-18,Collingwood,70,-43,L,Richmond,188.5454545,24.79227895,185.7727273,25.55193026,2.772727273,-0.759651308
2018,R7,6-May-18,Collingwood,121,7,W,Brisbane Lions,188.8181818,25.03985056,189.4090909,24.27733499,-0.590909091,0.762515567
2018,R8,13-May-18,Collingwood,45,-21,L,Geelong,188.5454545,24.82652553,189.3636364,25.77596513,-0.818181818,-0.949439601
2018,R9,19-May-18,Collingwood,100,28,W,St Kilda,188.2272727,25.59950187,186.2272727,24.25317559,2,1.346326276
2018,R10,25-May-18,Collingwood,90,35,W,Western Bulldogs,188.4090909,25.51743462,187.0909091,23.83212951,1.318181818,1.685305106
2018,R11,3-Jun-18,Collingwood,138,61,W,Fremantle,188.2272727,25.23200498,188.4545455,23.19041096,-0.227272727,2.041594022
2018,R12,11-Jun-18,Collingwood,133,42,W,Melbourne,188.3636364,25.64346202,186.9545455,25.97496887,1.409090909,-0.331506849
2018,R14,24-Jun-18,Collingwood,79,20,W,Carlton,188.6363636,25.04396015,187.7272727,24.5,0.909090909,0.543960149
2018,R15,30-Jun-18,Collingwood,99,39,W,Gold Coast,189.3636364,24.47995019,188.4090909,23.55678705,0.954545455,0.923163138
2018,R16,8-Jul-18,Collingwood,78,16,W,Essendon,188.8636364,24.42129514,186.1818182,25.95230386,2.681818182,-1.531008717
2018,R17,15-Jul-18,Collingwood,67,-35,L,West Coast,188.1818182,24.70946451,188,26.40859278,0.181818182,-1.699128269
2018,R18,21-Jul-18,Collingwood,130,66,W,North Melbourne,188.5909091,24.92303861,187.0909091,25.36787049,1.5,-0.44483188
2018,R19,28-Jul-18,Collingwood,77,-28,L,Richmond,188.5454545,24.93150685,185.5909091,25.4860523,2.954545455,-0.554545455
2018,R20,4-Aug-18,Collingwood,71,-2,L,Sydney,188.6363636,24.72067248,186.8181818,25.27957659,1.818181818,-0.55890411
2018,R21,11-Aug-18,Collingwood,104,31,W,Brisbane Lions,189,25.12179328,189.6818182,24.44122042,-0.681818182,0.680572852
2018,R22,18-Aug-18,Collingwood,115,51,W,Port Adelaide,189.0454545,25.03711083,188.0909091,25.85666252,0.954545455,-0.819551681
2018,R23,25-Aug-18,Collingwood,76,9,W,Fremantle,189.0454545,25.05628892,188.1818182,24.59140722,0.863636364,0.464881694
2018,QF,8-Sep-18,Collingwood,70,-16,L,West Coast,188.5909091,25.77870486,187.4545455,26.14682441,1.136363636,-0.368119552
2018,SF,15-Sep-18,Collingwood,69,10,W,Greater Western Sydney,188.5909091,25.79788294,189.5,25.93574097,-0.909090909,-0.137858032
2018,PF,21-Sep-18,Collingwood,97,39,W,Richmond,188.5909091,25.8143213,185.6363636,25.90971357,2.954545455,-0.095392279
2018,GF,29-Sep-18,Collingwood,74,-5,L,West Coast,188.5909091,25.8362391,187.8636364,26.31008717,0.727272727,-0.47384807
2017,R1,24-Mar-17,Collingwood,86,-14,L,Western Bulldogs,190.0454545,25.52366127,187.1818182,25.89028643,2.863636364,-0.366625156
2017,R2,30-Mar-17,Collingwood,80,-19,L,Richmond,188.9090909,25.05790785,186.0909091,24.77945205,2.818181818,0.278455791
2017,R3,7-Apr-17,Collingwood,80,1,W,Sydney,189.0909091,25.47671233,188.2272727,24.3739726,0.863636364,1.102739726
2017,R4,16-Apr-17,Collingwood,55,-14,L,St Kilda,188.0454545,25.60435866,187.7272727,25.17945205,0.318181818,0.4249066
2017,R5,25-Apr-17,Collingwood,82,-18,L,Essendon,188.6818182,25.25790785,185.7272727,25.98256538,2.954545455,-0.724657534
2017,R6,30-Apr-17,Collingwood,107,29,W,Geelong,189,25.75703611,190.1818182,26.18082192,-1.181818182,-0.423785803
2017,R7,6-May-17,Collingwood,56,-23,L,Carlton,189.5909091,25.16948941,189.1818182,25.32042341,0.409090909,-0.150933998
2017,R8,13-May-17,Collingwood,99,-3,L,Greater Western Sydney,188.4545455,25.57496887,189.1363636,25.09576588,-0.681818182,0.479202989
2017,R9,20-May-17,Collingwood,90,18,W,Hawthorn,187.8181818,25.41855542,186.9090909,26.46824408,0.909090909,-1.049688667
2017,R10,28-May-17,Collingwood,129,45,W,Brisbane Lions,187.5454545,25.42627646,190.4090909,22.90821918,-2.863636364,2.518057285
2017,R11,4-Jun-17,Collingwood,105,20,W,Fremantle,188.3181818,25.02229141,187.0454545,24.82627646,1.272727273,0.196014944
2017,R12,12-Jun-17,Collingwood,100,-4,L,Melbourne,188.1363636,24.0871731,186.5,25.01755915,1.636363636,-0.930386052
2017,R14,24-Jun-17,Collingwood,62,-31,L,Port Adelaide,188.2727273,24.35541719,187.0909091,25.4256538,1.181818182,-1.070236613
2017,R15,2-Jul-17,Collingwood,94,-24,L,Hawthorn,188.5454545,24.83960149,188.4545455,25.91120797,0.090909091,-1.071606476
2017,R16,8-Jul-17,Collingwood,80,-37,L,Essendon,188.4545455,25.6886675,186.6363636,25.70361146,1.818181818,-0.01494396
2017,R17,15-Jul-17,Collingwood,103,15,W,Gold Coast,187.4545455,25.65305106,187.6818182,24.95417186,-0.227272727,0.698879203
2017,R18,23-Jul-17,Collingwood,93,8,W,West Coast,187.0454545,25.73001245,188.4545455,26.26425903,-1.409090909,-0.534246575
2017,R19,30-Jul-17,Collingwood,103,0,D,Adelaide,187.3181818,25.27596513,188.1363636,25.43374844,-0.818181818,-0.157783313
2017,R20,5-Aug-17,Collingwood,111,54,W,North Melbourne,187.3181818,25.29240349,189.7727273,24.64283935,-2.454545455,0.649564134
2017,R21,13-Aug-17,Collingwood,71,-27,L,Port Adelaide,187.6363636,24.54769614,186.7727273,24.91718555,0.863636364,-0.369489415
2017,R22,19-Aug-17,Collingwood,59,-11,L,Geelong,187.2272727,24.41531756,190.5454545,25.61743462,-3.318181818,-1.202117061
2017,R23,26-Aug-17,Collingwood,99,16,W,Melbourne,187.8181818,23.76550436,188.0454545,25.13499377,-0.227272727,-1.369489415
2016,R1,26-Mar-16,Collingwood,53,-80,L,Sydney,188.7727273,24.373599,187.0454545,24.4637609,1.727272727,-0.090161893
2016,R2,1-Apr-16,Collingwood,87,1,W,Richmond,189.1363636,24.03872976,187.9545455,24.43524284,1.181818182,-0.396513076
2016,R3,9-Apr-16,Collingwood,90,-29,L,St Kilda,188.7272727,23.91843088,186.8636364,25.47608966,1.863636364,-1.55765878
2016,R4,17-Apr-16,Collingwood,67,-35,L,Melbourne,188.7727273,24.83599004,187.5909091,23.76326276,1.181818182,1.072727273
2016,R5,25-Apr-16,Collingwood,142,69,W,Essendon,189.9090909,24.63673724,186.6818182,25.40199253,3.227272727,-0.765255293
2016,R6,1-May-16,Collingwood,62,-62,L,West Coast,190.4545455,24.53673724,188.4545455,26.32278954,2,-1.786052304
2016,R7,7-May-16,Collingwood,84,-15,L,Carlton,190.3636364,24.2864259,188.5,26.17235367,1.863636364,-1.885927771
2016,R8,14-May-16,Collingwood,143,78,W,Brisbane Lions,189.5454545,24.56288917,186.7727273,24.56662516,2.772727273,-0.00373599
2016,R9,21-May-16,Collingwood,104,24,W,Geelong,190.1363636,24.69227895,189.7727273,25.9109589,0.363636364,-1.21867995
2016,R10,29-May-16,Collingwood,53,-21,L,Western Bulldogs,190.1363636,24.71419676,187.7272727,24.71930262,2.409090909,-0.005105853
2016,R11,5-Jun-16,Collingwood,58,-67,L,Port Adelaide,190.0909091,25.04034869,187.4545455,24.65217933,2.636363636,0.388169365
2016,R12,13-Jun-16,Collingwood,58,-46,L,Melbourne,190.4545455,24.39750934,187.5454545,23.4501868,2.909090909,0.94732254
2016,R14,24-Jun-16,Collingwood,85,48,W,Fremantle,189.6818182,24.88256538,187.0909091,25.76089664,2.590909091,-0.878331258
2016,R15,2-Jul-16,Collingwood,57,12,W,Carlton,189.9545455,24.92092154,189.7272727,25.24744707,0.227272727,-0.326525529
2016,R16,9-Jul-16,Collingwood,125,32,W,Greater Western Sydney,189.3181818,24.91706102,188.1363636,24.94146949,1.181818182,-0.024408468
