Year,Round,Date,Team,Score,Margin,WinLoss,Team 2,Average Height Team 1,Average Age Team 1,Average Height Team 2,Average Age Team 2,Height Differential,Age Differential
2016,R23,27-Aug-16,Greater Western Sydney,100,37,W,North Melbourne,188.7727273,25.11706102,187.5909091,27.63349938,1.181818182,-2.516438356
2016,QF,10-Sep-16,Greater Western Sydney,91,36,W,Sydney,188.7727273,25.15541719,187.5,25.35840598,1.272727273,-0.202988792
2016,PF,24-Sep-16,Greater Western Sydney,83,-6,L,Western Bulldogs,188.4090909,24.93835616,187.2727273,24.39277709,1.136363636,0.545579078
2015,R1,5-Apr-15,Greater Western Sydney,87,9,W,St Kilda,187.3181818,23.55877958,185.8636364,25.04321295,1.454545455,-1.484433375
2015,R2,11-Apr-15,Greater Western Sydney,101,45,W,Melbourne,187.3181818,23.58293898,187.5909091,24.71469489,-0.272727273,-1.131755915
2015,R3,18-Apr-15,Greater Western Sydney,90,-21,L,Sydney,187.6363636,23.69788294,187.2272727,26.36500623,0.409090909,-2.667123288
2015,R4,25-Apr-15,Greater Western Sydney,119,66,W,Gold Coast,187.5,23.59564134,188.1363636,22.9637609,-0.636363636,0.631880448
2015,R5,2-May-15,Greater Western Sydney,33,-87,L,West Coast,187.7272727,23.40784558,188,25.02154421,-0.272727273,-1.61369863
2015,R6,9-May-15,Greater Western Sydney,108,10,W,Hawthorn,187.3636364,23.49352428,186.3636364,25.77260274,1,-2.279078456
2015,R7,16-May-15,Greater Western Sydney,135,78,W,Carlton,187.2727273,23.34383562,188.1363636,25.60747198,-0.863636364,-2.263636364
2015,R8,23-May-15,Greater Western Sydney,108,24,W,Adelaide,187.2272727,23.50585305,186.8181818,24.27820672,0.409090909,-0.772353674
2015,R9,30-May-15,Greater Western Sydney,68,-45,L,Western Bulldogs,187.2272727,23.3641345,188.4545455,24.08592777,-1.227272727,-0.721793275
2015,R10,7-Jun-15,Greater Western Sydney,97,30,W,Brisbane Lions,187.5454545,23.44184309,188.0909091,23.04209215,-0.545454545,0.399750934
2015,R11,14-Jun-15,Greater Western Sydney,77,-42,L,Collingwood,187.4545455,23.55180573,188.5,24.32627646,-1.045454545,-0.774470735
2015,R12,20-Jun-15,Greater Western Sydney,61,-56,L,North Melbourne,188.1818182,22.51718555,187.9545455,27.25242839,0.227272727,-4.735242839
2015,R14,4-Jul-15,Greater Western Sydney,69,-9,L,Richmond,188.3181818,22.70871731,188.4090909,25.49514321,-0.090909091,-2.786425903
2015,R15,12-Jul-15,Greater Western Sydney,84,35,W,St Kilda,188.1363636,22.89863014,186.5909091,25.58132005,1.545454545,-2.682689913
2015,R16,18-Jul-15,Greater Western Sydney,94,15,W,Gold Coast,188.2272727,22.82727273,189.2272727,23.72017435,-1,-0.892901619
2015,R17,25-Jul-15,Greater Western Sydney,42,-27,L,Geelong,187.7272727,23.36102117,189.2727273,25.67646326,-1.545454545,-2.315442092
2015,R18,2-Aug-15,Greater Western Sydney,63,-21,L,Fremantle,189.3181818,23.26774595,188.0909091,26.66463263,1.227272727,-3.396886675
2015,R19,9-Aug-15,Greater Western Sydney,93,32,W,Essendon,188.9090909,23.67957659,189.1818182,25.06463263,-0.272727273,-1.38505604
2015,R20,15-Aug-15,Greater Western Sydney,90,-21,L,Port Adelaide,189.4090909,23.44956413,186.1363636,24.93835616,3.272727273,-1.48879203
2015,R21,22-Aug-15,Greater Western Sydney,44,-89,L,Sydney,189.2727273,23.28306351,187.2272727,26.32938979,2.045454545,-3.046326276
2015,R22,29-Aug-15,Greater Western Sydney,132,81,W,Carlton,187.9090909,22.72328767,188.0454545,24.71506849,-0.136363636,-1.991780822
2015,R23,6-Sep-15,Greater Western Sydney,77,-26,L,Melbourne,187.7272727,22.34508095,186.9090909,24.52764633,0.818181818,-2.18256538
2014,R1,15-Mar-14,Greater Western Sydney,99,32,W,Sydney,187.2272727,23.06052304,187.2272727,26.3637609,0,-3.303237858
2014,R2,29-Mar-14,Greater Western Sydney,88,-7,L,St Kilda,187.4090909,22.62988792,187.8636364,25.31643836,-0.454545455,-2.686550436
2014,R3,6-Apr-14,Greater Western Sydney,79,32,W,Melbourne,187.3636364,22.69153176,187.0454545,24.47920299,0.318181818,-1.787671233
2014,R4,12-Apr-14,Greater Western Sydney,83,-27,L,Western Bulldogs,187.1818182,22.14508095,188.3636364,25.37733499,-1.181818182,-3.232254047
2014,R5,20-Apr-14,Greater Western Sydney,72,-65,L,Adelaide,187.7727273,21.67833126,186.3181818,24.69215442,1.454545455,-3.013823163
2014,R6,26-Apr-14,Greater Western Sydney,94,-40,L,Gold Coast,187.8181818,22.08779577,187.3636364,23.26799502,0.454545455,-1.180199253
2014,R7,3-May-14,Greater Western Sydney,97,-35,L,Port Adelaide,186.5,21.90485679,187.9090909,24.58542964,-1.409090909,-2.680572852
2014,R8,11-May-14,Greater Western Sydney,77,-111,L,West Coast,187.4545455,22.44109589,188.3636364,25.48555417,-0.909090909,-3.044458281
2014,R10,24-May-14,Greater Western Sydney,41,-113,L,Richmond,187.3636364,22.84209215,188.2272727,24.55242839,-0.863636364,-1.710336239
2014,R11,1-Jun-14,Greater Western Sydney,87,-7,L,Hawthorn,187.6818182,22.4882939,186.8636364,24.99613948,0.818181818,-2.507845579
2014,R12,7-Jun-14,Greater Western Sydney,66,-15,L,Essendon,188.0909091,22.22951432,188.6818182,25.84508095,-0.590909091,-3.615566625
2014,R13,14-Jun-14,Greater Western Sydney,125,45,W,Brisbane Lions,187.4545455,22.85193026,187,23.76400996,0.454545455,-0.912079701
2014,R14,22-Jun-14,Greater Western Sydney,100,8,W,Carlton,188.0454545,22.65330012,189.3636364,26.34595268,-1.318181818,-3.692652553
2014,R15,28-Jun-14,Greater Western Sydney,60,-46,L,Sydney,187.8636364,22.77845579,187.1818182,25.94009963,0.681818182,-3.161643836
2014,R16,5-Jul-14,Greater Western Sydney,72,-68,L,Adelaide,187.6363636,21.94719801,186.8636364,25.39601494,0.772727273,-3.448816936
2014,R17,13-Jul-14,Greater Western Sydney,60,-76,L,Fremantle,188.0454545,21.94968867,188.6818182,26.51731009,-0.636363636,-4.56762142
2014,R18,19-Jul-14,Greater Western Sydney,87,-7,L,Geelong,187.8181818,22.44433375,189.8181818,26.44856787,-2,-4.004234122
2014,R19,2-Aug-14,Greater Western Sydney,62,-27,L,Richmond,187.6818182,22.50958904,186.9090909,25.09875467,0.772727273,-2.589165629
2014,R20,9-Aug-14,Greater Western Sydney,51,-75,L,North Melbourne,187.2727273,22.04009963,186.8636364,25.69788294,0.409090909,-3.657783313
2014,R21,17-Aug-14,Greater Western Sydney,98,64,W,Melbourne,187.8181818,22.09265255,187.9090909,24.51506849,-0.090909091,-2.42241594
2014,R22,23-Aug-14,Greater Western Sydney,67,-8,L,Collingwood,187.3636364,22.34557908,188,24.36774595,-0.636363636,-2.022166874
2014,R23,31-Aug-14,Greater Western Sydney,115,6,W,Western Bulldogs,187.1818182,22.33237858,188.3181818,25.29476961,-1.136363636,-2.962391034
2013,R1,30-Mar-13,Greater Western Sydney,76,-30,L,Sydney,187.6818182,21.61955168,187.0454545,27.13088418,0.636363636,-5.511332503
2013,R2,6-Apr-13,Greater Western Sydney,78,-56,L,Port Adelaide,187.6818182,21.84794521,188.6818182,23.46550436,-1,-1.617559153
2013,R3,13-Apr-13,Greater Western Sydney,68,-72,L,St Kilda,188,21.83387298,187.2727273,26.34383562,0.727272727,-4.50996264
2013,R4,21-Apr-13,Greater Western Sydney,103,-41,L,Melbourne,187.7727273,22.00498132,187.6363636,24.25790785,0.136363636,-2.252926526
2013,R5,27-Apr-13,Greater Western Sydney,104,-44,L,Gold Coast,188.1818182,21.89875467,188.9545455,23.31668742,-0.772727273,-1.417932752
2013,R6,4-May-13,Greater Western Sydney,81,-39,L,Essendon,187.6363636,21.298132,187.6363636,25.05865504,0,-3.760523039
2013,R7,12-May-13,Greater Western Sydney,52,-135,L,Adelaide,187.9545455,21.96052304,186.9090909,24.37148194,1.045454545,-2.410958904
2013,R8,18-May-13,Greater Western Sydney,57,-83,L,Hawthorn,188.0909091,21.95990037,187.7272727,26.69190535,0.363636364,-4.732004981
2013,R9,25-May-13,Greater Western Sydney,55,-100,L,West Coast,187.5909091,21.75205479,188.3636364,25.31718555,-0.772727273,-3.56513076
2013,R10,1-Jun-13,Greater Western Sydney,54,-94,L,Carlton,187.5909091,21.33200498,187.4545455,24.83536737,0.136363636,-3.503362391
2013,R11,8-Jun-13,Greater Western Sydney,98,-59,L,Geelong,187.5,21.41755915,189.1363636,25.93013699,-1.636363636,-4.512577833
2013,R12,16-Jun-13,Greater Western Sydney,50,-75,L,Port Adelaide,187.5,20.74595268,187.7727273,24.01145704,-0.272727273,-3.265504359
2013,R14,30-Jun-13,Greater Western Sydney,44,-86,L,North Melbourne,187.2272727,21.71457036,186.9090909,25.17135741,0.318181818,-3.456787049
2013,R15,6-Jul-13,Greater Western Sydney,83,-4,L,Western Bulldogs,187.8636364,21.99265255,187.8636364,23.84732254,0,-1.854669988
2013,R16,14-Jul-13,Greater Western Sydney,42,-129,L,Sydney,188.4545455,21.94159402,187.0909091,25.8260274,1.363636364,-3.884433375
2013,R17,20-Jul-13,Greater Western Sydney,77,-39,L,Essendon,188.4545455,21.56052304,188.5909091,24.78244085,-0.136363636,-3.221917808
2013,R18,27-Jul-13,Greater Western Sydney,66,-40,L,Collingwood,188.2727273,21.7494396,188.3636364,24.10523039,-0.090909091,-2.355790785
2013,R19,3-Aug-13,Greater Western Sydney,124,37,W,Melbourne,188.1363636,21.69115816,187.8636364,23.83636364,0.272727273,-2.145205479
2013,R20,11-Aug-13,Greater Western Sydney,44,-113,L,Fremantle,187.9545455,21.03312578,188.1363636,25.63275218,-0.181818182,-4.599626401
2013,R21,17-Aug-13,Greater Western Sydney,63,-60,L,Brisbane Lions,188.1818182,22.10361146,186.8636364,24.93212951,1.318181818,-2.828518057
2013,R22,25-Aug-13,Greater Western Sydney,42,-121,L,Richmond,187.9545455,21.68032379,187,24.89389788,0.954545455,-3.213574097
2013,R23,1-Sep-13,Greater Western Sydney,63,-83,L,Gold Coast,188.8636364,21.21531756,187.0454545,23.11506849,1.818181818,-1.899750934
2012,R1,24-Mar-12,Greater Western Sydney,37,-63,L,Sydney,187.6363636,21.3505604,186.9090909,24.81643836,0.727272727,-3.465877958
2012,R2,8-Apr-12,Greater Western Sydney,54,-129,L,North Melbourne,187,21.34533001,186.1818182,24.38331258,0.818181818,-3.037982565
2012,R3,15-Apr-12,Greater Western Sydney,69,-81,L,West Coast,187.9090909,22.01855542,188.4545455,24.13935243,-0.545454545,-2.120797011
2012,R4,21-Apr-12,Greater Western Sydney,50,-46,L,Adelaide,187.5,22.85678705,186.8181818,24.36587796,0.681818182,-1.509090909
2012,R5,28-Apr-12,Greater Western Sydney,62,-42,L,Western Bulldogs,187.2727273,21.26027397,188.6363636,24.39452055,-1.363636364,-3.134246575
2012,R6,6-May-12,Greater Western Sydney,43,-67,L,Carlton,186.5454545,22.62316314,187,24.56239103,-0.454545455,-1.939227895
2012,R7,12-May-12,Greater Western Sydney,94,27,W,Gold Coast,186.6363636,21.48518057,188.7272727,23.04794521,-2.090909091,-1.562764633
2012,R8,20-May-12,Greater Western Sydney,40,-92,L,Brisbane Lions,188.4090909,21.61519303,186.9090909,24.31220423,1.5,-2.697011208
2012,R9,26-May-12,Greater Western Sydney,53,-66,L,Essendon,186.9090909,22.10597758,187.2272727,24.63362391,-0.318181818,-2.527646326
2012,R10,2-Jun-12,Greater Western Sydney,61,-65,L,Geelong,187.2727273,22.10722291,187.9090909,25.56650062,-0.636363636,-3.459277709
2012,R12,16-Jun-12,Greater Western Sydney,74,-12,L,Richmond,187.3636364,22.60348692,187.1818182,23.86102117,0.181818182,-1.257534247
2012,R13,24-Jun-12,Greater Western Sydney,57,-78,L,Melbourne,187.6818182,22.16438356,188.9090909,24.36251557,-1.227272727,-2.198132005
2012,R14,30-Jun-12,Greater Western Sydney,38,-94,L,Sydney,187.8181818,22.80647572,187.3636364,26.26625156,0.454545455,-3.459775841
2012,R15,8-Jul-12,Greater Western Sydney,31,-162,L,Hawthorn,188.4090909,21.55342466,187.5454545,24.10311333,0.863636364,-2.549688667
2012,R16,15-Jul-12,Greater Western Sydney,59,-119,L,Adelaide,186.8636364,22.11070984,186.0454545,24.52017435,0.818181818,-2.409464508
2012,R17,22-Jul-12,Greater Western Sydney,37,-95,L,Fremantle,187,21.27409714,188.4090909,25.18991283,-1.409090909,-3.915815691
2012,R18,28-Jul-12,Greater Western Sydney,54,-120,L,Collingwood,187.7727273,20.88069738,188.7272727,24.05952677,-0.954545455,-3.17882939
2012,R19,4-Aug-12,Greater Western Sydney,107,34,W,Port Adelaide,187.3636364,21.72042341,188.4090909,25.31681196,-1.045454545,-3.596388543
2012,R20,11-Aug-12,Greater Western Sydney,79,-30,L,Gold Coast,188.3181818,21.55118306,186.5,22.59763387,1.818181818,-1.046450809
2012,R21,18-Aug-12,Greater Western Sydney,59,-25,L,Melbourne,187.0909091,22.31880448,187.9090909,23.82117061,-0.818181818,-1.502366127
2012,R22,25-Aug-12,Greater Western Sydney,35,-128,L,St Kilda,186.4090909,21.45255293,186.6363636,24.72179328,-0.227272727,-3.269240349
2012,R23,1-Sep-12,Greater Western Sydney,77,-28,L,North Melbourne,186.8636364,23.23449564,186.5,24.3758406,0.363636364,-1.141344956
2020,R1,22-Mar-20,Hawthorn,90,28,W,Brisbane Lions,187.5909091,28.1369863,188.1818182,24.82465753,-0.590909091,3.312328767
2020,R2,12-Jun-20,Hawthorn,47,-61,L,Geelong,187.5,28.22739726,188.0909091,27.5992528,-0.590909091,0.628144458
2020,R3,18-Jun-20,Hawthorn,71,32,W,Richmond,188.5454545,27.96911582,185,26.28617684,3.545454545,1.682938979
2020,R4,28-Jun-20,Hawthorn,58,4,W,North Melbourne,188.5454545,27.75080946,188.2272727,25.83237858,0.318181818,1.918430884
2020,R5,5-Jul-20,Hawthorn,49,-34,L,Greater Western Sydney,188.2272727,27.87895392,189,26.07745953,-0.772727273,1.801494396
2020,R6,10-Jul-20,Hawthorn,27,-32,L,Collingwood,187.7272727,27.16214197,189.2727273,26.06475716,-1.545454545,1.097384807
2020,R7,19-Jul-20,Hawthorn,48,-43,L,Melbourne,187.1818182,27.04557908,187.3636364,25.46475716,-0.181818182,1.580821918
2020,R8,25-Jul-20,Hawthorn,53,-7,L,Sydney,187.5909091,26.78630137,185.9090909,24.37721046,1.681818182,2.409090909
2020,R9,31-Jul-20,Hawthorn,89,31,W,Carlton,187.5454545,27.4011208,188.8181818,26.21494396,-1.272727273,1.186176837
2020,R11,10-Aug-20,Hawthorn,32,-16,L,Fremantle,188.0454545,26.7113325,186.8636364,25.0132005,1.181818182,1.698132005
2020,R12,16-Aug-20,Hawthorn,49,-32,L,West Coast,187.4545455,26.34084682,188.6363636,26.60236613,-1.181818182,-0.261519303
2020,R13,22-Aug-20,Hawthorn,58,-10,L,Port Adelaide,187.5454545,26.18144458,188.3181818,27.03935243,-0.772727273,-0.857907846
2020,R14,27-Aug-20,Hawthorn,71,-16,L,Essendon,188.5909091,25.76924035,185.8636364,24.77932752,2.727272727,0.989912827
2020,R15,1-Sep-20,Hawthorn,48,-35,L,Adelaide,187.8636364,26.61220423,185.9090909,25.24109589,1.954545455,1.371108344
2020,R16,6-Sep-20,Hawthorn,66,-14,L,St Kilda,187.4090909,24.82092154,187.4545455,25.21768369,-0.045454545,-0.396762142
2020,R17,13-Sep-20,Hawthorn,40,-36,L,Western Bulldogs,187.3636364,25.97310087,187.5909091,25.35031133,-0.227272727,0.622789539
2020,R18,20-Sep-20,Hawthorn,108,51,W,Gold Coast,187.5454545,26.86500623,188.7272727,23.83897883,-1.181818182,3.026027397
2019,R1,23-Mar-19,Hawthorn,87,32,W,Adelaide,187.6363636,26.77011208,186.5909091,26.59589041,1.045454545,0.174221669
2019,R2,31-Mar-19,Hawthorn,87,-19,L,Western Bulldogs,187.4090909,26.78505604,187.3636364,24.28405978,0.045454545,2.500996264
2019,R3,7-Apr-19,Hawthorn,87,16,W,North Melbourne,186.6363636,25.7494396,189.5,25.85429639,-2.863636364,-0.104856787
2019,R4,14-Apr-19,Hawthorn,69,-5,L,St Kilda,187.7727273,26.25765878,186.9545455,24.00286426,0.818181818,2.254794521
2019,R5,22-Apr-19,Hawthorn,90,-23,L,Geelong,187.4545455,25.45205479,188.4090909,26.04084682,-0.954545455,-0.58879203
2019,R6,28-Apr-19,Hawthorn,93,5,W,Carlton,187.5454545,26.101868,188.9090909,24.90124533,-1.363636364,1.200622665
2019,R7,4-May-19,Hawthorn,74,-5,L,Melbourne,186.8181818,26.77758406,187.5,25.35230386,-0.681818182,1.425280199
2019,R8,12-May-19,Hawthorn,71,33,W,Greater Western Sydney,186.9090909,26.08219178,188.5454545,25.60535492,-1.636363636,0.476836862
2019,R9,19-May-19,Hawthorn,59,-36,L,Richmond,186.7272727,25.69103362,185.8181818,24.7860523,0.909090909,0.90498132
2019,R10,25-May-19,Hawthorn,80,31,W,Port Adelaide,186.9090909,26.12515567,188.3636364,25.14097136,-1.454545455,0.984184309
2019,R11,1-Jun-19,Hawthorn,66,-19,L,Brisbane Lions,187.5,26.58816936,187.4545455,25.0249066,0.045454545,1.563262765
2019,R13,14-Jun-19,Hawthorn,77,-19,L,Essendon,187.0909091,26.86936488,186.1363636,25.00124533,0.954545455,1.868119552
2019,R14,21-Jun-19,Hawthorn,63,-19,L,Sydney,187.0454545,26.95454545,188.3636364,24.80049813,-1.318181818,2.154047323
2019,R15,29-Jun-19,Hawthorn,71,-6,L,West Coast,186.9545455,26.3871731,187,26.79003736,-0.045454545,-0.402864259
2019,R16,5-Jul-19,Hawthorn,67,4,W,Collingwood,187.2727273,26.52926526,188.8181818,25.23462017,-1.545454545,1.294645081
2019,R17,13-Jul-19,Hawthorn,84,31,W,Fremantle,187,26.90971357,186.1818182,25.21917808,0.818181818,1.690535492
2019,R18,21-Jul-19,Hawthorn,85,24,W,Geelong,187,26.7626401,188.5454545,26.65068493,-1.545454545,0.111955168
2019,R19,27-Jul-19,Hawthorn,60,-27,L,Brisbane Lions,188.1818182,27.25940224,187.5909091,25.50261519,0.590909091,1.756787049
2019,R20,2-Aug-19,Hawthorn,64,-22,L,North Melbourne,187.6818182,27.13412204,189.1363636,25.78044832,-1.454545455,1.353673724
2019,R21,9-Aug-19,Hawthorn,85,56,W,Greater Western Sydney,187.1363636,26.27123288,189,25.73449564,-1.863636364,0.536737235
2019,R22,18-Aug-19,Hawthorn,118,70,W,Gold Coast,187.6818182,27.41232877,187.7727273,24.3392279,-0.090909091,3.073100872
2019,R23,24-Aug-19,Hawthorn,105,38,W,West Coast,187.9545455,27.0607721,187.2272727,26.28206725,0.727272727,0.778704857
2018,R1,24-Mar-18,Hawthorn,101,34,W,Collingwood,186.6363636,26.83574097,189.8181818,25.26699875,-3.181818182,1.568742217
2018,R2,2-Apr-18,Hawthorn,118,1,W,Geelong,186.8636364,26.60809465,187.9545455,24.62938979,-1.090909091,1.978704857
2018,R3,8-Apr-18,Hawthorn,89,-13,L,Richmond,186.5454545,26.10523039,185.5454545,25.56650062,1,0.538729763
2018,R4,15-Apr-18,Hawthorn,115,67,W,Melbourne,185.8636364,26.11917808,187.3636364,25.10535492,-1.5,1.013823163
2018,R5,22-Apr-18,Hawthorn,70,-28,L,North Melbourne,187.0454545,25.32665006,187.9545455,25.67858032,-0.909090909,-0.351930262
2018,R6,28-Apr-18,Hawthorn,89,35,W,St Kilda,187.0454545,25.78468244,187.6818182,24.67036115,-0.636363636,1.114321295
2018,R7,5-May-18,Hawthorn,90,23,W,Essendon,186.6363636,25.62229141,186.6363636,25.4611457,0,0.161145704
2018,R8,11-May-18,Hawthorn,71,-8,L,Sydney,186.8636364,26.36998755,185.6818182,25.21033624,1.181818182,1.159651308
2018,R9,20-May-18,Hawthorn,73,-56,L,Brisbane Lions,186.6363636,25.7641345,189.2272727,24.44620174,-2.590909091,1.317932752
2018,R10,27-May-18,Hawthorn,60,-15,L,West Coast,187.1818182,26.58181818,188.0909091,25.97210461,-0.909090909,0.609713574
2018,R11,2-Jun-18,Hawthorn,64,3,W,Port Adelaide,187.1818182,26.59090909,188.3181818,25.89589041,-1.136363636,0.69501868
2018,R13,16-Jun-18,Hawthorn,88,56,W,Adelaide,187.1363636,26.45579078,188.0909091,26.46176837,-0.954545455,-0.005977584
2018,R14,23-Jun-18,Hawthorn,96,53,W,Gold Coast,186.4090909,26.58555417,188.4090909,23.7143213,-2,2.871232877
2018,R15,30-Jun-18,Hawthorn,84,-11,L,Greater Western Sydney,187.0454545,25.95566625,191.1363636,25.37222914,-4.090909091,0.583437111
2018,R16,7-Jul-18,Hawthorn,122,63,W,Western Bulldogs,186.5,26.04545455,187.4545455,23.51220423,-0.954545455,2.533250311
2018,R17,14-Jul-18,Hawthorn,65,-33,L,Brisbane Lions,186.1363636,26.04296389,188.9545455,24.12901619,-2.818181818,1.913947696
2018,R18,22-Jul-18,Hawthorn,124,72,W,Carlton,187.0909091,25.89302615,188.2272727,24.02814446,-1.136363636,1.864881694
2018,R19,29-Jul-18,Hawthorn,112,59,W,Fremantle,187,26.72353674,186.7727273,23.54968867,0.227272727,3.17384807
2018,R20,4-Aug-18,Hawthorn,107,4,W,Essendon,186.8181818,26.53250311,185.0454545,25.80012453,1.772727273,0.73237858
2018,R21,11-Aug-18,Hawthorn,71,11,W,Geelong,187.8636364,25.73910336,188.7272727,25.73362391,-0.863636364,0.005479452
2018,R22,18-Aug-18,Hawthorn,80,4,W,St Kilda,187.7272727,25.41942715,187.0454545,24.20136986,0.681818182,1.218057285
2018,R23,25-Aug-18,Hawthorn,83,9,W,Sydney,186.9545455,26.16239103,185.9090909,25.08480697,1.045454545,1.07758406
2018,QF,6-Sep-18,Hawthorn,64,-31,L,Richmond,187.6363636,26.30410959,185.6363636,25.86861768,2,0.435491905
2018,SF,14-Sep-18,Hawthorn,71,-33,L,Melbourne,186.9090909,26.3739726,187.1363636,24.80996264,-0.227272727,1.564009963
2017,R1,25-Mar-17,Hawthorn,91,-25,L,Essendon,187.1818182,27.18530511,186.0454545,25.59078456,1.136363636,1.594520548
2017,R2,1-Apr-17,Hawthorn,89,-24,L,Adelaide,187.1363636,27.05990037,187,25.30273973,0.136363636,1.757160648
2017,R3,9-Apr-17,Hawthorn,53,-86,L,Gold Coast,187.5,27.11743462,188.0454545,24.3249066,-0.545454545,2.79252802
2017,R4,17-Apr-17,Hawthorn,48,-86,L,Geelong,187.0909091,26.6867995,190.5454545,26.06313823,-3.454545455,0.62366127
2017,R5,23-Apr-17,Hawthorn,125,50,W,West Coast,187.2272727,26.37447073,188.0454545,26.37833126,-0.818181818,-0.003860523
2017,R6,29-Apr-17,Hawthorn,55,-75,L,St Kilda,187.5,26.18107098,187.9090909,25.43574097,-0.409090909,0.745330012
2017,R7,7-May-17,Hawthorn,94,3,W,Melbourne,187,26.69452055,186.6818182,24.85653798,0.318181818,1.837982565
2017,R8,13-May-17,Hawthorn,113,38,W,Brisbane Lions,187.4090909,26.84333748,189.7272727,23.75043587,-2.318181818,3.092901619
2017,R9,20-May-17,Hawthorn,72,-18,L,Collingwood,186.9090909,26.46824408,187.8181818,25.41855542,-0.909090909,1.049688667
2017,R10,26-May-17,Hawthorn,81,6,W,Sydney,187.6818182,26.24283935,188.3181818,24.78343711,-0.636363636,1.459402242
2017,R11,1-Jun-17,Hawthorn,47,-51,L,Port Adelaide,187.6818182,26.25927771,188.3181818,25.42129514,-0.636363636,0.837982565
2017,R12,10-Jun-17,Hawthorn,79,-16,L,Gold Coast,186.6363636,25.47820672,187.9545455,24.44109589,-1.318181818,1.037110834
2017,R14,22-Jun-17,Hawthorn,96,14,W,Adelaide,187.5454545,26.20597758,188,25.45990037,-0.454545455,0.74607721
2017,R15,2-Jul-17,Hawthorn,118,24,W,Collingwood,188.4545455,25.91120797,188.5454545,24.83960149,-0.090909091,1.071606476
2017,R16,8-Jul-17,Hawthorn,97,0,D,Greater Western Sydney,187.8636364,25.51967621,189.2272727,25.32428394,-1.363636364,0.195392279
2017,R17,15-Jul-17,Hawthorn,85,-3,L,Geelong,187.8636364,25.5388543,190.5454545,25.56774595,-2.681818182,-0.028891656
2017,R18,22-Jul-17,Hawthorn,100,52,W,Fremantle,187.8181818,25.75068493,186.1818182,24.59227895,1.636363636,1.158405978
2017,R19,28-Jul-17,Hawthorn,72,6,W,Sydney,187.8181818,25.76712329,187.6363636,25.28542964,0.181818182,0.481693649
2017,R20,6-Aug-17,Hawthorn,64,-29,L,Richmond,187.5909091,25.22851806,186.5909091,24.76762142,1,0.460896638
2017,R21,13-Aug-17,Hawthorn,116,27,W,North Melbourne,187.6818182,25.50298879,188.6363636,24.45890411,-0.954545455,1.044084682
2017,R22,19-Aug-17,Hawthorn,70,-7,L,Carlton,187.3636364,25.79676214,187.9090909,24.46787049,-0.545454545,1.328891656
2017,R23,25-Aug-17,Hawthorn,99,9,W,Western Bulldogs,186.6363636,25.61270237,186.9545455,24.98019925,-0.318181818,0.632503113
2016,R1,28-Mar-16,Hawthorn,86,-30,L,Geelong,187.1818182,26.55753425,190.1363636,25.98729763,-2.954545455,0.570236613
2016,R2,3-Apr-16,Hawthorn,99,46,W,West Coast,187.5454545,26.29339975,188.8636364,25.73935243,-1.318181818,0.554047323
2016,R3,10-Apr-16,Hawthorn,93,3,W,Western Bulldogs,187.1818182,26.52179328,187.1363636,24.65579078,0.045454545,1.866002491
2016,R4,16-Apr-16,Hawthorn,87,3,W,St Kilda,187.2272727,26.2988792,186.9090909,25.38779577,0.318181818,0.911083437
2016,R5,22-Apr-16,Hawthorn,112,3,W,Adelaide,186.6363636,26.81506849,187.3636364,25.12963885,-0.727272727,1.685429639
2016,R6,30-Apr-16,Hawthorn,83,-75,L,Greater Western Sydney,186.6818182,26.57646326,188.3181818,24.75753425,-1.636363636,1.818929016
2016,R7,6-May-16,Hawthorn,136,46,W,Richmond,186.8636364,25.41569116,187.1363636,24.61070984,-0.272727273,0.80498132
2016,R8,14-May-16,Hawthorn,116,41,W,Fremantle,187.8636364,26.13835616,186.1363636,25.43474471,1.727272727,0.703611457
2016,R9,20-May-16,Hawthorn,55,-14,L,Sydney,187.2272727,26.44545455,186.8636364,25.94109589,0.363636364,0.504358655
2016,R10,28-May-16,Hawthorn,135,48,W,Brisbane Lions,187.0909091,26.78393524,188.5,24.09651308,-1.409090909,2.687422167
2016,R11,4-Jun-16,Hawthorn,82,18,W,Melbourne,186.5909091,26.20473225,188.0909091,23.56662516,-1.5,2.638107098
2016,R12,10-Jun-16,Hawthorn,151,108,W,Essendon,187.4090909,25.47085928,187.2727273,25.73075965,0.136363636,-0.259900374
2016,R13,17-Jun-16,Hawthorn,93,9,W,North Melbourne,186.5909091,26.24034869,188.1363636,27.11569116,-1.545454545,-0.875342466
2016,R14,26-Jun-16,Hawthorn,86,26,W,Gold Coast,187.7727273,26.62229141,188.6363636,25.25217933,-0.863636364,1.37011208
2016,R16,7-Jul-16,Hawthorn,101,22,W,Port Adelaide,187.0454545,26.86637609,186.9090909,24.90136986,0.136363636,1.965006227
2016,R17,14-Jul-16,Hawthorn,75,5,W,Sydney,187.4090909,27.12029888,187.0909091,25.77920299,0.318181818,1.34109589
2016,R18,24-Jul-16,Hawthorn,114,70,W,Richmond,187.4545455,27.08144458,187.4090909,24.31955168,0.045454545,2.761892902
2016,R19,30-Jul-16,Hawthorn,74,19,W,Carlton,188.2727273,26.54520548,189.1363636,25.01855542,-0.863636364,1.526650062
2016,R20,6-Aug-16,Hawthorn,81,-29,L,Melbourne,188.0909091,26.62278954,187.6363636,23.49551681,0.454545455,3.127272727
