Year,Team,Team 2,Margin
2014,Fremantle,Essendon,53
2014,Fremantle,Fremantle,
2014,Fremantle,Geelong,15
2014,Fremantle,Gold Coast,48
2014,Fremantle,Greater Western Sydney,76
2014,Fremantle,Hawthorn,-19.5
2014,Fremantle,Melbourne,63
2014,Fremantle,North Melbourne,-13
2014,Fremantle,Port Adelaide,-10.7
2014,Fremantle,Richmond,20
2014,Fremantle,St Kilda,-58
2014,Fremantle,Sydney,-20.5
2014,Fremantle,West Coast,13
2014,Fremantle,Western Bulldogs,38
2014,Geelong,Adelaide,38
2014,Geelong,Brisbane Lions,43.5
2014,Geelong,Carlton,5.5
2014,Geelong,Collingwood,11
2014,Geelong,Essendon,9
2014,Geelong,Fremantle,-15
2014,Geelong,Geelong,
2014,Geelong,Gold Coast,-40
2014,Geelong,Greater Western Sydney,7
2014,Geelong,Hawthorn,-13.3
2014,Geelong,Melbourne,66
2014,Geelong,North Melbourne,15.3
2014,Geelong,Port Adelaide,-40
2014,Geelong,Richmond,5
2014,Geelong,St Kilda,96
2014,Geelong,Sydney,-110
2014,Geelong,West Coast,75
2014,Geelong,Western Bulldogs,13
2014,Gold Coast,Adelaide,-32
2014,Gold Coast,Brisbane Lions,-0.5
2014,Gold Coast,Carlton,-39
2014,Gold Coast,Collingwood,5
2014,Gold Coast,Essendon,-19
2014,Gold Coast,Fremantle,-48
2014,Gold Coast,Geelong,40
2014,Gold Coast,Gold Coast,
2014,Gold Coast,Greater Western Sydney,40
2014,Gold Coast,Hawthorn,-76
2014,Gold Coast,Melbourne,8
2014,Gold Coast,North Melbourne,43
2014,Gold Coast,Port Adelaide,-9
2014,Gold Coast,Richmond,18
2014,Gold Coast,St Kilda,45.5
2014,Gold Coast,Sydney,-35
2014,Gold Coast,West Coast,-27.5
2014,Gold Coast,Western Bulldogs,8.5
2014,Greater Western Sydney,Adelaide,-66.5
2014,Greater Western Sydney,Brisbane Lions,45
2014,Greater Western Sydney,Carlton,8
2014,Greater Western Sydney,Collingwood,-8
2014,Greater Western Sydney,Essendon,-15
2014,Greater Western Sydney,Fremantle,-76
2014,Greater Western Sydney,Geelong,-7
2014,Greater Western Sydney,Gold Coast,-40
2014,Greater Western Sydney,Greater Western Sydney,
2014,Greater Western Sydney,Hawthorn,-7
2014,Greater Western Sydney,Melbourne,48
2014,Greater Western Sydney,North Melbourne,-75
2014,Greater Western Sydney,Port Adelaide,-35
2014,Greater Western Sydney,Richmond,-70
2014,Greater Western Sydney,St Kilda,-7
2014,Greater Western Sydney,Sydney,-7
2014,Greater Western Sydney,West Coast,-111
2014,Greater Western Sydney,Western Bulldogs,-10.5
2014,Hawthorn,Adelaide,12
2014,Hawthorn,Brisbane Lions,48
2014,Hawthorn,Carlton,28
2014,Hawthorn,Collingwood,47
2014,Hawthorn,Essendon,4
2014,Hawthorn,Fremantle,19.5
2014,Hawthorn,Geelong,13.3
2014,Hawthorn,Gold Coast,76
2014,Hawthorn,Greater Western Sydney,7
2014,Hawthorn,Hawthorn,
2014,Hawthorn,Melbourne,50
2014,Hawthorn,North Melbourne,-20
2014,Hawthorn,Port Adelaide,-5.5
2014,Hawthorn,Richmond,66
2014,Hawthorn,St Kilda,145
2014,Hawthorn,Sydney,18
2014,Hawthorn,West Coast,44
2014,Hawthorn,Western Bulldogs,62
2014,Melbourne,Adelaide,3
2014,Melbourne,Brisbane Lions,-23
2014,Melbourne,Carlton,23
2014,Melbourne,Collingwood,-33
2014,Melbourne,Essendon,1
2014,Melbourne,Fremantle,-63
2014,Melbourne,Geelong,-66
2014,Melbourne,Gold Coast,-8
2014,Melbourne,Greater Western Sydney,-48
2014,Melbourne,Hawthorn,-50
2014,Melbourne,Melbourne,
2014,Melbourne,North Melbourne,-35.5
2014,Melbourne,Port Adelaide,-11.5
2014,Melbourne,Richmond,17
2014,Melbourne,St Kilda,-17
2014,Melbourne,Sydney,-31
2014,Melbourne,West Coast,-79.5
2014,Melbourne,Western Bulldogs,-11
2014,North Melbourne,Adelaide,-14.5
2014,North Melbourne,Brisbane Lions,41.5
2014,North Melbourne,Carlton,-23
2014,North Melbourne,Collingwood,-35
2014,North Melbourne,Essendon,-13.5
2014,North Melbourne,Fremantle,13
2014,North Melbourne,Geelong,-15.3
2014,North Melbourne,Gold Coast,-43
2014,North Melbourne,Greater Western Sydney,75
2014,North Melbourne,Hawthorn,20
2014,North Melbourne,Melbourne,35.5
2014,North Melbourne,North Melbourne,
2014,North Melbourne,Port Adelaide,7
2014,North Melbourne,Richmond,28
2014,North Melbourne,St Kilda,59
2014,North Melbourne,Sydney,-14
2014,North Melbourne,West Coast,38
2014,North Melbourne,Western Bulldogs,39.5
2014,Port Adelaide,Adelaide,15.5
2014,Port Adelaide,Brisbane Lions,113
2014,Port Adelaide,Carlton,68
2014,Port Adelaide,Collingwood,-6
2014,Port Adelaide,Essendon,-2
2014,Port Adelaide,Fremantle,10.7
2014,Port Adelaide,Geelong,40
2014,Port Adelaide,Gold Coast,9
2014,Port Adelaide,Greater Western Sydney,35
2014,Port Adelaide,Hawthorn,5.5
2014,Port Adelaide,Melbourne,11.5
2014,Port Adelaide,North Melbourne,-7
2014,Port Adelaide,Port Adelaide,
2014,Port Adelaide,Richmond,18.5
2014,Port Adelaide,St Kilda,70
2014,Port Adelaide,Sydney,-15
2014,Port Adelaide,West Coast,14
2014,Port Adelaide,Western Bulldogs,72
2014,Richmond,Adelaide,10
2014,Richmond,Brisbane Lions,34
2014,Richmond,Carlton,12
2014,Richmond,Collingwood,-38
2014,Richmond,Essendon,-16
2014,Richmond,Fremantle,-20
2014,Richmond,Geelong,-5
2014,Richmond,Gold Coast,-18
2014,Richmond,Greater Western Sydney,70
2014,Richmond,Hawthorn,-66
2014,Richmond,Melbourne,-17
2014,Richmond,North Melbourne,-28
2014,Richmond,Port Adelaide,-18.5
2014,Richmond,Richmond,
2014,Richmond,St Kilda,35
2014,Richmond,Sydney,-4
2014,Richmond,West Coast,17
2014,Richmond,Western Bulldogs,-2
2014,St Kilda,Adelaide,-82.5
2014,St Kilda,Brisbane Lions,-3
2014,St Kilda,Carlton,-58.5
2014,St Kilda,Collingwood,-86
2014,St Kilda,Essendon,16
2014,St Kilda,Fremantle,58
2014,St Kilda,Geelong,-96
2014,St Kilda,Gold Coast,-45.5
2014,St Kilda,Greater Western Sydney,7
2014,St Kilda,Hawthorn,-145
2014,St Kilda,Melbourne,17
2014,St Kilda,North Melbourne,-59
2014,St Kilda,Port Adelaide,-70
2014,St Kilda,Richmond,-35
2014,St Kilda,St Kilda,
2014,St Kilda,Sydney,-71
2014,St Kilda,West Coast,-29
2014,St Kilda,Western Bulldogs,-23
2014,Sydney,Adelaide,63
2014,Sydney,Brisbane Lions,79
2014,Sydney,Carlton,71
2014,Sydney,Collingwood,-20
2014,Sydney,Essendon,36
2014,Sydney,Fremantle,20.5
2014,Sydney,Geelong,110
2014,Sydney,Gold Coast,35
2014,Sydney,Greater Western Sydney,7
2014,Sydney,Hawthorn,-18
2014,Sydney,Melbourne,31
2014,Sydney,North Melbourne,14
2014,Sydney,Port Adelaide,15
2014,Sydney,Richmond,4
2014,Sydney,St Kilda,71
2014,Sydney,Sydney,
2014,Sydney,West Coast,28
2014,Sydney,Western Bulldogs,63
2014,West Coast,Adelaide,31
2014,West Coast,Brisbane Lions,12
2014,West Coast,Carlton,-3
2014,West Coast,Collingwood,26
2014,West Coast,Essendon,-3
2014,West Coast,Fremantle,-13
2014,West Coast,Geelong,-75
2014,West Coast,Gold Coast,27.5
2014,West Coast,Greater Western Sydney,111
2014,West Coast,Hawthorn,-44
2014,West Coast,Melbourne,79.5
2014,West Coast,North Melbourne,-38
2014,West Coast,Port Adelaide,-14
2014,West Coast,Richmond,-17
2014,West Coast,St Kilda,29
2014,West Coast,Sydney,-28
2014,West Coast,West Coast,
2014,West Coast,Western Bulldogs,65
2014,Western Bulldogs,Adelaide,-9
2014,Western Bulldogs,Brisbane Lions,-8
2014,Western Bulldogs,Carlton,-28
2014,Western Bulldogs,Collingwood,8
2014,Western Bulldogs,Essendon,-7.5
2014,Western Bulldogs,Fremantle,-38
2014,Western Bulldogs,Geelong,-13
2014,Western Bulldogs,Gold Coast,-8.5
2014,Western Bulldogs,Greater Western Sydney,10.5
2014,Western Bulldogs,Hawthorn,-62
2014,Western Bulldogs,Melbourne,11
2014,Western Bulldogs,North Melbourne,-39.5
2014,Western Bulldogs,Port Adelaide,-72
2014,Western Bulldogs,Richmond,2
2014,Western Bulldogs,St Kilda,23
2014,Western Bulldogs,Sydney,-63
2014,Western Bulldogs,West Coast,-65
2014,Western Bulldogs,Western Bulldogs,
2015,Adelaide,Adelaide,
2015,Adelaide,Brisbane Lions,50
2015,Adelaide,Carlton,9
2015,Adelaide,Collingwood,27
2015,Adelaide,Essendon,112
2015,Adelaide,Fremantle,-11
2015,Adelaide,Geelong,-39
2015,Adelaide,Gold Coast,43
2015,Adelaide,Greater Western Sydney,-24
2015,Adelaide,Hawthorn,-51.5
2015,Adelaide,Melbourne,25
2015,Adelaide,North Melbourne,77
2015,Adelaide,Port Adelaide,-10.5
2015,Adelaide,Richmond,36
2015,Adelaide,St Kilda,46
2015,Adelaide,Sydney,-52
2015,Adelaide,West Coast,0.5
2015,Adelaide,Western Bulldogs,-25
2015,Brisbane Lions,Adelaide,-50
2015,Brisbane Lions,Brisbane Lions,
2015,Brisbane Lions,Carlton,36.5
2015,Brisbane Lions,Collingwood,-12
2015,Brisbane Lions,Essendon,-58
2015,Brisbane Lions,Fremantle,-36
2015,Brisbane Lions,Geelong,-56
2015,Brisbane Lions,Gold Coast,-39
2015,Brisbane Lions,Greater Western Sydney,-30
2015,Brisbane Lions,Hawthorn,-72
2015,Brisbane Lions,Melbourne,-24
2015,Brisbane Lions,North Melbourne,-77
2015,Brisbane Lions,Port Adelaide,37
2015,Brisbane Lions,Richmond,-79
2015,Brisbane Lions,St Kilda,-22
2015,Brisbane Lions,Sydney,-21
2015,Brisbane Lions,West Coast,-53
2015,Brisbane Lions,Western Bulldogs,-32
2015,Carlton,Adelaide,-9
2015,Carlton,Brisbane Lions,-36.5
2015,Carlton,Carlton,
2015,Carlton,Collingwood,-46.5
2015,Carlton,Essendon,-21
2015,Carlton,Fremantle,-42
2015,Carlton,Geelong,-77
2015,Carlton,Gold Coast,34
2015,Carlton,Greater Western Sydney,-79.5
2015,Carlton,Hawthorn,-97.5
2015,Carlton,Melbourne,23
2015,Carlton,North Melbourne,-64
2015,Carlton,Port Adelaide,4
2015,Carlton,Richmond,-28.5
2015,Carlton,St Kilda,40
2015,Carlton,Sydney,-60
2015,Carlton,West Coast,-69
2015,Carlton,Western Bulldogs,-11
2015,Collingwood,Adelaide,-27
2015,Collingwood,Brisbane Lions,12
2015,Collingwood,Carlton,46.5
2015,Collingwood,Collingwood,
2015,Collingwood,Essendon,8.5
2015,Collingwood,Fremantle,-7
2015,Collingwood,Geelong,3.5
2015,Collingwood,Gold Coast,69
2015,Collingwood,Greater Western Sydney,42
2015,Collingwood,Hawthorn,-10
2015,Collingwood,Melbourne,-6
2015,Collingwood,North Melbourne,17
2015,Collingwood,Port Adelaide,-3
2015,Collingwood,Richmond,-48
2015,Collingwood,St Kilda,74
2015,Collingwood,Sydney,-11
2015,Collingwood,West Coast,-31
2015,Collingwood,Western Bulldogs,-18
2015,Essendon,Adelaide,-112
2015,Essendon,Brisbane Lions,58
2015,Essendon,Carlton,21
2015,Essendon,Collingwood,-8.5
2015,Essendon,Essendon,
2015,Essendon,Fremantle,-28
2015,Essendon,Geelong,-69
2015,Essendon,Gold Coast,-2
2015,Essendon,Greater Western Sydney,-32
2015,Essendon,Hawthorn,-18
2015,Essendon,Melbourne,9
2015,Essendon,North Melbourne,-18
2015,Essendon,Port Adelaide,-13
2015,Essendon,Richmond,-20
2015,Essendon,St Kilda,-54
2015,Essendon,Sydney,-12
2015,Essendon,West Coast,-50
2015,Essendon,Western Bulldogs,-87
2015,Fremantle,Adelaide,11
2015,Fremantle,Brisbane Lions,36
2015,Fremantle,Carlton,42
2015,Fremantle,Collingwood,7
2015,Fremantle,Essendon,28
2015,Fremantle,Fremantle,
2015,Fremantle,Geelong,44
2015,Fremantle,Gold Coast,7
2015,Fremantle,Greater Western Sydney,21
2015,Fremantle,Hawthorn,-49.5
2015,Fremantle,Melbourne,61
2015,Fremantle,North Melbourne,31
2015,Fremantle,Port Adelaide,-31
2015,Fremantle,Richmond,-11.5
2015,Fremantle,St Kilda,37
2015,Fremantle,Sydney,11.5
2015,Fremantle,West Coast,3
2015,Fremantle,Western Bulldogs,13
2015,Geelong,Adelaide,39
2015,Geelong,Brisbane Lions,56
2015,Geelong,Carlton,77
2015,Geelong,Collingwood,-3.5
2015,Geelong,Essendon,69
2015,Geelong,Fremantle,-44
2015,Geelong,Geelong,
2015,Geelong,Gold Coast,9
2015,Geelong,Greater Western Sydney,27
2015,Geelong,Hawthorn,-49
2015,Geelong,Melbourne,-24
2015,Geelong,North Melbourne,-28.5
2015,Geelong,Port Adelaide,23
2015,Geelong,Richmond,9
2015,Geelong,St Kilda,0
2015,Geelong,Sydney,-5.5
2015,Geelong,West Coast,-56
2015,Geelong,Western Bulldogs,8
2015,Gold Coast,Adelaide,-43
2015,Gold Coast,Brisbane Lions,39
2015,Gold Coast,Carlton,-34
2015,Gold Coast,Collingwood,-69
2015,Gold Coast,Essendon,2
2015,Gold Coast,Fremantle,-7
2015,Gold Coast,Geelong,-9
2015,Gold Coast,Gold Coast,
2015,Gold Coast,Greater Western Sydney,-40.5
2015,Gold Coast,Hawthorn,-53
2015,Gold Coast,Melbourne,-26
2015,Gold Coast,North Melbourne,55
2015,Gold Coast,Port Adelaide,-37
2015,Gold Coast,Richmond,-83
2015,Gold Coast,St Kilda,-28
2015,Gold Coast,Sydney,-57.5
2015,Gold Coast,West Coast,-46
2015,Gold Coast,Western Bulldogs,-22
2015,Greater Western Sydney,Adelaide,24
2015,Greater Western Sydney,Brisbane Lions,30
2015,Greater Western Sydney,Carlton,79.5
2015,Greater Western Sydney,Collingwood,-42
2015,Greater Western Sydney,Essendon,32
2015,Greater Western Sydney,Fremantle,-21
2015,Greater Western Sydney,Geelong,-27
2015,Greater Western Sydney,Gold Coast,40.5
2015,Greater Western Sydney,Greater Western Sydney,
2015,Greater Western Sydney,Hawthorn,10
2015,Greater Western Sydney,Melbourne,9.5
2015,Greater Western Sydney,North Melbourne,-56
2015,Greater Western Sydney,Port Adelaide,-21
2015,Greater Western Sydney,Richmond,-9
2015,Greater Western Sydney,St Kilda,22
2015,Greater Western Sydney,Sydney,-55
2015,Greater Western Sydney,West Coast,-87
2015,Greater Western Sydney,Western Bulldogs,-45
2015,Hawthorn,Adelaide,51.5
2015,Hawthorn,Brisbane Lions,72
2015,Hawthorn,Carlton,97.5
2015,Hawthorn,Collingwood,10
2015,Hawthorn,Essendon,18
2015,Hawthorn,Fremantle,49.5
2015,Hawthorn,Geelong,49
2015,Hawthorn,Gold Coast,53
2015,Hawthorn,Greater Western Sydney,-10
2015,Hawthorn,Hawthorn,
2015,Hawthorn,Melbourne,105
2015,Hawthorn,North Melbourne,60
2015,Hawthorn,Port Adelaide,-15
2015,Hawthorn,Richmond,-18
2015,Hawthorn,St Kilda,63
2015,Hawthorn,Sydney,42.5
2015,Hawthorn,West Coast,9.3
2015,Hawthorn,Western Bulldogs,70
2015,Melbourne,Adelaide,-25
2015,Melbourne,Brisbane Lions,24
2015,Melbourne,Carlton,-23
2015,Melbourne,Collingwood,6
2015,Melbourne,Essendon,-9
2015,Melbourne,Fremantle,-61
2015,Melbourne,Geelong,24
2015,Melbourne,Gold Coast,26
2015,Melbourne,Greater Western Sydney,-9.5
2015,Melbourne,Hawthorn,-105
2015,Melbourne,Melbourne,
2015,Melbourne,North Melbourne,-35
2015,Melbourne,Port Adelaide,-61
2015,Melbourne,Richmond,32
2015,Melbourne,St Kilda,-19.5
2015,Melbourne,Sydney,-38
2015,Melbourne,West Coast,-54
2015,Melbourne,Western Bulldogs,-29.5
2015,North Melbourne,Adelaide,-77
2015,North Melbourne,Brisbane Lions,77
2015,North Melbourne,Carlton,64
2015,North Melbourne,Collingwood,-17
2015,North Melbourne,Essendon,18
2015,North Melbourne,Fremantle,-31
2015,North Melbourne,Geelong,28.5
2015,North Melbourne,Gold Coast,-55
2015,North Melbourne,Greater Western Sydney,56
2015,North Melbourne,Hawthorn,-60
2015,North Melbourne,Melbourne,35
2015,North Melbourne,North Melbourne,
2015,North Melbourne,Port Adelaide,-8
2015,North Melbourne,Richmond,3.7
2015,North Melbourne,St Kilda,37
2015,North Melbourne,Sydney,5
2015,North Melbourne,West Coast,-7.5
2015,North Melbourne,Western Bulldogs,-23
2015,Port Adelaide,Adelaide,10.5
2015,Port Adelaide,Brisbane Lions,-37
2015,Port Adelaide,Carlton,-4
2015,Port Adelaide,Collingwood,3
2015,Port Adelaide,Essendon,13
2015,Port Adelaide,Fremantle,31
2015,Port Adelaide,Geelong,-23
2015,Port Adelaide,Gold Coast,37
2015,Port Adelaide,Greater Western Sydney,21
2015,Port Adelaide,Hawthorn,15
2015,Port Adelaide,Melbourne,61
2015,Port Adelaide,North Melbourne,8
2015,Port Adelaide,Port Adelaide,
2015,Port Adelaide,Richmond,-33
2015,Port Adelaide,St Kilda,63
2015,Port Adelaide,Sydney,-29
2015,Port Adelaide,West Coast,-10
2015,Port Adelaide,Western Bulldogs,-13
2015,Richmond,Adelaide,-36
2015,Richmond,Brisbane Lions,79
2015,Richmond,Carlton,28.5
2015,Richmond,Collingwood,48
2015,Richmond,Essendon,20
2015,Richmond,Fremantle,11.5
2015,Richmond,Geelong,-9
2015,Richmond,Gold Coast,83
2015,Richmond,Greater Western Sydney,9
2015,Richmond,Hawthorn,18
2015,Richmond,Melbourne,-32
2015,Richmond,North Melbourne,-3.7
2015,Richmond,Port Adelaide,33
2015,Richmond,Richmond,
2015,Richmond,St Kilda,16
2015,Richmond,Sydney,18
2015,Richmond,West Coast,-20
2015,Richmond,Western Bulldogs,-19
2015,St Kilda,Adelaide,-46
2015,St Kilda,Brisbane Lions,22
2015,St Kilda,Carlton,-40
2015,St Kilda,Collingwood,-74
2015,St Kilda,Essendon,54
2015,St Kilda,Fremantle,-37
2015,St Kilda,Geelong,0
2015,St Kilda,Gold Coast,28
2015,St Kilda,Greater Western Sydney,-22
2015,St Kilda,Hawthorn,-63
2015,St Kilda,Melbourne,19.5
2015,St Kilda,North Melbourne,-37
2015,St Kilda,Port Adelaide,-63
2015,St Kilda,Richmond,-16
2015,St Kilda,St Kilda,
2015,St Kilda,Sydney,-97
2015,St Kilda,West Coast,-74
2015,St Kilda,Western Bulldogs,0.5
2015,Sydney,Adelaide,52
2015,Sydney,Brisbane Lions,21
2015,Sydney,Carlton,60
2015,Sydney,Collingwood,11
2015,Sydney,Essendon,12
2015,Sydney,Fremantle,-11.5
2015,Sydney,Geelong,5.5
2015,Sydney,Gold Coast,57.5
2015,Sydney,Greater Western Sydney,55
2015,Sydney,Hawthorn,-42.5
2015,Sydney,Melbourne,38
2015,Sydney,North Melbourne,-5
2015,Sydney,Port Adelaide,29
2015,Sydney,Richmond,-18
2015,Sydney,St Kilda,97
2015,Sydney,Sydney,
2015,Sydney,West Coast,-52
2015,Sydney,Western Bulldogs,-4
2015,West Coast,Adelaide,-0.5
2015,West Coast,Brisbane Lions,53
2015,West Coast,Carlton,69
2015,West Coast,Collingwood,31
2015,West Coast,Essendon,50
2015,West Coast,Fremantle,-3
2015,West Coast,Geelong,56
2015,West Coast,Gold Coast,46
2015,West Coast,Greater Western Sydney,87
2015,West Coast,Hawthorn,-9.3
2015,West Coast,Melbourne,54
2015,West Coast,North Melbourne,7.5
2015,West Coast,Port Adelaide,10
2015,West Coast,Richmond,20
2015,West Coast,St Kilda,74
2015,West Coast,Sydney,52
2015,West Coast,West Coast,
2015,West Coast,Western Bulldogs,33.5
2015,Western Bulldogs,Adelaide,25
2015,Western Bulldogs,Brisbane Lions,32
2015,Western Bulldogs,Carlton,11
2015,Western Bulldogs,Collingwood,18
2015,Western Bulldogs,Essendon,87
2015,Western Bulldogs,Fremantle,-13
2015,Western Bulldogs,Geelong,-8
2015,Western Bulldogs,Gold Coast,22
2015,Western Bulldogs,Greater Western Sydney,45
2015,Western Bulldogs,Hawthorn,-70
2015,Western Bulldogs,Melbourne,29.5
2015,Western Bulldogs,North Melbourne,23
2015,Western Bulldogs,Port Adelaide,13
2015,Western Bulldogs,Richmond,19
2015,Western Bulldogs,St Kilda,-0.5
2015,Western Bulldogs,Sydney,4
2015,Western Bulldogs,West Coast,-33.5
2015,Western Bulldogs,Western Bulldogs,
2016,Adelaide,Adelaide,
2016,Adelaide,Brisbane Lions,138
2016,Adelaide,Carlton,60
2016,Adelaide,Collingwood,28
2016,Adelaide,Essendon,82
2016,Adelaide,Fremantle,52.5
2016,Adelaide,Geelong,-28
2016,Adelaide,Gold Coast,75
2016,Adelaide,Greater Western Sydney,22
2016,Adelaide,Hawthorn,-3
2016,Adelaide,Melbourne,22
2016,Adelaide,North Melbourne,28.3
2016,Adelaide,Port Adelaide,36.5
2016,Adelaide,Richmond,36
2016,Adelaide,St Kilda,88
2016,Adelaide,Sydney,-13
2016,Adelaide,West Coast,0
2016,Adelaide,Western Bulldogs,-15
2016,Brisbane Lions,Adelaide,-138
2016,Brisbane Lions,Brisbane Lions,
2016,Brisbane Lions,Carlton,-17
2016,Brisbane Lions,Collingwood,-78
2016,Brisbane Lions,Essendon,37
2016,Brisbane Lions,Fremantle,-83
2016,Brisbane Lions,Geelong,-64.5
2016,Brisbane Lions,Gold Coast,-6.5
2016,Brisbane Lions,Greater Western Sydney,-79
2016,Brisbane Lions,Hawthorn,-48
2016,Brisbane Lions,Melbourne,-63
2016,Brisbane Lions,North Melbourne,-34
2016,Brisbane Lions,Port Adelaide,-85.5
2016,Brisbane Lions,Richmond,-42
2016,Brisbane Lions,St Kilda,-58
2016,Brisbane Lions,Sydney,-3
2016,Brisbane Lions,West Coast,-56.5
2016,Brisbane Lions,Western Bulldogs,-53
2016,Carlton,Adelaide,-60
2016,Carlton,Brisbane Lions,17
2016,Carlton,Carlton,
2016,Carlton,Collingwood,1.5
2016,Carlton,Essendon,-4.5
2016,Carlton,Fremantle,4
2016,Carlton,Geelong,19
2016,Carlton,Gold Coast,-54
2016,Carlton,Greater Western Sydney,-62
2016,Carlton,Hawthorn,-19
2016,Carlton,Melbourne,20
2016,Carlton,North Melbourne,-67
2016,Carlton,Port Adelaide,2
2016,Carlton,Richmond,-9
2016,Carlton,St Kilda,-51.5
2016,Carlton,Sydney,-33
2016,Carlton,West Coast,-7
2016,Carlton,Western Bulldogs,-36
2016,Collingwood,Adelaide,-28
2016,Collingwood,Brisbane Lions,78
2016,Collingwood,Carlton,-1.5
2016,Collingwood,Collingwood,
2016,Collingwood,Essendon,69
2016,Collingwood,Fremantle,48
2016,Collingwood,Geelong,24
2016,Collingwood,Gold Coast,71
2016,Collingwood,Greater Western Sydney,32
2016,Collingwood,Hawthorn,-1
2016,Collingwood,Melbourne,-40.5
2016,Collingwood,North Melbourne,-40
2016,Collingwood,Port Adelaide,-67
2016,Collingwood,Richmond,-7
2016,Collingwood,St Kilda,-29
2016,Collingwood,Sydney,-80
2016,Collingwood,West Coast,-21.5
2016,Collingwood,Western Bulldogs,-12
2016,Essendon,Adelaide,-82
2016,Essendon,Brisbane Lions,-37
2016,Essendon,Carlton,4.5
2016,Essendon,Collingwood,-69
2016,Essendon,Essendon,
2016,Essendon,Fremantle,-79
2016,Essendon,Geelong,-48
2016,Essendon,Gold Coast,-27.5
2016,Essendon,Greater Western Sydney,-27
2016,Essendon,Hawthorn,-108
2016,Essendon,Melbourne,13
2016,Essendon,North Melbourne,-14
2016,Essendon,Port Adelaide,-61
2016,Essendon,Richmond,-28.5
2016,Essendon,St Kilda,-28.5
2016,Essendon,Sydney,-81
2016,Essendon,West Coast,-78
2016,Essendon,Western Bulldogs,-40
2016,Fremantle,Adelaide,-52.5
2016,Fremantle,Brisbane Lions,83
2016,Fremantle,Carlton,-4
2016,Fremantle,Collingwood,-48
2016,Fremantle,Essendon,79
2016,Fremantle,Fremantle,
2016,Fremantle,Geelong,-17
2016,Fremantle,Gold Coast,-25
2016,Fremantle,Greater Western Sydney,-55
2016,Fremantle,Hawthorn,-41
2016,Fremantle,Melbourne,-32
2016,Fremantle,North Melbourne,-31
2016,Fremantle,Port Adelaide,17
2016,Fremantle,Richmond,-38
2016,Fremantle,St Kilda,-34
2016,Fremantle,Sydney,-90
2016,Fremantle,West Coast,-39.5
2016,Fremantle,Western Bulldogs,-22.5
2016,Geelong,Adelaide,28
2016,Geelong,Brisbane Lions,64.5
2016,Geelong,Carlton,-19
2016,Geelong,Collingwood,-24
2016,Geelong,Essendon,48
2016,Geelong,Fremantle,17
2016,Geelong,Geelong,
2016,Geelong,Gold Coast,120
2016,Geelong,Greater Western Sydney,-1.5
2016,Geelong,Hawthorn,16
2016,Geelong,Melbourne,111
2016,Geelong,North Melbourne,31
2016,Geelong,Port Adelaide,48
2016,Geelong,Richmond,4
2016,Geelong,St Kilda,-3
2016,Geelong,Sydney,-37.5
2016,Geelong,West Coast,44
2016,Geelong,Western Bulldogs,41
2016,Gold Coast,Adelaide,-75
2016,Gold Coast,Brisbane Lions,6.5
2016,Gold Coast,Carlton,54
2016,Gold Coast,Collingwood,-71
2016,Gold Coast,Essendon,27.5
2016,Gold Coast,Fremantle,25
2016,Gold Coast,Geelong,-120
2016,Gold Coast,Gold Coast,
2016,Gold Coast,Greater Western Sydney,-49.5
2016,Gold Coast,Hawthorn,-26
2016,Gold Coast,Melbourne,-37.5
2016,Gold Coast,North Melbourne,-38
2016,Gold Coast,Port Adelaide,-23
2016,Gold Coast,Richmond,-17
2016,Gold Coast,St Kilda,40
2016,Gold Coast,Sydney,-38
2016,Gold Coast,West Coast,-77
2016,Gold Coast,Western Bulldogs,-48
2016,Greater Western Sydney,Adelaide,-22
2016,Greater Western Sydney,Brisbane Lions,79
2016,Greater Western Sydney,Carlton,62
2016,Greater Western Sydney,Collingwood,-32
2016,Greater Western Sydney,Essendon,27
2016,Greater Western Sydney,Fremantle,55
2016,Greater Western Sydney,Geelong,1.5
2016,Greater Western Sydney,Gold Coast,49.5
2016,Greater Western Sydney,Greater Western Sydney,
2016,Greater Western Sydney,Hawthorn,75
2016,Greater Western Sydney,Melbourne,-2
2016,Greater Western Sydney,North Melbourne,37
2016,Greater Western Sydney,Port Adelaide,52.5
2016,Greater Western Sydney,Richmond,88
2016,Greater Western Sydney,St Kilda,47
2016,Greater Western Sydney,Sydney,17.66666667
2016,Greater Western Sydney,West Coast,-1
2016,Greater Western Sydney,Western Bulldogs,9.5
2016,Hawthorn,Adelaide,3
2016,Hawthorn,Brisbane Lions,48
2016,Hawthorn,Carlton,19
2016,Hawthorn,Collingwood,1
2016,Hawthorn,Essendon,108
2016,Hawthorn,Fremantle,41
2016,Hawthorn,Geelong,-16
2016,Hawthorn,Gold Coast,26
2016,Hawthorn,Greater Western Sydney,-75
2016,Hawthorn,Hawthorn,
2016,Hawthorn,Melbourne,-5.5
2016,Hawthorn,North Melbourne,24
2016,Hawthorn,Port Adelaide,22
2016,Hawthorn,Richmond,58
2016,Hawthorn,St Kilda,3
2016,Hawthorn,Sydney,-4.5
2016,Hawthorn,West Coast,10.5
2016,Hawthorn,Western Bulldogs,-10
2016,Melbourne,Adelaide,-22
2016,Melbourne,Brisbane Lions,63
2016,Melbourne,Carlton,-20
2016,Melbourne,Collingwood,40.5
2016,Melbourne,Essendon,-13
2016,Melbourne,Fremantle,32
2016,Melbourne,Geelong,-111
2016,Melbourne,Gold Coast,37.5
