Year,Team,Team 2,Margin
2016,Melbourne,Greater Western Sydney,2
2016,Melbourne,Hawthorn,5.5
2016,Melbourne,Melbourne,
2016,Melbourne,North Melbourne,-5
2016,Melbourne,Port Adelaide,-2.5
2016,Melbourne,Richmond,33
2016,Melbourne,St Kilda,-37.5
2016,Melbourne,Sydney,-55
2016,Melbourne,West Coast,-6
2016,Melbourne,Western Bulldogs,-32
2016,North Melbourne,Adelaide,-28.33333333
2016,North Melbourne,Brisbane Lions,34
2016,North Melbourne,Carlton,67
2016,North Melbourne,Collingwood,40
2016,North Melbourne,Essendon,14
2016,North Melbourne,Fremantle,31
2016,North Melbourne,Geelong,-31
2016,North Melbourne,Gold Coast,38
2016,North Melbourne,Greater Western Sydney,-37
2016,North Melbourne,Hawthorn,-24
2016,North Melbourne,Melbourne,5
2016,North Melbourne,North Melbourne,
2016,North Melbourne,Port Adelaide,-28
2016,North Melbourne,Richmond,70
2016,North Melbourne,St Kilda,15
2016,North Melbourne,Sydney,-17.5
2016,North Melbourne,West Coast,-32
2016,North Melbourne,Western Bulldogs,1
2016,Port Adelaide,Adelaide,-36.5
2016,Port Adelaide,Brisbane Lions,85.5
2016,Port Adelaide,Carlton,-2
2016,Port Adelaide,Collingwood,67
2016,Port Adelaide,Essendon,61
2016,Port Adelaide,Fremantle,-17
2016,Port Adelaide,Geelong,-48
2016,Port Adelaide,Gold Coast,23
2016,Port Adelaide,Greater Western Sydney,-52.5
2016,Port Adelaide,Hawthorn,-22
2016,Port Adelaide,Melbourne,2.5
2016,Port Adelaide,North Melbourne,28
2016,Port Adelaide,Port Adelaide,
2016,Port Adelaide,Richmond,36.5
2016,Port Adelaide,St Kilda,33
2016,Port Adelaide,Sydney,-67
2016,Port Adelaide,West Coast,-8
2016,Port Adelaide,Western Bulldogs,-3
2016,Richmond,Adelaide,-36
2016,Richmond,Brisbane Lions,42
2016,Richmond,Carlton,9
2016,Richmond,Collingwood,7
2016,Richmond,Essendon,28.5
2016,Richmond,Fremantle,38
2016,Richmond,Geelong,-4
2016,Richmond,Gold Coast,17
2016,Richmond,Greater Western Sydney,-88
2016,Richmond,Hawthorn,-58
2016,Richmond,Melbourne,-33
2016,Richmond,North Melbourne,-70
2016,Richmond,Port Adelaide,-36.5
2016,Richmond,Richmond,
2016,Richmond,St Kilda,-9
2016,Richmond,Sydney,-56
2016,Richmond,West Coast,-68
2016,Richmond,Western Bulldogs,-10
2016,St Kilda,Adelaide,-88
2016,St Kilda,Brisbane Lions,58
2016,St Kilda,Carlton,51.5
2016,St Kilda,Collingwood,29
2016,St Kilda,Essendon,28.5
2016,St Kilda,Fremantle,34
2016,St Kilda,Geelong,3
2016,St Kilda,Gold Coast,-40
2016,St Kilda,Greater Western Sydney,-47
2016,St Kilda,Hawthorn,-3
2016,St Kilda,Melbourne,37.5
2016,St Kilda,North Melbourne,-15
2016,St Kilda,Port Adelaide,-33
2016,St Kilda,Richmond,9
2016,St Kilda,St Kilda,
2016,St Kilda,Sydney,-70
2016,St Kilda,West Coast,-103
2016,St Kilda,Western Bulldogs,-21
2016,Sydney,Adelaide,13
2016,Sydney,Brisbane Lions,3
2016,Sydney,Carlton,33
2016,Sydney,Collingwood,80
2016,Sydney,Essendon,81
2016,Sydney,Fremantle,90
2016,Sydney,Geelong,37.5
2016,Sydney,Gold Coast,38
2016,Sydney,Greater Western Sydney,-17.7
2016,Sydney,Hawthorn,4.5
2016,Sydney,Melbourne,55
2016,Sydney,North Melbourne,17.5
2016,Sydney,Port Adelaide,67
2016,Sydney,Richmond,56
2016,Sydney,St Kilda,70
2016,Sydney,Sydney,
2016,Sydney,West Coast,39
2016,Sydney,Western Bulldogs,-13
2016,West Coast,Adelaide,0
2016,West Coast,Brisbane Lions,56.5
2016,West Coast,Carlton,7
2016,West Coast,Collingwood,21.5
2016,West Coast,Essendon,78
2016,West Coast,Fremantle,39.5
2016,West Coast,Geelong,-44
2016,West Coast,Gold Coast,77
2016,West Coast,Greater Western Sydney,1
2016,West Coast,Hawthorn,-10.5
2016,West Coast,Melbourne,6
2016,West Coast,North Melbourne,32
2016,West Coast,Port Adelaide,8
2016,West Coast,Richmond,68
2016,West Coast,St Kilda,103
2016,West Coast,Sydney,-39
2016,West Coast,West Coast,
2016,West Coast,Western Bulldogs,-27.5
2016,Western Bulldogs,Adelaide,15
2016,Western Bulldogs,Brisbane Lions,53
2016,Western Bulldogs,Carlton,36
2016,Western Bulldogs,Collingwood,12
2016,Western Bulldogs,Essendon,40
2016,Western Bulldogs,Fremantle,22.5
2016,Western Bulldogs,Geelong,-41
2016,Western Bulldogs,Gold Coast,48
2016,Western Bulldogs,Greater Western Sydney,-9.5
2016,Western Bulldogs,Hawthorn,10
2016,Western Bulldogs,Melbourne,32
2016,Western Bulldogs,North Melbourne,-1
2016,Western Bulldogs,Port Adelaide,3
2016,Western Bulldogs,Richmond,10
2016,Western Bulldogs,St Kilda,21
2016,Western Bulldogs,Sydney,13
2016,Western Bulldogs,West Coast,27.5
2016,Western Bulldogs,Western Bulldogs,
2017,Adelaide,Adelaide,
2017,Adelaide,Brisbane Lions,80
2017,Adelaide,Carlton,12
2017,Adelaide,Collingwood,0
2017,Adelaide,Essendon,54
2017,Adelaide,Fremantle,100
2017,Adelaide,Geelong,20
2017,Adelaide,Gold Coast,67
2017,Adelaide,Greater Western Sydney,46
2017,Adelaide,Hawthorn,5
2017,Adelaide,Melbourne,2.5
2017,Adelaide,North Melbourne,-59
2017,Adelaide,Port Adelaide,50.5
2017,Adelaide,Richmond,14
2017,Adelaide,St Kilda,57
2017,Adelaide,Sydney,-3
2017,Adelaide,West Coast,-29
2017,Adelaide,Western Bulldogs,59
2017,Brisbane Lions,Adelaide,-80
2017,Brisbane Lions,Brisbane Lions,
2017,Brisbane Lions,Carlton,30
2017,Brisbane Lions,Collingwood,-45
2017,Brisbane Lions,Essendon,-9.5
2017,Brisbane Lions,Fremantle,57
2017,Brisbane Lions,Geelong,-85
2017,Brisbane Lions,Gold Coast,30
2017,Brisbane Lions,Greater Western Sydney,-60
2017,Brisbane Lions,Hawthorn,-38
2017,Brisbane Lions,Melbourne,-13
2017,Brisbane Lions,North Melbourne,-51
2017,Brisbane Lions,Port Adelaide,-61.5
2017,Brisbane Lions,Richmond,-41.5
2017,Brisbane Lions,St Kilda,-31
2017,Brisbane Lions,Sydney,-54
2017,Brisbane Lions,West Coast,-68
2017,Brisbane Lions,Western Bulldogs,-23
2017,Carlton,Adelaide,-12
2017,Carlton,Brisbane Lions,-30
2017,Carlton,Carlton,
2017,Carlton,Collingwood,23
2017,Carlton,Essendon,3.5
2017,Carlton,Fremantle,-35
2017,Carlton,Geelong,-65
2017,Carlton,Gold Coast,-8
2017,Carlton,Greater Western Sydney,1
2017,Carlton,Hawthorn,7
2017,Carlton,Melbourne,-15
2017,Carlton,North Melbourne,-17
2017,Carlton,Port Adelaide,-90
2017,Carlton,Richmond,-34.5
2017,Carlton,St Kilda,-19
2017,Carlton,Sydney,-31
2017,Carlton,West Coast,-17
2017,Carlton,Western Bulldogs,-20
2017,Collingwood,Adelaide,0
2017,Collingwood,Brisbane Lions,45
2017,Collingwood,Carlton,-23
2017,Collingwood,Collingwood,
2017,Collingwood,Essendon,-27.5
2017,Collingwood,Fremantle,20
2017,Collingwood,Geelong,9
2017,Collingwood,Gold Coast,15
2017,Collingwood,Greater Western Sydney,-3
2017,Collingwood,Hawthorn,-3
2017,Collingwood,Melbourne,6
2017,Collingwood,North Melbourne,54
2017,Collingwood,Port Adelaide,-29
2017,Collingwood,Richmond,-19
2017,Collingwood,St Kilda,-14
2017,Collingwood,Sydney,1
2017,Collingwood,West Coast,8
2017,Collingwood,Western Bulldogs,-14
2017,Essendon,Adelaide,-54
2017,Essendon,Brisbane Lions,9.5
2017,Essendon,Carlton,-3.5
2017,Essendon,Collingwood,27.5
2017,Essendon,Essendon,
2017,Essendon,Fremantle,-11
2017,Essendon,Geelong,17
2017,Essendon,Gold Coast,33
2017,Essendon,Greater Western Sydney,-16
2017,Essendon,Hawthorn,25
2017,Essendon,Melbourne,-38
2017,Essendon,North Melbourne,27
2017,Essendon,Port Adelaide,70
2017,Essendon,Richmond,-15
2017,Essendon,St Kilda,61
2017,Essendon,Sydney,-33
2017,Essendon,West Coast,61
2017,Essendon,Western Bulldogs,-30
2017,Fremantle,Adelaide,-100
2017,Fremantle,Brisbane Lions,-57
2017,Fremantle,Carlton,35
2017,Fremantle,Collingwood,-20
2017,Fremantle,Essendon,11
2017,Fremantle,Fremantle,
2017,Fremantle,Geelong,-22
2017,Fremantle,Gold Coast,23
2017,Fremantle,Greater Western Sydney,-12
2017,Fremantle,Hawthorn,-52
2017,Fremantle,Melbourne,2
2017,Fremantle,North Melbourne,4.5
2017,Fremantle,Port Adelaide,-89
2017,Fremantle,Richmond,-51
2017,Fremantle,St Kilda,-9
2017,Fremantle,Sydney,-104
2017,Fremantle,West Coast,-35.5
2017,Fremantle,Western Bulldogs,16
2017,Geelong,Adelaide,-20
2017,Geelong,Brisbane Lions,85
2017,Geelong,Carlton,65
2017,Geelong,Collingwood,-9
2017,Geelong,Essendon,-17
2017,Geelong,Fremantle,22
2017,Geelong,Geelong,
2017,Geelong,Gold Coast,-25
2017,Geelong,Greater Western Sydney,22
2017,Geelong,Hawthorn,44.5
2017,Geelong,Melbourne,29
2017,Geelong,North Melbourne,1
2017,Geelong,Port Adelaide,2
2017,Geelong,Richmond,-18.5
2017,Geelong,St Kilda,38
2017,Geelong,Sydney,6.5
2017,Geelong,West Coast,-13
2017,Geelong,Western Bulldogs,23
2017,Gold Coast,Adelaide,-67
2017,Gold Coast,Brisbane Lions,-30
2017,Gold Coast,Carlton,8
2017,Gold Coast,Collingwood,-15
2017,Gold Coast,Essendon,-33
2017,Gold Coast,Fremantle,-23
2017,Gold Coast,Geelong,25
2017,Gold Coast,Gold Coast,
2017,Gold Coast,Greater Western Sydney,-102
2017,Gold Coast,Hawthorn,51
2017,Gold Coast,Melbourne,-35
2017,Gold Coast,North Melbourne,3
2017,Gold Coast,Port Adelaide,-93.5
2017,Gold Coast,Richmond,-33
2017,Gold Coast,St Kilda,-31
2017,Gold Coast,Sydney,-67
2017,Gold Coast,West Coast,3
2017,Gold Coast,Western Bulldogs,-54
2017,Greater Western Sydney,Adelaide,-46
2017,Greater Western Sydney,Brisbane Lions,60
2017,Greater Western Sydney,Carlton,-1
2017,Greater Western Sydney,Collingwood,3
2017,Greater Western Sydney,Essendon,16
2017,Greater Western Sydney,Fremantle,12
2017,Greater Western Sydney,Geelong,-22
2017,Greater Western Sydney,Gold Coast,102
2017,Greater Western Sydney,Greater Western Sydney,
2017,Greater Western Sydney,Hawthorn,0
2017,Greater Western Sydney,Melbourne,35
2017,Greater Western Sydney,North Melbourne,42
2017,Greater Western Sydney,Port Adelaide,31
2017,Greater Western Sydney,Richmond,-17.33333333
2017,Greater Western Sydney,St Kilda,-23
2017,Greater Western Sydney,Sydney,14.5
2017,Greater Western Sydney,West Coast,32
2017,Greater Western Sydney,Western Bulldogs,25
2017,Hawthorn,Adelaide,-5
2017,Hawthorn,Brisbane Lions,38
2017,Hawthorn,Carlton,-7
2017,Hawthorn,Collingwood,3
2017,Hawthorn,Essendon,-25
2017,Hawthorn,Fremantle,52
2017,Hawthorn,Geelong,-44.5
2017,Hawthorn,Gold Coast,-51
2017,Hawthorn,Greater Western Sydney,0
2017,Hawthorn,Hawthorn,
2017,Hawthorn,Melbourne,3
2017,Hawthorn,North Melbourne,27
2017,Hawthorn,Port Adelaide,-51
2017,Hawthorn,Richmond,-29
2017,Hawthorn,St Kilda,-75
2017,Hawthorn,Sydney,6
2017,Hawthorn,West Coast,50
2017,Hawthorn,Western Bulldogs,9
2017,Melbourne,Adelaide,-2.5
2017,Melbourne,Brisbane Lions,13
2017,Melbourne,Carlton,15
2017,Melbourne,Collingwood,-6
2017,Melbourne,Essendon,38
2017,Melbourne,Fremantle,-2
2017,Melbourne,Geelong,-29
2017,Melbourne,Gold Coast,35
2017,Melbourne,Greater Western Sydney,-35
2017,Melbourne,Hawthorn,-3
2017,Melbourne,Melbourne,
2017,Melbourne,North Melbourne,-9
2017,Melbourne,Port Adelaide,23
2017,Melbourne,Richmond,-13
2017,Melbourne,St Kilda,27
2017,Melbourne,Sydney,-35
2017,Melbourne,West Coast,3
2017,Melbourne,Western Bulldogs,57
2017,North Melbourne,Adelaide,59
2017,North Melbourne,Brisbane Lions,51
2017,North Melbourne,Carlton,17
2017,North Melbourne,Collingwood,-54
2017,North Melbourne,Essendon,-27
2017,North Melbourne,Fremantle,-4.5
2017,North Melbourne,Geelong,-1
2017,North Melbourne,Gold Coast,-3
2017,North Melbourne,Greater Western Sydney,-42
2017,North Melbourne,Hawthorn,-27
2017,North Melbourne,Melbourne,9
2017,North Melbourne,North Melbourne,
2017,North Melbourne,Port Adelaide,-70
2017,North Melbourne,Richmond,-35
2017,North Melbourne,St Kilda,-33
2017,North Melbourne,Sydney,-42
2017,North Melbourne,West Coast,-43
2017,North Melbourne,Western Bulldogs,-2
2017,Port Adelaide,Adelaide,-50.5
2017,Port Adelaide,Brisbane Lions,61.5
2017,Port Adelaide,Carlton,90
2017,Port Adelaide,Collingwood,29
2017,Port Adelaide,Essendon,-70
2017,Port Adelaide,Fremantle,89
2017,Port Adelaide,Geelong,-2
2017,Port Adelaide,Gold Coast,93.5
2017,Port Adelaide,Greater Western Sydney,-31
2017,Port Adelaide,Hawthorn,51
2017,Port Adelaide,Melbourne,-23
2017,Port Adelaide,North Melbourne,70
2017,Port Adelaide,Port Adelaide,
2017,Port Adelaide,Richmond,-13
2017,Port Adelaide,St Kilda,2
2017,Port Adelaide,Sydney,28
2017,Port Adelaide,West Coast,6.7
2017,Port Adelaide,Western Bulldogs,17
2017,Richmond,Adelaide,-14
2017,Richmond,Brisbane Lions,41.5
2017,Richmond,Carlton,34.5
2017,Richmond,Collingwood,19
2017,Richmond,Essendon,15
2017,Richmond,Fremantle,51
2017,Richmond,Geelong,18.5
2017,Richmond,Gold Coast,33
2017,Richmond,Greater Western Sydney,17.3
2017,Richmond,Hawthorn,29
2017,Richmond,Melbourne,13
2017,Richmond,North Melbourne,35
2017,Richmond,Port Adelaide,13
2017,Richmond,Richmond,
2017,Richmond,St Kilda,-13
2017,Richmond,Sydney,-9
2017,Richmond,West Coast,11
2017,Richmond,Western Bulldogs,-5
2017,St Kilda,Adelaide,-57
2017,St Kilda,Brisbane Lions,31
2017,St Kilda,Carlton,19
2017,St Kilda,Collingwood,14
2017,St Kilda,Essendon,-61
2017,St Kilda,Fremantle,9
2017,St Kilda,Geelong,-38
2017,St Kilda,Gold Coast,31
2017,St Kilda,Greater Western Sydney,23
2017,St Kilda,Hawthorn,75
2017,St Kilda,Melbourne,-27
2017,St Kilda,North Melbourne,33
2017,St Kilda,Port Adelaide,-2
2017,St Kilda,Richmond,13
2017,St Kilda,St Kilda,
2017,St Kilda,Sydney,-46
2017,St Kilda,West Coast,-5.5
2017,St Kilda,Western Bulldogs,-40
2017,Sydney,Adelaide,3
2017,Sydney,Brisbane Lions,54
2017,Sydney,Carlton,31
2017,Sydney,Collingwood,-1
2017,Sydney,Essendon,33
2017,Sydney,Fremantle,104
2017,Sydney,Geelong,-6.5
2017,Sydney,Gold Coast,67
2017,Sydney,Greater Western Sydney,-14.5
2017,Sydney,Hawthorn,-6
2017,Sydney,Melbourne,35
2017,Sydney,North Melbourne,42
2017,Sydney,Port Adelaide,-28
2017,Sydney,Richmond,9
2017,Sydney,St Kilda,46
2017,Sydney,Sydney,
2017,Sydney,West Coast,-26
2017,Sydney,Western Bulldogs,11.5
2017,West Coast,Adelaide,29
2017,West Coast,Brisbane Lions,68
2017,West Coast,Carlton,17
2017,West Coast,Collingwood,-8
2017,West Coast,Essendon,-61
2017,West Coast,Fremantle,35.5
2017,West Coast,Geelong,13
2017,West Coast,Gold Coast,-3
2017,West Coast,Greater Western Sydney,-32
2017,West Coast,Hawthorn,-50
2017,West Coast,Melbourne,-3
2017,West Coast,North Melbourne,43
2017,West Coast,Port Adelaide,-6.7
2017,West Coast,Richmond,-11
2017,West Coast,St Kilda,5.5
2017,West Coast,Sydney,26
2017,West Coast,West Coast,
2017,West Coast,Western Bulldogs,7.5
2017,Western Bulldogs,Adelaide,-59
2017,Western Bulldogs,Brisbane Lions,23
2017,Western Bulldogs,Carlton,20
2017,Western Bulldogs,Collingwood,14
2017,Western Bulldogs,Essendon,30
2017,Western Bulldogs,Fremantle,-16
2017,Western Bulldogs,Geelong,-23
2017,Western Bulldogs,Gold Coast,54
2017,Western Bulldogs,Greater Western Sydney,-25
2017,Western Bulldogs,Hawthorn,-9
2017,Western Bulldogs,Melbourne,-57
2017,Western Bulldogs,North Melbourne,2
2017,Western Bulldogs,Port Adelaide,-17
2017,Western Bulldogs,Richmond,5
2017,Western Bulldogs,St Kilda,40
2017,Western Bulldogs,Sydney,-11.5
2017,Western Bulldogs,West Coast,-7.5
2017,Western Bulldogs,Western Bulldogs,
2018,Adelaide,Adelaide,
2018,Adelaide,Brisbane Lions,5
2018,Adelaide,Carlton,79.5
2018,Adelaide,Collingwood,-48
2018,Adelaide,Essendon,-12
2018,Adelaide,Fremantle,-3
2018,Adelaide,Geelong,15
2018,Adelaide,Gold Coast,48
2018,Adelaide,Greater Western Sydney,-15
2018,Adelaide,Hawthorn,-56
2018,Adelaide,Melbourne,-52
2018,Adelaide,North Melbourne,9
2018,Adelaide,Port Adelaide,-1
2018,Adelaide,Richmond,-5.5
2018,Adelaide,St Kilda,49
2018,Adelaide,Sydney,10
2018,Adelaide,West Coast,10
2018,Adelaide,Western Bulldogs,37
2018,Brisbane Lions,Adelaide,-5
2018,Brisbane Lions,Brisbane Lions,
2018,Brisbane Lions,Carlton,65
2018,Brisbane Lions,Collingwood,-19
2018,Brisbane Lions,Essendon,-22
2018,Brisbane Lions,Fremantle,55
2018,Brisbane Lions,Geelong,-42
2018,Brisbane Lions,Gold Coast,-0.5
2018,Brisbane Lions,Greater Western Sydney,-30.5
2018,Brisbane Lions,Hawthorn,44.5
2018,Brisbane Lions,Melbourne,-26
2018,Brisbane Lions,North Melbourne,-28.5
2018,Brisbane Lions,Port Adelaide,-5
2018,Brisbane Lions,Richmond,-93
2018,Brisbane Lions,St Kilda,-25
2018,Brisbane Lions,Sydney,-18
2018,Brisbane Lions,West Coast,-26
2018,Brisbane Lions,Western Bulldogs,-14
2018,Carlton,Adelaide,-79.5
2018,Carlton,Brisbane Lions,-65
2018,Carlton,Carlton,
2018,Carlton,Collingwood,-22
2018,Carlton,Essendon,13
2018,Carlton,Fremantle,-43
2018,Carlton,Geelong,-28
2018,Carlton,Gold Coast,0.5
2018,Carlton,Greater Western Sydney,-105
2018,Carlton,Hawthorn,-72
2018,Carlton,Melbourne,-109
2018,Carlton,North Melbourne,-86
2018,Carlton,Port Adelaide,-21
2018,Carlton,Richmond,-26
2018,Carlton,St Kilda,-64
2018,Carlton,Sydney,-30
2018,Carlton,West Coast,-10
2018,Carlton,Western Bulldogs,-19
2018,Collingwood,Adelaide,48
2018,Collingwood,Brisbane Lions,19
2018,Collingwood,Carlton,22
2018,Collingwood,Collingwood,
2018,Collingwood,Essendon,32.5
2018,Collingwood,Fremantle,35
2018,Collingwood,Geelong,-21
2018,Collingwood,Gold Coast,39
2018,Collingwood,Greater Western Sydney,-3
2018,Collingwood,Hawthorn,-34
2018,Collingwood,Melbourne,42
2018,Collingwood,North Melbourne,66
2018,Collingwood,Port Adelaide,51
2018,Collingwood,Richmond,-10.7
2018,Collingwood,St Kilda,28
2018,Collingwood,Sydney,-2
2018,Collingwood,West Coast,-18.7
2018,Collingwood,Western Bulldogs,35
2018,Essendon,Adelaide,12
2018,Essendon,Brisbane Lions,22
2018,Essendon,Carlton,-13
2018,Essendon,Collingwood,-32.5
2018,Essendon,Essendon,
2018,Essendon,Fremantle,6.5
2018,Essendon,Geelong,34
2018,Essendon,Gold Coast,44
2018,Essendon,Greater Western Sydney,35
2018,Essendon,Hawthorn,-13.5
2018,Essendon,Melbourne,-36
2018,Essendon,North Melbourne,17
2018,Essendon,Port Adelaide,22
2018,Essendon,Richmond,-39.5
2018,Essendon,St Kilda,43
2018,Essendon,Sydney,43
2018,Essendon,West Coast,28
2018,Essendon,Western Bulldogs,-21
2018,Fremantle,Adelaide,3
2018,Fremantle,Brisbane Lions,-55
2018,Fremantle,Carlton,43
2018,Fremantle,Collingwood,-35
2018,Fremantle,Essendon,-6.5
2018,Fremantle,Fremantle,
2018,Fremantle,Geelong,-133
2018,Fremantle,Gold Coast,28
2018,Fremantle,Greater Western Sydney,-31
2018,Fremantle,Hawthorn,-59
2018,Fremantle,Melbourne,-54
2018,Fremantle,North Melbourne,-28
2018,Fremantle,Port Adelaide,-20.5
2018,Fremantle,Richmond,-77
2018,Fremantle,St Kilda,30
2018,Fremantle,Sydney,-59
2018,Fremantle,West Coast,-33
2018,Fremantle,Western Bulldogs,54
2018,Geelong,Adelaide,-15
2018,Geelong,Brisbane Lions,42
2018,Geelong,Carlton,28
2018,Geelong,Collingwood,21
2018,Geelong,Essendon,-34
2018,Geelong,Fremantle,133
2018,Geelong,Geelong,
2018,Geelong,Gold Coast,93.5
2018,Geelong,Greater Western Sydney,61
2018,Geelong,Hawthorn,-6
2018,Geelong,Melbourne,-8
2018,Geelong,North Melbourne,37
2018,Geelong,Port Adelaide,34
2018,Geelong,Richmond,-10.5
2018,Geelong,St Kilda,47
2018,Geelong,Sydney,-2.5
2018,Geelong,West Coast,-15
2018,Geelong,Western Bulldogs,-2
2018,Gold Coast,Adelaide,-48
2018,Gold Coast,Brisbane Lions,0.5
2018,Gold Coast,Carlton,-0.5
2018,Gold Coast,Collingwood,-39
2018,Gold Coast,Essendon,-44
2018,Gold Coast,Fremantle,-28
2018,Gold Coast,Geelong,-93.5
2018,Gold Coast,Gold Coast,
2018,Gold Coast,Greater Western Sydney,-108
2018,Gold Coast,Hawthorn,-53
2018,Gold Coast,Melbourne,-82.5
2018,Gold Coast,North Melbourne,-10.5
2018,Gold Coast,Port Adelaide,-40
2018,Gold Coast,Richmond,-74
2018,Gold Coast,St Kilda,-2
2018,Gold Coast,Sydney,24
2018,Gold Coast,West Coast,-80
2018,Gold Coast,Western Bulldogs,-9
2018,Greater Western Sydney,Adelaide,15
2018,Greater Western Sydney,Brisbane Lions,30.5
2018,Greater Western Sydney,Carlton,105
2018,Greater Western Sydney,Collingwood,3
2018,Greater Western Sydney,Essendon,-35
2018,Greater Western Sydney,Fremantle,31
2018,Greater Western Sydney,Geelong,-61
2018,Greater Western Sydney,Gold Coast,108
2018,Greater Western Sydney,Greater Western Sydney,
2018,Greater Western Sydney,Hawthorn,11
2018,Greater Western Sydney,Melbourne,-45
2018,Greater Western Sydney,North Melbourne,-43
2018,Greater Western Sydney,Port Adelaide,22
2018,Greater Western Sydney,Richmond,2
2018,Greater Western Sydney,St Kilda,12.5
2018,Greater Western Sydney,Sydney,4.333333333
2018,Greater Western Sydney,West Coast,-18
2018,Greater Western Sydney,Western Bulldogs,82
2018,Hawthorn,Adelaide,56
2018,Hawthorn,Brisbane Lions,-44.5
2018,Hawthorn,Carlton,72
2018,Hawthorn,Collingwood,34
2018,Hawthorn,Essendon,13.5
2018,Hawthorn,Fremantle,59
2018,Hawthorn,Geelong,6
2018,Hawthorn,Gold Coast,53
2018,Hawthorn,Greater Western Sydney,-11
2018,Hawthorn,Hawthorn,
2018,Hawthorn,Melbourne,17
2018,Hawthorn,North Melbourne,-28
2018,Hawthorn,Port Adelaide,3
2018,Hawthorn,Richmond,-22
2018,Hawthorn,St Kilda,19.5
2018,Hawthorn,Sydney,0.5
2018,Hawthorn,West Coast,-15
2018,Hawthorn,Western Bulldogs,63
2018,Melbourne,Adelaide,52
2018,Melbourne,Brisbane Lions,26
2018,Melbourne,Carlton,109
2018,Melbourne,Collingwood,-42
2018,Melbourne,Essendon,36
2018,Melbourne,Fremantle,54
2018,Melbourne,Geelong,8
2018,Melbourne,Gold Coast,82.5
2018,Melbourne,Greater Western Sydney,45
2018,Melbourne,Hawthorn,-17
2018,Melbourne,Melbourne,
2018,Melbourne,North Melbourne,37
2018,Melbourne,Port Adelaide,-10
2018,Melbourne,Richmond,-46
2018,Melbourne,St Kilda,18.5
2018,Melbourne,Sydney,-9
2018,Melbourne,West Coast,-24.5
2018,Melbourne,Western Bulldogs,49.5
2018,North Melbourne,Adelaide,-9
2018,North Melbourne,Brisbane Lions,28.5
2018,North Melbourne,Carlton,86
2018,North Melbourne,Collingwood,-66
2018,North Melbourne,Essendon,-17
2018,North Melbourne,Fremantle,28
2018,North Melbourne,Geelong,-37
2018,North Melbourne,Gold Coast,10.5
2018,North Melbourne,Greater Western Sydney,43
2018,North Melbourne,Hawthorn,28
2018,North Melbourne,Melbourne,-37
2018,North Melbourne,North Melbourne,
2018,North Melbourne,Port Adelaide,-33
2018,North Melbourne,Richmond,-10
2018,North Melbourne,St Kilda,37.5
2018,North Melbourne,Sydney,-2
2018,North Melbourne,West Coast,40
2018,North Melbourne,Western Bulldogs,-2.5
2018,Port Adelaide,Adelaide,1
2018,Port Adelaide,Brisbane Lions,5
2018,Port Adelaide,Carlton,21
2018,Port Adelaide,Collingwood,-51
2018,Port Adelaide,Essendon,-22
2018,Port Adelaide,Fremantle,20.5
2018,Port Adelaide,Geelong,-34
2018,Port Adelaide,Gold Coast,40
2018,Port Adelaide,Greater Western Sydney,-22
2018,Port Adelaide,Hawthorn,-3
2018,Port Adelaide,Melbourne,10
2018,Port Adelaide,North Melbourne,33
2018,Port Adelaide,Port Adelaide,
2018,Port Adelaide,Richmond,14
2018,Port Adelaide,St Kilda,36
2018,Port Adelaide,Sydney,23
2018,Port Adelaide,West Coast,-23
2018,Port Adelaide,Western Bulldogs,50.5
2018,Richmond,Adelaide,5.5
2018,Richmond,Brisbane Lions,93
2018,Richmond,Carlton,26
2018,Richmond,Collingwood,10.7
2018,Richmond,Essendon,39.5
2018,Richmond,Fremantle,77
2018,Richmond,Geelong,10.5
2018,Richmond,Gold Coast,74
2018,Richmond,Greater Western Sydney,-2
2018,Richmond,Hawthorn,22
2018,Richmond,Melbourne,46
2018,Richmond,North Melbourne,10
2018,Richmond,Port Adelaide,-14
2018,Richmond,Richmond,
2018,Richmond,St Kilda,41
2018,Richmond,Sydney,26
2018,Richmond,West Coast,-47
2018,Richmond,Western Bulldogs,3
2018,St Kilda,Adelaide,-49
2018,St Kilda,Brisbane Lions,25
2018,St Kilda,Carlton,64
2018,St Kilda,Collingwood,-28
2018,St Kilda,Essendon,-43
2018,St Kilda,Fremantle,-30
2018,St Kilda,Geelong,-47
2018,St Kilda,Gold Coast,2
2018,St Kilda,Greater Western Sydney,-12.5
2018,St Kilda,Hawthorn,-19.5
2018,St Kilda,Melbourne,-18.5
2018,St Kilda,North Melbourne,-37.5
2018,St Kilda,Port Adelaide,-36
2018,St Kilda,Richmond,-41
2018,St Kilda,St Kilda,
2018,St Kilda,Sydney,-71
2018,St Kilda,West Coast,-13
2018,St Kilda,Western Bulldogs,-35
2018,Sydney,Adelaide,-10
2018,Sydney,Brisbane Lions,18
2018,Sydney,Carlton,30
2018,Sydney,Collingwood,2
2018,Sydney,Essendon,-43
2018,Sydney,Fremantle,59
2018,Sydney,Geelong,2.5
2018,Sydney,Gold Coast,-24
2018,Sydney,Greater Western Sydney,-4.3
2018,Sydney,Hawthorn,-0.5
2018,Sydney,Melbourne,9
2018,Sydney,North Melbourne,2
2018,Sydney,Port Adelaide,-23
2018,Sydney,Richmond,-26
2018,Sydney,St Kilda,71
2018,Sydney,Sydney,
2018,Sydney,West Coast,22
2018,Sydney,Western Bulldogs,7
