,,,,,,,,,,,max,100,,,,Rainfall Bins,0,1,10,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Round,Team,Score,Margin,WinLoss,Opposition,Day,Date,Start Time,Venue,Attendance,Rainfall(mm),,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2012,R10,Carlton,45,-54,L,Port Adelaide,Sat,2-Jun-12,7:10 PM,Football Park,"24,746",0,,,,Greater Western Sydney,-24.7,-7.0,-27.0,,,,,Greater Western Sydney,-66.5,45,8,-8,-15,-76,-7,-40,,-7,48,-75,-35,-70,-7,-7,-111,-10.5,,Greater Western Sydney,-65.0,,,-40.0,,-0.5,,,45.0,,,10.0,-45.7,,,,-46.0,,-93.5,-17.4,,,
2012,R11,Carlton,85,-12,L,Geelong,Fri,8-Jun-12,7:50 PM,Docklands,"47,632",0,,,,Hawthorn,26.9,46.8,,48.0,,,,Hawthorn,12,48,28,47,4,19.5,13.3,76,7,,50,-20,-5.5,66,145,18,44,62,,Hawthorn,-1.0,,,99.0,,-8.0,,,,,,40.3,,,,,,-19.0,-19.0,,,,51.8
2012,R14,Carlton,70,-50,L,Hawthorn,Fri,29-Jun-12,7:50 PM,M.C.G.,"65,047",0,,,,Melbourne,-28.3,-36.2,-6.5,,,,,Melbourne,3,-23,23,-33,1,-63,-66,-8,-48,-50,,-35.5,-11.5,17,-17,-31,-79.5,-11,,Melbourne,0.0,,,,,-19.0,,,,,,-30.1,,-63.0,,,,,-66.0,-32.0,-20.0,,
2012,R15,Carlton,85,23,W,Collingwood,Fri,6-Jul-12,7:50 PM,M.C.G.,"75,890",0,,,,North Melbourne,20.1,-5.9,-32.0,,,,,North Melbourne,-14.5,41.5,-23,-35,-13.5,13,-15.3,-43,75,20,35.5,,7,28,59,-14,38,39.5,,North Melbourne,-36.0,33.0,,,,10.4,,,-4.0,,-20.0,6.0,75.0,,,,43.0,-71.0,25.5,,,,
2012,R19,Carlton,71,-22,L,Sydney,Sun,5-Aug-12,3:15 PM,Docklands,"36,942",0,,,,Port Adelaide,31.2,9.3,,5.0,,,,Port Adelaide,15.5,113,68,-6,-2,10.7,40,9,35,5.5,11.5,-7,,18.5,70,-15,14,72,,Port Adelaide,37.9,,,9.0,,2.0,,,,,,-4.5,35.0,,,,-4.0,,9.3,,20.0,,
2012,R2,Carlton,154,91,W,Brisbane Lions,Thu,5-Apr-12,7:40 PM,Gabba,"25,913",0,,,,Richmond,-0.3,12.4,-5.5,,,,,Richmond,10,34,12,-38,-16,-20,-5,-18,70,-66,-17,-28,-18.5,,35,-4,17,-2,,Richmond,-23.5,,,-18.0,,8.5,,,43.0,,,-8.3,,,,,,3.0,17.0,113.0,,,
2012,R22,Carlton,86,-12,L,Gold Coast,Sat,25-Aug-12,7:40 PM,Carrara,"15,251",0,,,,St Kilda,-45.1,-33.8,,-96.0,,,,St Kilda,-82.5,-3,-58.5,-86,16,58,-96,-45.5,7,-145,17,-59,-70,-35,,-71,-29,-23,,St Kilda,-74.5,-59.0,,-53.0,,-27.4,,,,,-96.0,-85.5,,,,,-71.0,,-25.0,,,-3.0,
2012,R23,Carlton,91,-15,L,St Kilda,Sun,2-Sep-12,1:10 PM,Docklands,"31,393",0,,,,Sydney,31.5,-1.4,79.0,,,,,Sydney,63,79,71,-20,36,20.5,110,35,7,-18,31,14,15,4,71,,28,63,,Sydney,44.5,,,35.0,,56.5,,,79.0,,,-7.8,,,,,37.3,18.2,28.0,-32.0,,,
2012,R5,Carlton,65,8,W,Fremantle,Fri,27-Apr-12,6:45 PM,Subiaco,"38,847",0,,,,West Coast,24.9,-11.1,,,,,,West Coast,31,12,-3,26,-3,-13,-75,27.5,111,-44,79.5,-38,-14,-17,29,-28,,65,,West Coast,31.0,,,52.0,,9.0,,,12.0,,-75.0,42.5,,,,,,,17.3,,,,-44.0
2012,R17,Carlton,102,18,W,Western Bulldogs,Sat,21-Jul-12,7:40 PM,Docklands,"24,615",0.2,,,,Western Bulldogs,-25.1,-15.7,16.0,,,,,Western Bulldogs,-9,-8,-28,8,-7.5,-38,-13,-8.5,10.5,-62,11,-39.5,-72,2,23,-63,-65,,,Western Bulldogs,-72.0,,,-45.0,28.0,-14.8,,,,,-13.0,16.0,27.0,,,,,,-65.0,,,,-62.0
2012,R8,Carlton,55,-69,L,Adelaide,Sun,20-May-12,3:15 PM,Docklands,"35,917",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,R12,Carlton,69,-10,L,West Coast,Thu,14-Jun-12,5:40 PM,Subiaco,"34,224",0.4,,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2012,R3,Carlton,122,60,W,Collingwood,Fri,13-Apr-12,7:50 PM,M.C.G.,"84,259",0.4,,2015,,Adelaide,19.9,-19.3,,-24.0,,,,Adelaide,,50,9,27,112,-11,-39,43,-24,-51.5,25,77,-10.5,36,46,-52,0.5,-25,,Adelaide,28.4,,,41.0,,27.3,,,13.0,,-39.0,-19.3,,,,,-52.0,,-56.0,-24.0,,,
2012,R6,Carlton,110,67,W,Greater Western Sydney,Sun,6-May-12,1:10 PM,Docklands,"28,213",1.6,,,,Brisbane Lions,-34.0,-37.5,9.0,-64.0,,,,Brisbane Lions,-50,,36.5,-12,-58,-36,-56,-39,-30,-72,-24,-77,37,-79,-22,-21,-53,-32,,Brisbane Lions,-87.0,,,-64.0,,-50.8,,,-16.1,,-56.0,-24.0,,,,,,,-36.0,-30.0,,,-72.0
2012,R4,Carlton,79,-30,L,Essendon,Sat,21-Apr-12,1:45 PM,M.C.G.,"73,172",2.6,,,,Carlton,-38.8,-16.0,-39.0,,,,,Carlton,-9,-36.5,,-46.5,-21,-42,-77,34,-79.5,-97.5,23,-64,4,-28.5,40,-60,-69,-11,,Carlton,,,,,,-49.0,,,-64.0,,,-23.3,,,,,-60.0,,-55.5,-81.0,,40.0,
2012,R20,Carlton,113,36,W,Brisbane Lions,Sat,11-Aug-12,7:40 PM,Docklands,"25,977",3,,,,Collingwood,1.2,-14.0,,48.0,,,,Collingwood,-27,12,46.5,,8.5,-7,3.5,69,42,-10,-6,17,-3,-48,74,-11,-31,-18,,Collingwood,-3.0,,,69.0,,-25.3,,,12.0,,,9.4,,,,,-11.0,,-7.0,,,,
2012,R16,Carlton,96,-53,L,North Melbourne,Fri,13-Jul-12,7:50 PM,Docklands,"46,423",3.6,,,,Essendon,-32.3,-11.0,,-7.0,,,,Essendon,-112,58,21,-8.5,,-28,-69,-2,-32,-18,9,-18,-13,-20,-54,-12,-50,-87,,Essendon,,,,-2.0,,-40.8,,,,,,-7.9,,,,,,-12.0,-39.0,-32.0,,,
2012,R21,Carlton,156,96,W,Essendon,Sat,18-Aug-12,1:45 PM,M.C.G.,"59,381",4,,,,Fremantle,11.4,-6.3,,31.5,,,,Fremantle,11,36,42,7,28,,44,7,21,-49.5,61,31,-31,-11.5,37,11.5,3,13,,Fremantle,-29.0,,,7.0,,13.0,,,,,44.0,36.0,,,,,,,17.4,,,,-72.0
2012,R9,Carlton,107,58,W,Melbourne,Sun,27-May-12,3:15 PM,M.C.G.,"28,371",4.6,,,,Geelong,5.6,8.5,,-48.0,,,,Geelong,39,56,77,-3.5,69,-44,,9,27,-49,-24,-28.5,23,9,0,-5.5,-56,8,,Geelong,23.0,,,,,26.3,,,,,7.5,-19.2,27.0,,,,,-43.0,-56.0,,,,
2012,R7,Carlton,98,-24,L,St Kilda,Mon,14-May-12,7:40 PM,Docklands,"38,823",6.2,,,,Gold Coast,-28.6,-41.2,,33.0,,,,Gold Coast,-43,39,-34,-69,2,-7,-9,,-40.5,-53,-26,55,-37,-83,-28,-57.5,-46,-22,,Gold Coast,-45.0,,,-11.6,-22.0,-34.0,,,14.0,,-9.0,-54.5,-66.0,,,,-63.0,,-92.0,,,,-53.0
2012,R18,Carlton,95,4,W,Richmond,Sat,28-Jul-12,7:40 PM,M.C.G.,"46,013",13.6,,,,Greater Western Sydney,-7.9,-4.0,,24.0,,,,Greater Western Sydney,24,30,79.5,-42,32,-21,-27,40.5,,10,9.5,-56,-21,-9,22,-55,-87,-45,,Greater Western Sydney,-21.0,,,15.0,,4.0,,,,,,-25.5,28.0,,,,-21.0,,-54.0,8.4,,,
2012,PF,Collingwood,70,-26,L,Sydney,Fri,21-Sep-12,7:50 PM,Stadium Australia,"57,156",0,,,,Hawthorn,31.3,45.1,-8.0,,,,,Hawthorn,51.5,72,97.5,10,18,49.5,49,53,-10,,105,60,-15,-18,63,42.5,9.3,70,,Hawthorn,10.5,,,,,59.8,,,,,,36.7,,,,,,89.0,3.0,-10.0,,,66.8
2012,R1,Collingwood,115,-22,L,Hawthorn,Fri,30-Mar-12,7:50 PM,M.C.G.,"78,466",0,,,,Melbourne,-17.6,-37.0,,-54.0,,,,Melbourne,-25,24,-23,6,-9,-61,24,26,-9.5,-105,,-35,-61,32,-19.5,-38,-54,-29.5,,Melbourne,-25.0,,,,,-24.7,,,,,24.0,-14.0,-45.0,-54.0,,,,,-54.0,,-61.0,,
2012,R11,Collingwood,129,42,W,Melbourne,Mon,11-Jun-12,3:15 PM,M.C.G.,"64,250",0,,,,North Melbourne,3.3,11.3,,,,,,North Melbourne,-77,77,64,-17,18,-31,28.5,-55,56,-60,35,,-8,3.7,37,5,-7.5,-23,,North Melbourne,-77.0,27.3,,-55.0,,7.8,,,72.0,,16.0,11.7,,,,,,26.0,-49.0,56.0,,,
2012,R15,Collingwood,62,-23,L,Carlton,Fri,6-Jul-12,7:50 PM,M.C.G.,"75,890",0,,,,Port Adelaide,4.1,9.7,8.0,,,,,Port Adelaide,10.5,-37,-4,3,13,31,-23,37,21,15,61,8,,-33,63,-29,-10,-13,,Port Adelaide,9.1,,,37.0,,-5.3,,,-37.0,,,-4.0,,,,,-10.0,,-7.0,,61.0,,
2012,R18,Collingwood,174,120,W,Greater Western Sydney,Sat,28-Jul-12,4:40 PM,Sydney Showground,"8,102",0,,,,Richmond,12.0,25.8,,,,,,Richmond,-36,79,28.5,48,20,11.5,-9,83,9,18,-32,-3.7,33,,16,18,-20,-19,,Richmond,-1.5,-35.0,,,,28.5,,,79.0,,,13.5,,,,,18.0,,27.0,,,,
2012,R22,Collingwood,58,-49,L,West Coast,Sat,25-Aug-12,5:40 PM,Subiaco,"40,527",0,,,,St Kilda,-4.5,-48.3,,,,,,St Kilda,-46,22,-40,-74,54,-37,0,28,-22,-63,19.5,-37,-63,-16,,-97,-74,0.5,,St Kilda,-54.5,-37.0,,28.0,,-13.7,,,22.0,,,-18.5,,,,,,,-95.0,-35.0,,-40.0,
2012,R23,Collingwood,104,32,W,Essendon,Sat,1-Sep-12,7:40 PM,M.C.G.,"56,491",0,,,,Sydney,25.6,-3.0,-4.0,1.5,,,,Sydney,52,21,60,11,12,-11.5,5.5,57.5,55,-42.5,38,-5,29,-18,97,,-52,-4,,Sydney,48.0,,,52.0,,56.5,,,21.0,,-32.0,21.0,,,,,24.4,-15.0,-25.0,89.0,,,
2012,R7,Collingwood,116,58,W,Brisbane Lions,Sat,12-May-12,7:40 PM,Gabba,"27,926",0,,,,West Coast,25.5,43.0,69.0,,,,,West Coast,-0.5,53,69,31,50,-3,56,46,87,-9.3,54,7.5,10,20,74,52,,33.5,,West Coast,-23.5,-10.0,,0.0,,24.7,,,53.0,,,-13.0,,54.0,,,,,47.9,,,,
2012,R8,Collingwood,96,12,W,Geelong,Fri,18-May-12,7:50 PM,M.C.G.,"75,650",0,,,,Western Bulldogs,14.6,-5.2,4.0,,,,,Western Bulldogs,25,32,11,18,87,-13,-8,22,45,-70,29.5,23,13,19,-0.5,4,-33.5,,,Western Bulldogs,-38.0,,,,22.0,36.2,,,-8.0,,-8.0,-9.0,,,,,4.0,,-77.0,,,,-70.0
2012,R17,Collingwood,91,-47,L,Hawthorn,Sat,21-Jul-12,1:45 PM,M.C.G.,"83,714",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,R20,Collingwood,78,8,W,Sydney,Sat,11-Aug-12,7:40 PM,Stadium Australia,"45,827",0.2,,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2012,R16,Collingwood,110,31,W,Geelong,Sat,14-Jul-12,7:40 PM,M.C.G.,"61,717",0.4,,2016,,Adelaide,30.7,25.8,22.0,-3.0,,,,Adelaide,,138,60,28,82,52.5,-28,75,22,-3,22,28.3,36.5,36,88,-13,0,-15,,Adelaide,39.5,,,75.0,,3.7,,,,,-30.0,26.3,,,,,-36.0,,50.5,,,,
2012,R3,Collingwood,62,-60,L,Carlton,Fri,13-Apr-12,7:50 PM,M.C.G.,"84,259",0.4,,,,Brisbane Lions,-56.9,-28.3,-79.0,,,,,Brisbane Lions,-138,,-17,-78,37,-83,-64.5,-6.5,-79,-48,-63,-34,-85.5,-42,-58,-3,-56.5,-53,,Brisbane Lions,-107.5,,,-26.0,,-28.0,,,-46.5,,-69.0,-52.5,,,,,,,-64.0,,,,
2012,R10,Collingwood,149,97,W,Gold Coast,Sun,3-Jun-12,4:40 PM,M.C.G.,"36,913",0.8,,,,Carlton,-29.2,17.2,,,,,,Carlton,-60,17,,1.5,-4.5,4,19,-54,-62,-19,20,-67,2,-9,-51.5,-33,-7,-36,,Carlton,,,,-54.0,,-19.4,,,-4.0,,,-14.8,,,,,-6.0,,4.0,-62.0,,,-19.0
2012,R19,Collingwood,91,6,W,St Kilda,Sat,4-Aug-12,7:40 PM,M.C.G.,"57,873",1.4,,,,Collingwood,-8.7,-27.3,51.5,48.0,,,,Collingwood,-28,78,-1.5,,69,48,24,71,32,-1,-40.5,-40,-67,-7,-29,-80,-21.5,-12,,Collingwood,-28.0,,,,,9.3,,,78.0,,,-4.0,,,,,-80.0,,-62.0,32.0,,,
2012,SF,Collingwood,73,13,W,West Coast,Sat,15-Sep-12,7:45 PM,M.C.G.,"65,483",2,,,,Essendon,-39.2,-50.6,,,,,,Essendon,-82,-37,4.5,-69,,-79,-48,-27.5,-27,-108,13,-14,-61,-28.5,-28.5,-81,-78,-40,,Essendon,-71.5,,,-61.0,,-38.1,,,,,,-19.1,,,,,-81.0,,-78.5,,,,
2012,R14,Collingwood,107,29,W,Fremantle,Sat,30-Jun-12,1:45 PM,M.C.G.,"44,891",2.2,,,,Fremantle,-19.0,-32.3,,-34.7,,,,Fremantle,-52.5,83,-4,-48,79,,-17,-25,-55,-41,-32,-31,17,-38,-34,-90,-39.5,-22.5,,Fremantle,-33.0,,,-24.0,,-43.3,,,83.0,,,-48.0,,-32.0,,,,,-19.0,-92.0,,,-41.0
2012,R4,Collingwood,97,24,W,Port Adelaide,Sat,21-Apr-12,2:10 PM,Docklands,"30,741",2.6,,,,Geelong,26.5,27.6,,,,,,Geelong,28,64.5,-19,-24,48,17,,120,-1.5,16,111,31,48,4,-3,-37.5,44,41,,Geelong,37.0,,,,,26.4,,,60.0,,46.4,0.8,-13.0,,,,,,17.0,,,,
2012,R13,Collingwood,85,3,W,West Coast,Sat,23-Jun-12,4:40 PM,M.C.G.,"62,957",3.2,,,,Gold Coast,-10.4,-48.3,-71.0,-38.0,,,,Gold Coast,-75,6.5,54,-71,27.5,25,-120,,-49.5,-26,-37.5,-38,-23,-17,40,-38,-77,-48,,Gold Coast,,,,-4.5,-48.0,-38.5,,,-13.0,,-120.0,-9.5,,,,,,,-25.5,-91.0,,,-26.0
2012,R2,Collingwood,85,21,W,Richmond,Sat,7-Apr-12,7:40 PM,M.C.G.,"57,268",3.6,,,,Greater Western Sydney,32.1,34.3,8.3,18.0,,,,Greater Western Sydney,-22,79,62,-32,27,55,1.5,49.5,,75,-2,37,52.5,88,47,17.66666667,-1,9.5,,Greater Western Sydney,-1.5,,,8.0,,37.0,,,79.0,,-10.0,-2.0,62.3,,,,-25.0,36.0,18.0,38.7,,,
2012,R21,Collingwood,61,-30,L,North Melbourne,Sat,18-Aug-12,7:40 PM,Docklands,"44,956",4,,,,Hawthorn,10.1,24.4,,-10.0,,,,Hawthorn,3,48,19,1,108,41,-16,26,-75,,-5.5,24,22,58,3,-4.5,10.5,-10,,Hawthorn,22.0,,,,,40.0,,,48.0,,,10.4,,,,,5.0,,-25.0,-75.0,,,22.3
2012,R6,Collingwood,98,21,W,Western Bulldogs,Fri,4-May-12,7:50 PM,Docklands,"38,155",4,,,,Melbourne,4.9,-26.0,,,,,,Melbourne,-22,63,-20,40.5,-13,32,-111,37.5,2,5.5,,-5,-2.5,33,-37.5,-55,-6,-32,,Melbourne,40.0,-5.0,,73.0,,-37.5,,,,,-111.0,8.8,,32.0,,,-55.0,,-6.0,,-45.0,,
2012,R9,Collingwood,75,26,W,Adelaide,Sat,26-May-12,7:10 PM,Football Park,"44,238",7.2,,,,North Melbourne,7.3,-6.0,,-32.0,,,,North Melbourne,-28.33333333,34,67,40,14,31,-31,38,-37,-24,5,,-28,70,15,-17.5,-32,1,,North Melbourne,-47.5,22.0,,38.0,,6.8,,,34.0,,,-39.0,,,,,-26.0,,-32.0,,,,
2012,QF,Collingwood,97,-38,L,Hawthorn,Fri,7-Sep-12,7:50 PM,M.C.G.,"85,639",10.6,,,,Port Adelaide,10.0,8.9,,,,,,Port Adelaide,-36.5,85.5,-2,67,61,-17,-48,23,-52.5,-22,2.5,28,,36.5,33,-67,-8,-3,,Port Adelaide,-0.3,,,23.0,,13.0,,,94.0,,,51.0,-86.0,,,,-67.0,,-17.0,,45.0,,
2012,R5,Collingwood,80,1,W,Essendon,Wed,25-Apr-12,2:40 PM,M.C.G.,"86,932",19,,,,Richmond,-15.1,-42.8,-9.0,38.0,,,,Richmond,-36,42,9,7,28.5,38,-4,17,-88,-58,-33,-70,-36.5,,-9,-56,-68,-10,,Richmond,-38.0,-70.0,,,,-23.0,,,,,,-4.1,-88.0,,,,-113.0,,-15.0,,,,
2012,R10,Essendon,52,-6,L,Melbourne,Sat,2-Jun-12,7:40 PM,M.C.G.,"42,987",0,,,,St Kilda,-3.6,-7.2,9.0,,,,,St Kilda,-88,58,51.5,29,28.5,34,3,-40,-47,-3,37.5,-15,-33,9,,-70,-103,-21,,St Kilda,-60.5,,,-40.0,,5.0,,,,,,36.3,,,,,,,-103.0,,,,-3.0
2012,R13,Essendon,113,24,W,Fremantle,Sat,23-Jun-12,5:40 PM,Subiaco,"34,567",0,,,,Sydney,19.3,41.7,,38.0,,,,Sydney,13,3,33,80,81,90,37.5,38,-17.7,4.5,55,17.5,67,56,70,,39,-13,,Sydney,-10.0,9.0,,38.0,,65.0,,,3.0,,38.0,7.0,,,,,43.3,-36.0,90.0,-42.0,,,
2012,R15,Essendon,62,-71,L,St Kilda,Sat,7-Jul-12,7:40 PM,Docklands,"45,838",0,,,,West Coast,30.4,-4.6,,32.0,,,,West Coast,0,56.5,7,21.5,78,39.5,-44,77,1,-10.5,6,32,8,68,103,-39,,-27.5,,West Coast,18.5,,,,,-8.0,,,49.0,,-44.0,-19.3,,,,,-39.0,,39.8,1.0,,,
2012,R17,Essendon,67,-67,L,Geelong,Fri,20-Jul-12,7:50 PM,Docklands,"50,066",0,,,,Western Bulldogs,13.8,11.1,,23.0,,,,Western Bulldogs,15,53,36,12,40,22.5,-41,48,-9.5,10,32,-1,3,10,21,13,27.5,,,Western Bulldogs,3.0,,,,48.0,15.0,,,,,-25.0,24.5,,,,,4.0,,13.5,-9.5,,,
2012,R23,Essendon,72,-32,L,Collingwood,Sat,1-Sep-12,7:40 PM,M.C.G.,"56,491",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,R6,Essendon,129,67,W,Brisbane Lions,Sat,5-May-12,1:40 PM,Docklands,"36,361",0,,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2012,R7,Essendon,113,61,W,West Coast,Sat,12-May-12,7:40 PM,Docklands,"43,260",0.2,,2017,,Adelaide,22.9,34.7,,67.0,,,,Adelaide,,80,12,0,54,100,20,67,46,5,2.5,-59,50.5,14,57,-3,-29,59,,Adelaide,41.0,-59.0,,67.0,,43.0,,,80.0,,-22.0,-3.0,,46.0,,,,,-29.0,,,,
2012,R9,Essendon,119,66,W,Greater Western Sydney,Sat,26-May-12,7:40 PM,Sydney Showground,"11,887",0.2,,,,Brisbane Lions,-17.1,-45.9,-31.0,,,,,Brisbane Lions,-80,,30,-45,-9.5,57,-85,30,-60,-38,-13,-51,-61.5,-41.5,-31,-54,-68,-23,,Brisbane Lions,-40.0,,,2.0,,-21.5,,,-27.9,,,-29.0,,,,,-54.0,,-68.0,,,,-38.0
2012,R1,Essendon,104,2,W,North Melbourne,Sat,31-Mar-12,7:45 PM,Docklands,"45,818",0.6,,,,Carlton,-18.8,-14.6,-37.5,-26.0,,,,Carlton,-12,-30,,23,3.5,-35,-65,-8,1,7,-15,-17,-90,-34.5,-19,-31,-17,-20,,Carlton,-90.0,,,10.0,,-19.8,,,-30.0,,,-8.2,,,,,-81.0,,-26.0,,,,
2012,R19,Essendon,100,-4,L,Adelaide,Sun,5-Aug-12,4:10 PM,Football Park,"40,030",0.6,,,,Collingwood,0.9,-4.0,,-18.0,,,,Collingwood,0,45,-23,,-27.5,20,9,15,-3,-3,6,54,-29,-19,-14,1,8,-14,,Collingwood,-27.0,,,15.0,,16.0,,,,,,-5.2,,,,,1.0,,20.0,-3.0,,,
2012,R20,Essendon,76,-24,L,North Melbourne,Sun,12-Aug-12,4:40 PM,Docklands,"42,674",0.6,,,,Essendon,-0.7,61.0,-15.0,18.0,,,,Essendon,-54,9.5,-3.5,27.5,,-11,17,33,-16,25,-38,27,70,-15,61,-33,61,-30,,Essendon,-65.0,,,33.0,,12.8,,,27.0,,,10.7,,,,,-33.0,,-37.0,-16.0,,,
2012,R8,Essendon,128,19,W,Richmond,Sat,19-May-12,7:50 PM,M.C.G.,"80,900",1.8,,,,Fremantle,-24.3,-44.8,,13.0,,,,Fremantle,-100,-57,35,-20,11,,-22,23,-12,-52,2,4.5,-89,-51,-9,-104,-35.5,16,,Fremantle,-94.5,,,,,-5.5,,,-57.0,,-2.0,2.0,,,,,-104.0,,-15.2,-12.0,,,
2012,R18,Essendon,86,-94,L,Hawthorn,Fri,27-Jul-12,7:50 PM,Docklands,"44,899",2,,,,Geelong,6.6,20.6,,,,,,Geelong,-20,85,65,-9,-17,22,,-25,22,44.5,29,1,2,-18.5,38,6.5,-13,23,,Geelong,-41.0,,,-25.0,,33.3,,,85.0,,8.7,8.9,,,,,,,14.5,0.0,,,
2012,R14,Essendon,140,84,W,Western Bulldogs,Sat,30-Jun-12,7:40 PM,Docklands,"40,824",2.2,,,,Gold Coast,-31.8,24.7,,-67.0,,,,Gold Coast,-67,-30,8,-15,-33,-23,25,,-102,51,-35,3,-93.5,-33,-31,-67,3,-54,,Gold Coast,-115.0,,,-2.7,-54.0,-6.0,,,-58.0,-72.0,,16.0,,,,,-67.0,,-23.0,-102.0,-35.0,,
2012,R22,Essendon,57,-45,L,Richmond,Fri,24-Aug-12,7:50 PM,M.C.G.,"47,590",2.6,,,,Greater Western Sydney,11.9,-16.5,,,,,,Greater Western Sydney,-46,60,-1,3,16,12,-22,102,,0,35,42,31,-17.33333333,-23,14.5,32,25,,Greater Western Sydney,-46.0,42.0,,,,8.0,,,60.0,,-44.0,-27.5,22.7,,,,42.0,,8.0,23.4,,,0.0
2012,R4,Essendon,109,30,W,Carlton,Sat,21-Apr-12,1:45 PM,M.C.G.,"73,172",2.6,,,,Hawthorn,-16.5,8.0,,,,,,Hawthorn,-5,38,-7,3,-25,52,-44.5,-51,0,,3,27,-51,-29,-75,6,50,9,,Hawthorn,-18.5,,,-86.0,,1.0,,,,,,-10.7,,,,,6.0,,52.0,,,,-2.5
2012,R2,Essendon,111,25,W,Port Adelaide,Sat,7-Apr-12,1:45 PM,Docklands,"34,118",3.6,,,,Melbourne,9.0,-4.3,,,,,,Melbourne,-2.5,13,15,-6,38,-2,-29,35,-35,-3,,-9,23,-13,27,-35,3,57,,Melbourne,41.0,-4.0,,,,24.0,,,,,,0.9,-35.0,-46.0,,,,,3.0,,35.0,,
2012,R21,Essendon,60,-96,L,Carlton,Sat,18-Aug-12,1:45 PM,M.C.G.,"59,381",4,,,,North Melbourne,-8.0,-23.7,,,,,,North Melbourne,59,51,17,-54,-27,-4.5,-1,-3,-42,-27,9,,-70,-35,-33,-42,-43,-2,,North Melbourne,-70.0,7.0,,-19.0,,-18.9,,,51.0,,,14.0,,,,,,,-5.0,,,,-27.0
2012,R11,Essendon,82,-4,L,Sydney,Sat,9-Jun-12,7:40 PM,Docklands,"42,785",6.2,,,,Port Adelaide,16.9,12.4,90.0,,,,,Port Adelaide,-50.5,61.5,90,29,-70,89,-2,93.5,-31,51,-23,70,,-13,2,28,6.7,17,,Port Adelaide,27.5,,,,,-70.0,17.0,,83.0,72.0,-2.0,4.0,-31.0,,,,28.0,,32.0,,,,
2012,R16,Essendon,127,50,W,Port Adelaide,Sat,14-Jul-12,1:40 PM,Football Park,"17,344",8.6,,,,Richmond,8.2,42.3,,,,,,Richmond,-14,41.5,34.5,19,15,51,18.5,33,17.3,29,13,35,13,,-13,-9,11,-5,,Richmond,-31.5,,,33.0,,-1.5,,,52.0,,-14.0,24.3,,,,,,,104.0,-3.0,,,
