Year,Team 1,Team 1 Label,Team 2,Team 2 Label,Margin
2013,North Melbourne,NOR,Carlton,CAR,-1
2013,North Melbourne,NOR,Collingwood,COL,-2.5
2013,North Melbourne,NOR,Essendon,ESS,45
2013,North Melbourne,NOR,Fremantle,FRE,-38
2013,North Melbourne,NOR,Geelong,GEE,3
2013,North Melbourne,NOR,Gold Coast,GCS,-15
2013,North Melbourne,NOR,Greater Western Sydney,GWS,86
2013,North Melbourne,NOR,Hawthorn,HAW,-8.5
2013,North Melbourne,NOR,Melbourne,MEL,122
2013,North Melbourne,NOR,North Melbourne,NOR,
2013,North Melbourne,NOR,Port Adelaide,POR,10
2013,North Melbourne,NOR,Richmond,RIC,62
2013,North Melbourne,NOR,St Kilda,STK,68
2013,North Melbourne,NOR,Sydney,SYD,-39
2013,North Melbourne,NOR,West Coast,WCE,-2
2013,North Melbourne,NOR,Western Bulldogs,WBD,54
2013,Port Adelaide,POR,Adelaide,ADE,6.5
2013,Port Adelaide,POR,Brisbane Lions,BRI,9
2013,Port Adelaide,POR,Carlton,CAR,-9.5
2013,Port Adelaide,POR,Collingwood,COL,29.5
2013,Port Adelaide,POR,Essendon,ESS,-30
2013,Port Adelaide,POR,Fremantle,FRE,-74
2013,Port Adelaide,POR,Geelong,GEE,-29.7
2013,Port Adelaide,POR,Gold Coast,GCS,27.5
2013,Port Adelaide,POR,Greater Western Sydney,GWS,65.5
2013,Port Adelaide,POR,Hawthorn,HAW,-45
2013,Port Adelaide,POR,Melbourne,MEL,79
2013,Port Adelaide,POR,North Melbourne,NOR,-10
2013,Port Adelaide,POR,Port Adelaide,POR,
2013,Port Adelaide,POR,Richmond,RIC,-41
2013,Port Adelaide,POR,St Kilda,STK,5
2013,Port Adelaide,POR,Sydney,SYD,18
2013,Port Adelaide,POR,West Coast,WCE,5
2013,Port Adelaide,POR,Western Bulldogs,WBD,-9
2013,Richmond,RIC,Adelaide,ADE,38
2013,Richmond,RIC,Brisbane Lions,BRI,23
2013,Richmond,RIC,Carlton,CAR,-8.3
2013,Richmond,RIC,Collingwood,COL,-34
2013,Richmond,RIC,Essendon,ESS,5
2013,Richmond,RIC,Fremantle,FRE,13
2013,Richmond,RIC,Geelong,GEE,-44
2013,Richmond,RIC,Gold Coast,GCS,9
2013,Richmond,RIC,Greater Western Sydney,GWS,121
2013,Richmond,RIC,Hawthorn,HAW,41
2013,Richmond,RIC,Melbourne,MEL,34
2013,Richmond,RIC,North Melbourne,NOR,-62
2013,Richmond,RIC,Port Adelaide,POR,41
2013,Richmond,RIC,Richmond,RIC,
2013,Richmond,RIC,St Kilda,STK,40.5
2013,Richmond,RIC,Sydney,SYD,-47
2013,Richmond,RIC,West Coast,WCE,41
2013,Richmond,RIC,Western Bulldogs,WBD,63.5
2013,St Kilda,STK,Adelaide,ADE,-40
2013,St Kilda,STK,Brisbane Lions,BRI,-31
2013,St Kilda,STK,Carlton,CAR,-13.5
2013,St Kilda,STK,Collingwood,COL,-26
2013,St Kilda,STK,Essendon,ESS,-37
2013,St Kilda,STK,Fremantle,FRE,20.5
2013,St Kilda,STK,Geelong,GEE,-101
2013,St Kilda,STK,Gold Coast,GCS,16.5
2013,St Kilda,STK,Greater Western Sydney,GWS,72
2013,St Kilda,STK,Hawthorn,HAW,-46
2013,St Kilda,STK,Melbourne,MEL,35
2013,St Kilda,STK,North Melbourne,NOR,-68
2013,St Kilda,STK,Port Adelaide,POR,-5
2013,St Kilda,STK,Richmond,RIC,-40.5
2013,St Kilda,STK,St Kilda,STK,
2013,St Kilda,STK,Sydney,SYD,-37.5
2013,St Kilda,STK,West Coast,WCE,-4
2013,St Kilda,STK,Western Bulldogs,WBD,-9
2013,Sydney,SYD,Adelaide,ADE,77
2013,Sydney,SYD,Brisbane Lions,BRI,60
2013,Sydney,SYD,Carlton,CAR,23
2013,Sydney,SYD,Collingwood,COL,9
2013,Sydney,SYD,Essendon,ESS,44
2013,Sydney,SYD,Fremantle,FRE,-12.5
2013,Sydney,SYD,Geelong,GEE,-32.5
2013,Sydney,SYD,Gold Coast,GCS,41
2013,Sydney,SYD,Greater Western Sydney,GWS,79.5
2013,Sydney,SYD,Hawthorn,HAW,-34.3
2013,Sydney,SYD,Melbourne,MEL,31
2013,Sydney,SYD,North Melbourne,NOR,39
2013,Sydney,SYD,Port Adelaide,POR,-18
2013,Sydney,SYD,Richmond,RIC,47
2013,Sydney,SYD,St Kilda,STK,37.5
2013,Sydney,SYD,Sydney,SYD,
2013,Sydney,SYD,West Coast,WCE,34
2013,Sydney,SYD,Western Bulldogs,WBD,35
2013,West Coast,WCE,Adelaide,ADE,-40
2013,West Coast,WCE,Brisbane Lions,BRI,26
2013,West Coast,WCE,Carlton,CAR,-24
2013,West Coast,WCE,Collingwood,COL,-62
2013,West Coast,WCE,Essendon,ESS,23
2013,West Coast,WCE,Fremantle,FRE,-28
2013,West Coast,WCE,Geelong,GEE,-66
2013,West Coast,WCE,Gold Coast,GCS,17
2013,West Coast,WCE,Greater Western Sydney,GWS,100
2013,West Coast,WCE,Hawthorn,HAW,-35
2013,West Coast,WCE,Melbourne,MEL,94
2013,West Coast,WCE,North Melbourne,NOR,2
2013,West Coast,WCE,Port Adelaide,POR,-5
2013,West Coast,WCE,Richmond,RIC,-41
2013,West Coast,WCE,St Kilda,STK,4
2013,West Coast,WCE,Sydney,SYD,-34
2013,West Coast,WCE,West Coast,WCE,
2013,West Coast,WCE,Western Bulldogs,WBD,24
2013,Western Bulldogs,WBD,Adelaide,ADE,-17.5
2013,Western Bulldogs,WBD,Brisbane Lions,BRI,30.5
2013,Western Bulldogs,WBD,Carlton,CAR,28
2013,Western Bulldogs,WBD,Collingwood,COL,-34
2013,Western Bulldogs,WBD,Essendon,ESS,-31
2013,Western Bulldogs,WBD,Fremantle,FRE,-28
2013,Western Bulldogs,WBD,Geelong,GEE,-21
2013,Western Bulldogs,WBD,Gold Coast,GCS,-32
2013,Western Bulldogs,WBD,Greater Western Sydney,GWS,4
2013,Western Bulldogs,WBD,Hawthorn,HAW,-19
2013,Western Bulldogs,WBD,Melbourne,MEL,8.5
2013,Western Bulldogs,WBD,North Melbourne,NOR,-54
2013,Western Bulldogs,WBD,Port Adelaide,POR,9
2013,Western Bulldogs,WBD,Richmond,RIC,-63.5
2013,Western Bulldogs,WBD,St Kilda,STK,9
2013,Western Bulldogs,WBD,Sydney,SYD,-35
2013,Western Bulldogs,WBD,West Coast,WCE,-24
2013,Western Bulldogs,WBD,Western Bulldogs,WBD,
2014,Adelaide,ADE,Adelaide,ADE,
2014,Adelaide,ADE,Brisbane Lions,BRI,105
2014,Adelaide,ADE,Carlton,CAR,-5
2014,Adelaide,ADE,Collingwood,COL,18.5
2014,Adelaide,ADE,Essendon,ESS,-9
2014,Adelaide,ADE,Fremantle,FRE,-40
2014,Adelaide,ADE,Geelong,GEE,-38
2014,Adelaide,ADE,Gold Coast,GCS,32
2014,Adelaide,ADE,Greater Western Sydney,GWS,66.5
2014,Adelaide,ADE,Hawthorn,HAW,-12
2014,Adelaide,ADE,Melbourne,MEL,-3
2014,Adelaide,ADE,North Melbourne,NOR,14.5
2014,Adelaide,ADE,Port Adelaide,POR,-15.5
2014,Adelaide,ADE,Richmond,RIC,-10
2014,Adelaide,ADE,St Kilda,STK,82.5
2014,Adelaide,ADE,Sydney,SYD,-63
2014,Adelaide,ADE,West Coast,WCE,-31
2014,Adelaide,ADE,Western Bulldogs,WBD,9
2014,Brisbane Lions,BRI,Adelaide,ADE,-105
2014,Brisbane Lions,BRI,Brisbane Lions,BRI,
2014,Brisbane Lions,BRI,Carlton,CAR,7
2014,Brisbane Lions,BRI,Collingwood,COL,67
2014,Brisbane Lions,BRI,Essendon,ESS,-8
2014,Brisbane Lions,BRI,Fremantle,FRE,-70.5
2014,Brisbane Lions,BRI,Geelong,GEE,-43.5
2014,Brisbane Lions,BRI,Gold Coast,GCS,0.5
2014,Brisbane Lions,BRI,Greater Western Sydney,GWS,-45
2014,Brisbane Lions,BRI,Hawthorn,HAW,-48
2014,Brisbane Lions,BRI,Melbourne,MEL,23
2014,Brisbane Lions,BRI,North Melbourne,NOR,-41.5
2014,Brisbane Lions,BRI,Port Adelaide,POR,-113
2014,Brisbane Lions,BRI,Richmond,RIC,-34
2014,Brisbane Lions,BRI,St Kilda,STK,3
2014,Brisbane Lions,BRI,Sydney,SYD,-79
2014,Brisbane Lions,BRI,West Coast,WCE,-12
2014,Brisbane Lions,BRI,Western Bulldogs,WBD,8
2014,Carlton,CAR,Adelaide,ADE,5
2014,Carlton,CAR,Brisbane Lions,BRI,-7
2014,Carlton,CAR,Carlton,CAR,
2014,Carlton,CAR,Collingwood,COL,-24.5
2014,Carlton,CAR,Essendon,ESS,-40.5
2014,Carlton,CAR,Fremantle,FRE,-5
2014,Carlton,CAR,Geelong,GEE,-5.5
2014,Carlton,CAR,Gold Coast,GCS,39
2014,Carlton,CAR,Greater Western Sydney,GWS,-8
2014,Carlton,CAR,Hawthorn,HAW,-28
2014,Carlton,CAR,Melbourne,MEL,-23
2014,Carlton,CAR,North Melbourne,NOR,23
2014,Carlton,CAR,Port Adelaide,POR,-68
2014,Carlton,CAR,Richmond,RIC,-12
2014,Carlton,CAR,St Kilda,STK,58.5
2014,Carlton,CAR,Sydney,SYD,-71
2014,Carlton,CAR,West Coast,WCE,3
2014,Carlton,CAR,Western Bulldogs,WBD,28
2014,Collingwood,COL,Adelaide,ADE,-18.5
2014,Collingwood,COL,Brisbane Lions,BRI,-67
2014,Collingwood,COL,Carlton,CAR,24.5
2014,Collingwood,COL,Collingwood,COL,
2014,Collingwood,COL,Essendon,ESS,-20.5
2014,Collingwood,COL,Fremantle,FRE,-70
2014,Collingwood,COL,Geelong,GEE,-11
2014,Collingwood,COL,Gold Coast,GCS,-5
2014,Collingwood,COL,Greater Western Sydney,GWS,8
2014,Collingwood,COL,Hawthorn,HAW,-47
2014,Collingwood,COL,Melbourne,MEL,33
2014,Collingwood,COL,North Melbourne,NOR,35
2014,Collingwood,COL,Port Adelaide,POR,6
2014,Collingwood,COL,Richmond,RIC,38
2014,Collingwood,COL,St Kilda,STK,86
2014,Collingwood,COL,Sydney,SYD,20
2014,Collingwood,COL,West Coast,WCE,-26
2014,Collingwood,COL,Western Bulldogs,WBD,-8
2014,Essendon,ESS,Adelaide,ADE,9
2014,Essendon,ESS,Brisbane Lions,BRI,8
2014,Essendon,ESS,Carlton,CAR,40.5
2014,Essendon,ESS,Collingwood,COL,20.5
2014,Essendon,ESS,Essendon,ESS,
2014,Essendon,ESS,Fremantle,FRE,-53
2014,Essendon,ESS,Geelong,GEE,-9
2014,Essendon,ESS,Gold Coast,GCS,19
2014,Essendon,ESS,Greater Western Sydney,GWS,15
2014,Essendon,ESS,Hawthorn,HAW,-4
2014,Essendon,ESS,Melbourne,MEL,-1
2014,Essendon,ESS,North Melbourne,NOR,13.5
2014,Essendon,ESS,Port Adelaide,POR,2
2014,Essendon,ESS,Richmond,RIC,16
2014,Essendon,ESS,St Kilda,STK,-16
2014,Essendon,ESS,Sydney,SYD,-36
2014,Essendon,ESS,West Coast,WCE,3
2014,Essendon,ESS,Western Bulldogs,WBD,7.5
2014,Fremantle,FRE,Adelaide,ADE,40
2014,Fremantle,FRE,Brisbane Lions,BRI,70.5
2014,Fremantle,FRE,Carlton,CAR,5
2014,Fremantle,FRE,Collingwood,COL,70
2014,Fremantle,FRE,Essendon,ESS,53
2014,Fremantle,FRE,Fremantle,FRE,
2014,Fremantle,FRE,Geelong,GEE,15
2014,Fremantle,FRE,Gold Coast,GCS,48
2014,Fremantle,FRE,Greater Western Sydney,GWS,76
2014,Fremantle,FRE,Hawthorn,HAW,-19.5
2014,Fremantle,FRE,Melbourne,MEL,63
2014,Fremantle,FRE,North Melbourne,NOR,-13
2014,Fremantle,FRE,Port Adelaide,POR,-10.7
2014,Fremantle,FRE,Richmond,RIC,20
2014,Fremantle,FRE,St Kilda,STK,-58
2014,Fremantle,FRE,Sydney,SYD,-20.5
2014,Fremantle,FRE,West Coast,WCE,13
2014,Fremantle,FRE,Western Bulldogs,WBD,38
2014,Geelong,GEE,Adelaide,ADE,38
2014,Geelong,GEE,Brisbane Lions,BRI,43.5
2014,Geelong,GEE,Carlton,CAR,5.5
2014,Geelong,GEE,Collingwood,COL,11
2014,Geelong,GEE,Essendon,ESS,9
2014,Geelong,GEE,Fremantle,FRE,-15
2014,Geelong,GEE,Geelong,GEE,
2014,Geelong,GEE,Gold Coast,GCS,-40
2014,Geelong,GEE,Greater Western Sydney,GWS,7
2014,Geelong,GEE,Hawthorn,HAW,-13.3
2014,Geelong,GEE,Melbourne,MEL,66
2014,Geelong,GEE,North Melbourne,NOR,15.3
2014,Geelong,GEE,Port Adelaide,POR,-40
2014,Geelong,GEE,Richmond,RIC,5
2014,Geelong,GEE,St Kilda,STK,96
2014,Geelong,GEE,Sydney,SYD,-110
2014,Geelong,GEE,West Coast,WCE,75
2014,Geelong,GEE,Western Bulldogs,WBD,13
2014,Gold Coast,GC,Adelaide,ADE,-32
2014,Gold Coast,GC,Brisbane Lions,BRI,-0.5
2014,Gold Coast,GC,Carlton,CAR,-39
2014,Gold Coast,GC,Collingwood,COL,5
2014,Gold Coast,GC,Essendon,ESS,-19
2014,Gold Coast,GC,Fremantle,FRE,-48
2014,Gold Coast,GC,Geelong,GEE,40
2014,Gold Coast,GC,Gold Coast,GCS,
2014,Gold Coast,GC,Greater Western Sydney,GWS,40
2014,Gold Coast,GC,Hawthorn,HAW,-76
2014,Gold Coast,GC,Melbourne,MEL,8
2014,Gold Coast,GC,North Melbourne,NOR,43
2014,Gold Coast,GC,Port Adelaide,POR,-9
2014,Gold Coast,GC,Richmond,RIC,18
2014,Gold Coast,GC,St Kilda,STK,45.5
2014,Gold Coast,GC,Sydney,SYD,-35
2014,Gold Coast,GC,West Coast,WCE,-27.5
2014,Gold Coast,GC,Western Bulldogs,WBD,8.5
2014,Greater Western Sydney,GWS,Adelaide,ADE,-66.5
2014,Greater Western Sydney,GWS,Brisbane Lions,BRI,45
2014,Greater Western Sydney,GWS,Carlton,CAR,8
2014,Greater Western Sydney,GWS,Collingwood,COL,-8
2014,Greater Western Sydney,GWS,Essendon,ESS,-15
2014,Greater Western Sydney,GWS,Fremantle,FRE,-76
2014,Greater Western Sydney,GWS,Geelong,GEE,-7
2014,Greater Western Sydney,GWS,Gold Coast,GCS,-40
2014,Greater Western Sydney,GWS,Greater Western Sydney,GWS,
2014,Greater Western Sydney,GWS,Hawthorn,HAW,-7
2014,Greater Western Sydney,GWS,Melbourne,MEL,48
2014,Greater Western Sydney,GWS,North Melbourne,NOR,-75
2014,Greater Western Sydney,GWS,Port Adelaide,POR,-35
2014,Greater Western Sydney,GWS,Richmond,RIC,-70
2014,Greater Western Sydney,GWS,St Kilda,STK,-7
2014,Greater Western Sydney,GWS,Sydney,SYD,-7
2014,Greater Western Sydney,GWS,West Coast,WCE,-111
2014,Greater Western Sydney,GWS,Western Bulldogs,WBD,-10.5
2014,Hawthorn,HAW,Adelaide,ADE,12
2014,Hawthorn,HAW,Brisbane Lions,BRI,48
2014,Hawthorn,HAW,Carlton,CAR,28
2014,Hawthorn,HAW,Collingwood,COL,47
2014,Hawthorn,HAW,Essendon,ESS,4
2014,Hawthorn,HAW,Fremantle,FRE,19.5
2014,Hawthorn,HAW,Geelong,GEE,13.3
2014,Hawthorn,HAW,Gold Coast,GCS,76
2014,Hawthorn,HAW,Greater Western Sydney,GWS,7
2014,Hawthorn,HAW,Hawthorn,HAW,
2014,Hawthorn,HAW,Melbourne,MEL,50
2014,Hawthorn,HAW,North Melbourne,NOR,-20
2014,Hawthorn,HAW,Port Adelaide,POR,-5.5
2014,Hawthorn,HAW,Richmond,RIC,66
2014,Hawthorn,HAW,St Kilda,STK,145
2014,Hawthorn,HAW,Sydney,SYD,18
2014,Hawthorn,HAW,West Coast,WCE,44
2014,Hawthorn,HAW,Western Bulldogs,WBD,62
2014,Melbourne,MEL,Adelaide,ADE,3
2014,Melbourne,MEL,Brisbane Lions,BRI,-23
2014,Melbourne,MEL,Carlton,CAR,23
2014,Melbourne,MEL,Collingwood,COL,-33
2014,Melbourne,MEL,Essendon,ESS,1
2014,Melbourne,MEL,Fremantle,FRE,-63
2014,Melbourne,MEL,Geelong,GEE,-66
2014,Melbourne,MEL,Gold Coast,GCS,-8
2014,Melbourne,MEL,Greater Western Sydney,GWS,-48
2014,Melbourne,MEL,Hawthorn,HAW,-50
2014,Melbourne,MEL,Melbourne,MEL,
2014,Melbourne,MEL,North Melbourne,NOR,-35.5
2014,Melbourne,MEL,Port Adelaide,POR,-11.5
2014,Melbourne,MEL,Richmond,RIC,17
2014,Melbourne,MEL,St Kilda,STK,-17
2014,Melbourne,MEL,Sydney,SYD,-31
2014,Melbourne,MEL,West Coast,WCE,-79.5
2014,Melbourne,MEL,Western Bulldogs,WBD,-11
2014,North Melbourne,NOR,Adelaide,ADE,-14.5
2014,North Melbourne,NOR,Brisbane Lions,BRI,41.5
2014,North Melbourne,NOR,Carlton,CAR,-23
2014,North Melbourne,NOR,Collingwood,COL,-35
2014,North Melbourne,NOR,Essendon,ESS,-13.5
2014,North Melbourne,NOR,Fremantle,FRE,13
2014,North Melbourne,NOR,Geelong,GEE,-15.3
2014,North Melbourne,NOR,Gold Coast,GCS,-43
2014,North Melbourne,NOR,Greater Western Sydney,GWS,75
2014,North Melbourne,NOR,Hawthorn,HAW,20
2014,North Melbourne,NOR,Melbourne,MEL,35.5
2014,North Melbourne,NOR,North Melbourne,NOR,
2014,North Melbourne,NOR,Port Adelaide,POR,7
2014,North Melbourne,NOR,Richmond,RIC,28
2014,North Melbourne,NOR,St Kilda,STK,59
2014,North Melbourne,NOR,Sydney,SYD,-14
2014,North Melbourne,NOR,West Coast,WCE,38
2014,North Melbourne,NOR,Western Bulldogs,WBD,39.5
2014,Port Adelaide,POR,Adelaide,ADE,15.5
2014,Port Adelaide,POR,Brisbane Lions,BRI,113
2014,Port Adelaide,POR,Carlton,CAR,68
2014,Port Adelaide,POR,Collingwood,COL,-6
2014,Port Adelaide,POR,Essendon,ESS,-2
2014,Port Adelaide,POR,Fremantle,FRE,10.7
2014,Port Adelaide,POR,Geelong,GEE,40
2014,Port Adelaide,POR,Gold Coast,GCS,9
2014,Port Adelaide,POR,Greater Western Sydney,GWS,35
2014,Port Adelaide,POR,Hawthorn,HAW,5.5
2014,Port Adelaide,POR,Melbourne,MEL,11.5
2014,Port Adelaide,POR,North Melbourne,NOR,-7
2014,Port Adelaide,POR,Port Adelaide,POR,
2014,Port Adelaide,POR,Richmond,RIC,18.5
2014,Port Adelaide,POR,St Kilda,STK,70
2014,Port Adelaide,POR,Sydney,SYD,-15
2014,Port Adelaide,POR,West Coast,WCE,14
2014,Port Adelaide,POR,Western Bulldogs,WBD,72
2014,Richmond,RIC,Adelaide,ADE,10
2014,Richmond,RIC,Brisbane Lions,BRI,34
2014,Richmond,RIC,Carlton,CAR,12
2014,Richmond,RIC,Collingwood,COL,-38
2014,Richmond,RIC,Essendon,ESS,-16
2014,Richmond,RIC,Fremantle,FRE,-20
2014,Richmond,RIC,Geelong,GEE,-5
2014,Richmond,RIC,Gold Coast,GCS,-18
2014,Richmond,RIC,Greater Western Sydney,GWS,70
2014,Richmond,RIC,Hawthorn,HAW,-66
2014,Richmond,RIC,Melbourne,MEL,-17
2014,Richmond,RIC,North Melbourne,NOR,-28
2014,Richmond,RIC,Port Adelaide,POR,-18.5
2014,Richmond,RIC,Richmond,RIC,
2014,Richmond,RIC,St Kilda,STK,35
2014,Richmond,RIC,Sydney,SYD,-4
2014,Richmond,RIC,West Coast,WCE,17
2014,Richmond,RIC,Western Bulldogs,WBD,-2
2014,St Kilda,STK,Adelaide,ADE,-82.5
2014,St Kilda,STK,Brisbane Lions,BRI,-3
2014,St Kilda,STK,Carlton,CAR,-58.5
2014,St Kilda,STK,Collingwood,COL,-86
2014,St Kilda,STK,Essendon,ESS,16
2014,St Kilda,STK,Fremantle,FRE,58
2014,St Kilda,STK,Geelong,GEE,-96
2014,St Kilda,STK,Gold Coast,GCS,-45.5
2014,St Kilda,STK,Greater Western Sydney,GWS,7
2014,St Kilda,STK,Hawthorn,HAW,-145
2014,St Kilda,STK,Melbourne,MEL,17
2014,St Kilda,STK,North Melbourne,NOR,-59
2014,St Kilda,STK,Port Adelaide,POR,-70
2014,St Kilda,STK,Richmond,RIC,-35
2014,St Kilda,STK,St Kilda,STK,
2014,St Kilda,STK,Sydney,SYD,-71
2014,St Kilda,STK,West Coast,WCE,-29
2014,St Kilda,STK,Western Bulldogs,WBD,-23
2014,Sydney,SYD,Adelaide,ADE,63
2014,Sydney,SYD,Brisbane Lions,BRI,79
2014,Sydney,SYD,Carlton,CAR,71
2014,Sydney,SYD,Collingwood,COL,-20
2014,Sydney,SYD,Essendon,ESS,36
2014,Sydney,SYD,Fremantle,FRE,20.5
2014,Sydney,SYD,Geelong,GEE,110
2014,Sydney,SYD,Gold Coast,GCS,35
2014,Sydney,SYD,Greater Western Sydney,GWS,7
2014,Sydney,SYD,Hawthorn,HAW,-18
2014,Sydney,SYD,Melbourne,MEL,31
2014,Sydney,SYD,North Melbourne,NOR,14
2014,Sydney,SYD,Port Adelaide,POR,15
2014,Sydney,SYD,Richmond,RIC,4
2014,Sydney,SYD,St Kilda,STK,71
2014,Sydney,SYD,Sydney,SYD,
2014,Sydney,SYD,West Coast,WCE,28
2014,Sydney,SYD,Western Bulldogs,WBD,63
2014,West Coast,WCE,Adelaide,ADE,31
2014,West Coast,WCE,Brisbane Lions,BRI,12
2014,West Coast,WCE,Carlton,CAR,-3
2014,West Coast,WCE,Collingwood,COL,26
2014,West Coast,WCE,Essendon,ESS,-3
2014,West Coast,WCE,Fremantle,FRE,-13
2014,West Coast,WCE,Geelong,GEE,-75
2014,West Coast,WCE,Gold Coast,GCS,27.5
2014,West Coast,WCE,Greater Western Sydney,GWS,111
2014,West Coast,WCE,Hawthorn,HAW,-44
2014,West Coast,WCE,Melbourne,MEL,79.5
2014,West Coast,WCE,North Melbourne,NOR,-38
2014,West Coast,WCE,Port Adelaide,POR,-14
2014,West Coast,WCE,Richmond,RIC,-17
2014,West Coast,WCE,St Kilda,STK,29
2014,West Coast,WCE,Sydney,SYD,-28
2014,West Coast,WCE,West Coast,WCE,
2014,West Coast,WCE,Western Bulldogs,WBD,65
2014,Western Bulldogs,WBD,Adelaide,ADE,-9
2014,Western Bulldogs,WBD,Brisbane Lions,BRI,-8
2014,Western Bulldogs,WBD,Carlton,CAR,-28
2014,Western Bulldogs,WBD,Collingwood,COL,8
2014,Western Bulldogs,WBD,Essendon,ESS,-7.5
2014,Western Bulldogs,WBD,Fremantle,FRE,-38
2014,Western Bulldogs,WBD,Geelong,GEE,-13
2014,Western Bulldogs,WBD,Gold Coast,GCS,-8.5
2014,Western Bulldogs,WBD,Greater Western Sydney,GWS,10.5
2014,Western Bulldogs,WBD,Hawthorn,HAW,-62
2014,Western Bulldogs,WBD,Melbourne,MEL,11
2014,Western Bulldogs,WBD,North Melbourne,NOR,-39.5
2014,Western Bulldogs,WBD,Port Adelaide,POR,-72
2014,Western Bulldogs,WBD,Richmond,RIC,2
2014,Western Bulldogs,WBD,St Kilda,STK,23
2014,Western Bulldogs,WBD,Sydney,SYD,-63
2014,Western Bulldogs,WBD,West Coast,WCE,-65
2014,Western Bulldogs,WBD,Western Bulldogs,WBD,
2015,Adelaide,ADE,Adelaide,ADE,
2015,Adelaide,ADE,Brisbane Lions,BRI,50
2015,Adelaide,ADE,Carlton,CAR,9
2015,Adelaide,ADE,Collingwood,COL,27
2015,Adelaide,ADE,Essendon,ESS,112
2015,Adelaide,ADE,Fremantle,FRE,-11
2015,Adelaide,ADE,Geelong,GEE,-39
2015,Adelaide,ADE,Gold Coast,GCS,43
2015,Adelaide,ADE,Greater Western Sydney,GWS,-24
2015,Adelaide,ADE,Hawthorn,HAW,-51.5
2015,Adelaide,ADE,Melbourne,MEL,25
2015,Adelaide,ADE,North Melbourne,NOR,77
2015,Adelaide,ADE,Port Adelaide,POR,-10.5
2015,Adelaide,ADE,Richmond,RIC,36
2015,Adelaide,ADE,St Kilda,STK,46
2015,Adelaide,ADE,Sydney,SYD,-52
2015,Adelaide,ADE,West Coast,WCE,0.5
2015,Adelaide,ADE,Western Bulldogs,WBD,-25
2015,Brisbane Lions,BRI,Adelaide,ADE,-50
2015,Brisbane Lions,BRI,Brisbane Lions,BRI,
2015,Brisbane Lions,BRI,Carlton,CAR,36.5
2015,Brisbane Lions,BRI,Collingwood,COL,-12
2015,Brisbane Lions,BRI,Essendon,ESS,-58
2015,Brisbane Lions,BRI,Fremantle,FRE,-36
2015,Brisbane Lions,BRI,Geelong,GEE,-56
2015,Brisbane Lions,BRI,Gold Coast,GCS,-39
2015,Brisbane Lions,BRI,Greater Western Sydney,GWS,-30
2015,Brisbane Lions,BRI,Hawthorn,HAW,-72
2015,Brisbane Lions,BRI,Melbourne,MEL,-24
2015,Brisbane Lions,BRI,North Melbourne,NOR,-77
2015,Brisbane Lions,BRI,Port Adelaide,POR,37
2015,Brisbane Lions,BRI,Richmond,RIC,-79
2015,Brisbane Lions,BRI,St Kilda,STK,-22
2015,Brisbane Lions,BRI,Sydney,SYD,-21
2015,Brisbane Lions,BRI,West Coast,WCE,-53
2015,Brisbane Lions,BRI,Western Bulldogs,WBD,-32
2015,Carlton,CAR,Adelaide,ADE,-9
2015,Carlton,CAR,Brisbane Lions,BRI,-36.5
2015,Carlton,CAR,Carlton,CAR,
2015,Carlton,CAR,Collingwood,COL,-46.5
2015,Carlton,CAR,Essendon,ESS,-21
2015,Carlton,CAR,Fremantle,FRE,-42
2015,Carlton,CAR,Geelong,GEE,-77
2015,Carlton,CAR,Gold Coast,GCS,34
2015,Carlton,CAR,Greater Western Sydney,GWS,-79.5
2015,Carlton,CAR,Hawthorn,HAW,-97.5
2015,Carlton,CAR,Melbourne,MEL,23
2015,Carlton,CAR,North Melbourne,NOR,-64
2015,Carlton,CAR,Port Adelaide,POR,4
2015,Carlton,CAR,Richmond,RIC,-28.5
2015,Carlton,CAR,St Kilda,STK,40
2015,Carlton,CAR,Sydney,SYD,-60
2015,Carlton,CAR,West Coast,WCE,-69
2015,Carlton,CAR,Western Bulldogs,WBD,-11
2015,Collingwood,COL,Adelaide,ADE,-27
2015,Collingwood,COL,Brisbane Lions,BRI,12
2015,Collingwood,COL,Carlton,CAR,46.5
2015,Collingwood,COL,Collingwood,COL,
2015,Collingwood,COL,Essendon,ESS,8.5
2015,Collingwood,COL,Fremantle,FRE,-7
2015,Collingwood,COL,Geelong,GEE,3.5
2015,Collingwood,COL,Gold Coast,GCS,69
2015,Collingwood,COL,Greater Western Sydney,GWS,42
2015,Collingwood,COL,Hawthorn,HAW,-10
2015,Collingwood,COL,Melbourne,MEL,-6
2015,Collingwood,COL,North Melbourne,NOR,17
2015,Collingwood,COL,Port Adelaide,POR,-3
2015,Collingwood,COL,Richmond,RIC,-48
2015,Collingwood,COL,St Kilda,STK,74
2015,Collingwood,COL,Sydney,SYD,-11
2015,Collingwood,COL,West Coast,WCE,-31
2015,Collingwood,COL,Western Bulldogs,WBD,-18
2015,Essendon,ESS,Adelaide,ADE,-112
2015,Essendon,ESS,Brisbane Lions,BRI,58
2015,Essendon,ESS,Carlton,CAR,21
2015,Essendon,ESS,Collingwood,COL,-8.5
2015,Essendon,ESS,Essendon,ESS,
2015,Essendon,ESS,Fremantle,FRE,-28
2015,Essendon,ESS,Geelong,GEE,-69
2015,Essendon,ESS,Gold Coast,GCS,-2
2015,Essendon,ESS,Greater Western Sydney,GWS,-32
