Year,Team 1,Team 1 Label,Team 2,Team 2 Label,Margin
2016,Sydney,SYD,West Coast,WCE,39
2016,Sydney,SYD,Western Bulldogs,WBD,-13
2016,West Coast,WCE,Adelaide,ADE,0
2016,West Coast,WCE,Brisbane Lions,BRI,56.5
2016,West Coast,WCE,Carlton,CAR,7
2016,West Coast,WCE,Collingwood,COL,21.5
2016,West Coast,WCE,Essendon,ESS,78
2016,West Coast,WCE,Fremantle,FRE,39.5
2016,West Coast,WCE,Geelong,GEE,-44
2016,West Coast,WCE,Gold Coast,GCS,77
2016,West Coast,WCE,Greater Western Sydney,GWS,1
2016,West Coast,WCE,Hawthorn,HAW,-10.5
2016,West Coast,WCE,Melbourne,MEL,6
2016,West Coast,WCE,North Melbourne,NOR,32
2016,West Coast,WCE,Port Adelaide,POR,8
2016,West Coast,WCE,Richmond,RIC,68
2016,West Coast,WCE,St Kilda,STK,103
2016,West Coast,WCE,Sydney,SYD,-39
2016,West Coast,WCE,West Coast,WCE,
2016,West Coast,WCE,Western Bulldogs,WBD,-27.5
2016,Western Bulldogs,WBD,Adelaide,ADE,15
2016,Western Bulldogs,WBD,Brisbane Lions,BRI,53
2016,Western Bulldogs,WBD,Carlton,CAR,36
2016,Western Bulldogs,WBD,Collingwood,COL,12
2016,Western Bulldogs,WBD,Essendon,ESS,40
2016,Western Bulldogs,WBD,Fremantle,FRE,22.5
2016,Western Bulldogs,WBD,Geelong,GEE,-41
2016,Western Bulldogs,WBD,Gold Coast,GCS,48
2016,Western Bulldogs,WBD,Greater Western Sydney,GWS,-9.5
2016,Western Bulldogs,WBD,Hawthorn,HAW,10
2016,Western Bulldogs,WBD,Melbourne,MEL,32
2016,Western Bulldogs,WBD,North Melbourne,NOR,-1
2016,Western Bulldogs,WBD,Port Adelaide,POR,3
2016,Western Bulldogs,WBD,Richmond,RIC,10
2016,Western Bulldogs,WBD,St Kilda,STK,21
2016,Western Bulldogs,WBD,Sydney,SYD,13
2016,Western Bulldogs,WBD,West Coast,WCE,27.5
2016,Western Bulldogs,WBD,Western Bulldogs,WBD,
2017,Adelaide,ADE,Adelaide,ADE,
2017,Adelaide,ADE,Brisbane Lions,BRI,80
2017,Adelaide,ADE,Carlton,CAR,12
2017,Adelaide,ADE,Collingwood,COL,0
2017,Adelaide,ADE,Essendon,ESS,54
2017,Adelaide,ADE,Fremantle,FRE,100
2017,Adelaide,ADE,Geelong,GEE,20
2017,Adelaide,ADE,Gold Coast,GCS,67
2017,Adelaide,ADE,Greater Western Sydney,GWS,46
2017,Adelaide,ADE,Hawthorn,HAW,5
2017,Adelaide,ADE,Melbourne,MEL,2.5
2017,Adelaide,ADE,North Melbourne,NOR,-59
2017,Adelaide,ADE,Port Adelaide,POR,50.5
2017,Adelaide,ADE,Richmond,RIC,14
2017,Adelaide,ADE,St Kilda,STK,57
2017,Adelaide,ADE,Sydney,SYD,-3
2017,Adelaide,ADE,West Coast,WCE,-29
2017,Adelaide,ADE,Western Bulldogs,WBD,59
2017,Brisbane Lions,BRI,Adelaide,ADE,-80
2017,Brisbane Lions,BRI,Brisbane Lions,BRI,
2017,Brisbane Lions,BRI,Carlton,CAR,30
2017,Brisbane Lions,BRI,Collingwood,COL,-45
2017,Brisbane Lions,BRI,Essendon,ESS,-9.5
2017,Brisbane Lions,BRI,Fremantle,FRE,57
2017,Brisbane Lions,BRI,Geelong,GEE,-85
2017,Brisbane Lions,BRI,Gold Coast,GCS,30
2017,Brisbane Lions,BRI,Greater Western Sydney,GWS,-60
2017,Brisbane Lions,BRI,Hawthorn,HAW,-38
2017,Brisbane Lions,BRI,Melbourne,MEL,-13
2017,Brisbane Lions,BRI,North Melbourne,NOR,-51
2017,Brisbane Lions,BRI,Port Adelaide,POR,-61.5
2017,Brisbane Lions,BRI,Richmond,RIC,-41.5
2017,Brisbane Lions,BRI,St Kilda,STK,-31
2017,Brisbane Lions,BRI,Sydney,SYD,-54
2017,Brisbane Lions,BRI,West Coast,WCE,-68
2017,Brisbane Lions,BRI,Western Bulldogs,WBD,-23
2017,Carlton,CAR,Adelaide,ADE,-12
2017,Carlton,CAR,Brisbane Lions,BRI,-30
2017,Carlton,CAR,Carlton,CAR,
2017,Carlton,CAR,Collingwood,COL,23
2017,Carlton,CAR,Essendon,ESS,3.5
2017,Carlton,CAR,Fremantle,FRE,-35
2017,Carlton,CAR,Geelong,GEE,-65
2017,Carlton,CAR,Gold Coast,GCS,-8
2017,Carlton,CAR,Greater Western Sydney,GWS,1
2017,Carlton,CAR,Hawthorn,HAW,7
2017,Carlton,CAR,Melbourne,MEL,-15
2017,Carlton,CAR,North Melbourne,NOR,-17
2017,Carlton,CAR,Port Adelaide,POR,-90
2017,Carlton,CAR,Richmond,RIC,-34.5
2017,Carlton,CAR,St Kilda,STK,-19
2017,Carlton,CAR,Sydney,SYD,-31
2017,Carlton,CAR,West Coast,WCE,-17
2017,Carlton,CAR,Western Bulldogs,WBD,-20
2017,Collingwood,COL,Adelaide,ADE,0
2017,Collingwood,COL,Brisbane Lions,BRI,45
2017,Collingwood,COL,Carlton,CAR,-23
2017,Collingwood,COL,Collingwood,COL,
2017,Collingwood,COL,Essendon,ESS,-27.5
2017,Collingwood,COL,Fremantle,FRE,20
2017,Collingwood,COL,Geelong,GEE,9
2017,Collingwood,COL,Gold Coast,GCS,15
2017,Collingwood,COL,Greater Western Sydney,GWS,-3
2017,Collingwood,COL,Hawthorn,HAW,-3
2017,Collingwood,COL,Melbourne,MEL,6
2017,Collingwood,COL,North Melbourne,NOR,54
2017,Collingwood,COL,Port Adelaide,POR,-29
2017,Collingwood,COL,Richmond,RIC,-19
2017,Collingwood,COL,St Kilda,STK,-14
2017,Collingwood,COL,Sydney,SYD,1
2017,Collingwood,COL,West Coast,WCE,8
2017,Collingwood,COL,Western Bulldogs,WBD,-14
2017,Essendon,ESS,Adelaide,ADE,-54
2017,Essendon,ESS,Brisbane Lions,BRI,9.5
2017,Essendon,ESS,Carlton,CAR,-3.5
2017,Essendon,ESS,Collingwood,COL,27.5
2017,Essendon,ESS,Essendon,ESS,
2017,Essendon,ESS,Fremantle,FRE,-11
2017,Essendon,ESS,Geelong,GEE,17
2017,Essendon,ESS,Gold Coast,GCS,33
2017,Essendon,ESS,Greater Western Sydney,GWS,-16
2017,Essendon,ESS,Hawthorn,HAW,25
2017,Essendon,ESS,Melbourne,MEL,-38
2017,Essendon,ESS,North Melbourne,NOR,27
2017,Essendon,ESS,Port Adelaide,POR,70
2017,Essendon,ESS,Richmond,RIC,-15
2017,Essendon,ESS,St Kilda,STK,61
2017,Essendon,ESS,Sydney,SYD,-33
2017,Essendon,ESS,West Coast,WCE,61
2017,Essendon,ESS,Western Bulldogs,WBD,-30
2017,Fremantle,FRE,Adelaide,ADE,-100
2017,Fremantle,FRE,Brisbane Lions,BRI,-57
2017,Fremantle,FRE,Carlton,CAR,35
2017,Fremantle,FRE,Collingwood,COL,-20
2017,Fremantle,FRE,Essendon,ESS,11
2017,Fremantle,FRE,Fremantle,FRE,
2017,Fremantle,FRE,Geelong,GEE,-22
2017,Fremantle,FRE,Gold Coast,GCS,23
2017,Fremantle,FRE,Greater Western Sydney,GWS,-12
2017,Fremantle,FRE,Hawthorn,HAW,-52
2017,Fremantle,FRE,Melbourne,MEL,2
2017,Fremantle,FRE,North Melbourne,NOR,4.5
2017,Fremantle,FRE,Port Adelaide,POR,-89
2017,Fremantle,FRE,Richmond,RIC,-51
2017,Fremantle,FRE,St Kilda,STK,-9
2017,Fremantle,FRE,Sydney,SYD,-104
2017,Fremantle,FRE,West Coast,WCE,-35.5
2017,Fremantle,FRE,Western Bulldogs,WBD,16
2017,Geelong,GEE,Adelaide,ADE,-20
2017,Geelong,GEE,Brisbane Lions,BRI,85
2017,Geelong,GEE,Carlton,CAR,65
2017,Geelong,GEE,Collingwood,COL,-9
2017,Geelong,GEE,Essendon,ESS,-17
2017,Geelong,GEE,Fremantle,FRE,22
2017,Geelong,GEE,Geelong,GEE,
2017,Geelong,GEE,Gold Coast,GCS,-25
2017,Geelong,GEE,Greater Western Sydney,GWS,22
2017,Geelong,GEE,Hawthorn,HAW,44.5
2017,Geelong,GEE,Melbourne,MEL,29
2017,Geelong,GEE,North Melbourne,NOR,1
2017,Geelong,GEE,Port Adelaide,POR,2
2017,Geelong,GEE,Richmond,RIC,-18.5
2017,Geelong,GEE,St Kilda,STK,38
2017,Geelong,GEE,Sydney,SYD,6.5
2017,Geelong,GEE,West Coast,WCE,-13
2017,Geelong,GEE,Western Bulldogs,WBD,23
2017,Gold Coast,GC,Adelaide,ADE,-67
2017,Gold Coast,GC,Brisbane Lions,BRI,-30
2017,Gold Coast,GC,Carlton,CAR,8
2017,Gold Coast,GC,Collingwood,COL,-15
2017,Gold Coast,GC,Essendon,ESS,-33
2017,Gold Coast,GC,Fremantle,FRE,-23
2017,Gold Coast,GC,Geelong,GEE,25
2017,Gold Coast,GC,Gold Coast,GCS,
2017,Gold Coast,GC,Greater Western Sydney,GWS,-102
2017,Gold Coast,GC,Hawthorn,HAW,51
2017,Gold Coast,GC,Melbourne,MEL,-35
2017,Gold Coast,GC,North Melbourne,NOR,3
2017,Gold Coast,GC,Port Adelaide,POR,-93.5
2017,Gold Coast,GC,Richmond,RIC,-33
2017,Gold Coast,GC,St Kilda,STK,-31
2017,Gold Coast,GC,Sydney,SYD,-67
2017,Gold Coast,GC,West Coast,WCE,3
2017,Gold Coast,GC,Western Bulldogs,WBD,-54
2017,Greater Western Sydney,GWS,Adelaide,ADE,-46
2017,Greater Western Sydney,GWS,Brisbane Lions,BRI,60
2017,Greater Western Sydney,GWS,Carlton,CAR,-1
2017,Greater Western Sydney,GWS,Collingwood,COL,3
2017,Greater Western Sydney,GWS,Essendon,ESS,16
2017,Greater Western Sydney,GWS,Fremantle,FRE,12
2017,Greater Western Sydney,GWS,Geelong,GEE,-22
2017,Greater Western Sydney,GWS,Gold Coast,GCS,102
2017,Greater Western Sydney,GWS,Greater Western Sydney,GWS,
2017,Greater Western Sydney,GWS,Hawthorn,HAW,0
2017,Greater Western Sydney,GWS,Melbourne,MEL,35
2017,Greater Western Sydney,GWS,North Melbourne,NOR,42
2017,Greater Western Sydney,GWS,Port Adelaide,POR,31
2017,Greater Western Sydney,GWS,Richmond,RIC,-17.33333333
2017,Greater Western Sydney,GWS,St Kilda,STK,-23
2017,Greater Western Sydney,GWS,Sydney,SYD,14.5
2017,Greater Western Sydney,GWS,West Coast,WCE,32
2017,Greater Western Sydney,GWS,Western Bulldogs,WBD,25
2017,Hawthorn,HAW,Adelaide,ADE,-5
2017,Hawthorn,HAW,Brisbane Lions,BRI,38
2017,Hawthorn,HAW,Carlton,CAR,-7
2017,Hawthorn,HAW,Collingwood,COL,3
2017,Hawthorn,HAW,Essendon,ESS,-25
2017,Hawthorn,HAW,Fremantle,FRE,52
2017,Hawthorn,HAW,Geelong,GEE,-44.5
2017,Hawthorn,HAW,Gold Coast,GCS,-51
2017,Hawthorn,HAW,Greater Western Sydney,GWS,0
2017,Hawthorn,HAW,Hawthorn,HAW,
2017,Hawthorn,HAW,Melbourne,MEL,3
2017,Hawthorn,HAW,North Melbourne,NOR,27
2017,Hawthorn,HAW,Port Adelaide,POR,-51
2017,Hawthorn,HAW,Richmond,RIC,-29
2017,Hawthorn,HAW,St Kilda,STK,-75
2017,Hawthorn,HAW,Sydney,SYD,6
2017,Hawthorn,HAW,West Coast,WCE,50
2017,Hawthorn,HAW,Western Bulldogs,WBD,9
2017,Melbourne,MEL,Adelaide,ADE,-2.5
2017,Melbourne,MEL,Brisbane Lions,BRI,13
2017,Melbourne,MEL,Carlton,CAR,15
2017,Melbourne,MEL,Collingwood,COL,-6
2017,Melbourne,MEL,Essendon,ESS,38
2017,Melbourne,MEL,Fremantle,FRE,-2
2017,Melbourne,MEL,Geelong,GEE,-29
2017,Melbourne,MEL,Gold Coast,GCS,35
2017,Melbourne,MEL,Greater Western Sydney,GWS,-35
2017,Melbourne,MEL,Hawthorn,HAW,-3
2017,Melbourne,MEL,Melbourne,MEL,
2017,Melbourne,MEL,North Melbourne,NOR,-9
2017,Melbourne,MEL,Port Adelaide,POR,23
2017,Melbourne,MEL,Richmond,RIC,-13
2017,Melbourne,MEL,St Kilda,STK,27
2017,Melbourne,MEL,Sydney,SYD,-35
2017,Melbourne,MEL,West Coast,WCE,3
2017,Melbourne,MEL,Western Bulldogs,WBD,57
2017,North Melbourne,NOR,Adelaide,ADE,59
2017,North Melbourne,NOR,Brisbane Lions,BRI,51
2017,North Melbourne,NOR,Carlton,CAR,17
2017,North Melbourne,NOR,Collingwood,COL,-54
2017,North Melbourne,NOR,Essendon,ESS,-27
2017,North Melbourne,NOR,Fremantle,FRE,-4.5
2017,North Melbourne,NOR,Geelong,GEE,-1
2017,North Melbourne,NOR,Gold Coast,GCS,-3
2017,North Melbourne,NOR,Greater Western Sydney,GWS,-42
2017,North Melbourne,NOR,Hawthorn,HAW,-27
2017,North Melbourne,NOR,Melbourne,MEL,9
2017,North Melbourne,NOR,North Melbourne,NOR,
2017,North Melbourne,NOR,Port Adelaide,POR,-70
2017,North Melbourne,NOR,Richmond,RIC,-35
2017,North Melbourne,NOR,St Kilda,STK,-33
2017,North Melbourne,NOR,Sydney,SYD,-42
2017,North Melbourne,NOR,West Coast,WCE,-43
2017,North Melbourne,NOR,Western Bulldogs,WBD,-2
2017,Port Adelaide,POR,Adelaide,ADE,-50.5
2017,Port Adelaide,POR,Brisbane Lions,BRI,61.5
2017,Port Adelaide,POR,Carlton,CAR,90
2017,Port Adelaide,POR,Collingwood,COL,29
2017,Port Adelaide,POR,Essendon,ESS,-70
2017,Port Adelaide,POR,Fremantle,FRE,89
2017,Port Adelaide,POR,Geelong,GEE,-2
2017,Port Adelaide,POR,Gold Coast,GCS,93.5
2017,Port Adelaide,POR,Greater Western Sydney,GWS,-31
2017,Port Adelaide,POR,Hawthorn,HAW,51
2017,Port Adelaide,POR,Melbourne,MEL,-23
2017,Port Adelaide,POR,North Melbourne,NOR,70
2017,Port Adelaide,POR,Port Adelaide,POR,
2017,Port Adelaide,POR,Richmond,RIC,-13
2017,Port Adelaide,POR,St Kilda,STK,2
2017,Port Adelaide,POR,Sydney,SYD,28
2017,Port Adelaide,POR,West Coast,WCE,6.7
2017,Port Adelaide,POR,Western Bulldogs,WBD,17
2017,Richmond,RIC,Adelaide,ADE,-14
2017,Richmond,RIC,Brisbane Lions,BRI,41.5
2017,Richmond,RIC,Carlton,CAR,34.5
2017,Richmond,RIC,Collingwood,COL,19
2017,Richmond,RIC,Essendon,ESS,15
2017,Richmond,RIC,Fremantle,FRE,51
2017,Richmond,RIC,Geelong,GEE,18.5
2017,Richmond,RIC,Gold Coast,GCS,33
2017,Richmond,RIC,Greater Western Sydney,GWS,17.3
2017,Richmond,RIC,Hawthorn,HAW,29
2017,Richmond,RIC,Melbourne,MEL,13
2017,Richmond,RIC,North Melbourne,NOR,35
2017,Richmond,RIC,Port Adelaide,POR,13
2017,Richmond,RIC,Richmond,RIC,
2017,Richmond,RIC,St Kilda,STK,-13
2017,Richmond,RIC,Sydney,SYD,-9
2017,Richmond,RIC,West Coast,WCE,11
2017,Richmond,RIC,Western Bulldogs,WBD,-5
2017,St Kilda,STK,Adelaide,ADE,-57
2017,St Kilda,STK,Brisbane Lions,BRI,31
2017,St Kilda,STK,Carlton,CAR,19
2017,St Kilda,STK,Collingwood,COL,14
2017,St Kilda,STK,Essendon,ESS,-61
2017,St Kilda,STK,Fremantle,FRE,9
2017,St Kilda,STK,Geelong,GEE,-38
2017,St Kilda,STK,Gold Coast,GCS,31
2017,St Kilda,STK,Greater Western Sydney,GWS,23
2017,St Kilda,STK,Hawthorn,HAW,75
2017,St Kilda,STK,Melbourne,MEL,-27
2017,St Kilda,STK,North Melbourne,NOR,33
2017,St Kilda,STK,Port Adelaide,POR,-2
2017,St Kilda,STK,Richmond,RIC,13
2017,St Kilda,STK,St Kilda,STK,
2017,St Kilda,STK,Sydney,SYD,-46
2017,St Kilda,STK,West Coast,WCE,-5.5
2017,St Kilda,STK,Western Bulldogs,WBD,-40
2017,Sydney,SYD,Adelaide,ADE,3
2017,Sydney,SYD,Brisbane Lions,BRI,54
2017,Sydney,SYD,Carlton,CAR,31
2017,Sydney,SYD,Collingwood,COL,-1
2017,Sydney,SYD,Essendon,ESS,33
2017,Sydney,SYD,Fremantle,FRE,104
2017,Sydney,SYD,Geelong,GEE,-6.5
2017,Sydney,SYD,Gold Coast,GCS,67
2017,Sydney,SYD,Greater Western Sydney,GWS,-14.5
2017,Sydney,SYD,Hawthorn,HAW,-6
2017,Sydney,SYD,Melbourne,MEL,35
2017,Sydney,SYD,North Melbourne,NOR,42
2017,Sydney,SYD,Port Adelaide,POR,-28
2017,Sydney,SYD,Richmond,RIC,9
2017,Sydney,SYD,St Kilda,STK,46
2017,Sydney,SYD,Sydney,SYD,
2017,Sydney,SYD,West Coast,WCE,-26
2017,Sydney,SYD,Western Bulldogs,WBD,11.5
2017,West Coast,WCE,Adelaide,ADE,29
2017,West Coast,WCE,Brisbane Lions,BRI,68
2017,West Coast,WCE,Carlton,CAR,17
2017,West Coast,WCE,Collingwood,COL,-8
2017,West Coast,WCE,Essendon,ESS,-61
2017,West Coast,WCE,Fremantle,FRE,35.5
2017,West Coast,WCE,Geelong,GEE,13
2017,West Coast,WCE,Gold Coast,GCS,-3
2017,West Coast,WCE,Greater Western Sydney,GWS,-32
2017,West Coast,WCE,Hawthorn,HAW,-50
2017,West Coast,WCE,Melbourne,MEL,-3
2017,West Coast,WCE,North Melbourne,NOR,43
2017,West Coast,WCE,Port Adelaide,POR,-6.7
2017,West Coast,WCE,Richmond,RIC,-11
2017,West Coast,WCE,St Kilda,STK,5.5
2017,West Coast,WCE,Sydney,SYD,26
2017,West Coast,WCE,West Coast,WCE,
2017,West Coast,WCE,Western Bulldogs,WBD,7.5
2017,Western Bulldogs,WBD,Adelaide,ADE,-59
2017,Western Bulldogs,WBD,Brisbane Lions,BRI,23
2017,Western Bulldogs,WBD,Carlton,CAR,20
2017,Western Bulldogs,WBD,Collingwood,COL,14
2017,Western Bulldogs,WBD,Essendon,ESS,30
2017,Western Bulldogs,WBD,Fremantle,FRE,-16
2017,Western Bulldogs,WBD,Geelong,GEE,-23
2017,Western Bulldogs,WBD,Gold Coast,GCS,54
2017,Western Bulldogs,WBD,Greater Western Sydney,GWS,-25
2017,Western Bulldogs,WBD,Hawthorn,HAW,-9
2017,Western Bulldogs,WBD,Melbourne,MEL,-57
2017,Western Bulldogs,WBD,North Melbourne,NOR,2
2017,Western Bulldogs,WBD,Port Adelaide,POR,-17
2017,Western Bulldogs,WBD,Richmond,RIC,5
2017,Western Bulldogs,WBD,St Kilda,STK,40
2017,Western Bulldogs,WBD,Sydney,SYD,-11.5
2017,Western Bulldogs,WBD,West Coast,WCE,-7.5
2017,Western Bulldogs,WBD,Western Bulldogs,WBD,
2018,Adelaide,ADE,Adelaide,ADE,
2018,Adelaide,ADE,Brisbane Lions,BRI,5
2018,Adelaide,ADE,Carlton,CAR,79.5
2018,Adelaide,ADE,Collingwood,COL,-48
2018,Adelaide,ADE,Essendon,ESS,-12
2018,Adelaide,ADE,Fremantle,FRE,-3
2018,Adelaide,ADE,Geelong,GEE,15
2018,Adelaide,ADE,Gold Coast,GCS,48
2018,Adelaide,ADE,Greater Western Sydney,GWS,-15
2018,Adelaide,ADE,Hawthorn,HAW,-56
2018,Adelaide,ADE,Melbourne,MEL,-52
2018,Adelaide,ADE,North Melbourne,NOR,9
2018,Adelaide,ADE,Port Adelaide,POR,-1
2018,Adelaide,ADE,Richmond,RIC,-5.5
2018,Adelaide,ADE,St Kilda,STK,49
2018,Adelaide,ADE,Sydney,SYD,10
2018,Adelaide,ADE,West Coast,WCE,10
2018,Adelaide,ADE,Western Bulldogs,WBD,37
2018,Brisbane Lions,BRI,Adelaide,ADE,-5
2018,Brisbane Lions,BRI,Brisbane Lions,BRI,
2018,Brisbane Lions,BRI,Carlton,CAR,65
2018,Brisbane Lions,BRI,Collingwood,COL,-19
2018,Brisbane Lions,BRI,Essendon,ESS,-22
2018,Brisbane Lions,BRI,Fremantle,FRE,55
2018,Brisbane Lions,BRI,Geelong,GEE,-42
2018,Brisbane Lions,BRI,Gold Coast,GCS,-0.5
2018,Brisbane Lions,BRI,Greater Western Sydney,GWS,-30.5
2018,Brisbane Lions,BRI,Hawthorn,HAW,44.5
2018,Brisbane Lions,BRI,Melbourne,MEL,-26
2018,Brisbane Lions,BRI,North Melbourne,NOR,-28.5
2018,Brisbane Lions,BRI,Port Adelaide,POR,-5
2018,Brisbane Lions,BRI,Richmond,RIC,-93
2018,Brisbane Lions,BRI,St Kilda,STK,-25
2018,Brisbane Lions,BRI,Sydney,SYD,-18
2018,Brisbane Lions,BRI,West Coast,WCE,-26
2018,Brisbane Lions,BRI,Western Bulldogs,WBD,-14
2018,Carlton,CAR,Adelaide,ADE,-79.5
2018,Carlton,CAR,Brisbane Lions,BRI,-65
2018,Carlton,CAR,Carlton,CAR,
2018,Carlton,CAR,Collingwood,COL,-22
2018,Carlton,CAR,Essendon,ESS,13
2018,Carlton,CAR,Fremantle,FRE,-43
2018,Carlton,CAR,Geelong,GEE,-28
2018,Carlton,CAR,Gold Coast,GCS,0.5
2018,Carlton,CAR,Greater Western Sydney,GWS,-105
2018,Carlton,CAR,Hawthorn,HAW,-72
2018,Carlton,CAR,Melbourne,MEL,-109
2018,Carlton,CAR,North Melbourne,NOR,-86
2018,Carlton,CAR,Port Adelaide,POR,-21
2018,Carlton,CAR,Richmond,RIC,-26
2018,Carlton,CAR,St Kilda,STK,-64
2018,Carlton,CAR,Sydney,SYD,-30
2018,Carlton,CAR,West Coast,WCE,-10
2018,Carlton,CAR,Western Bulldogs,WBD,-19
2018,Collingwood,COL,Adelaide,ADE,48
2018,Collingwood,COL,Brisbane Lions,BRI,19
2018,Collingwood,COL,Carlton,CAR,22
2018,Collingwood,COL,Collingwood,COL,
2018,Collingwood,COL,Essendon,ESS,32.5
2018,Collingwood,COL,Fremantle,FRE,35
2018,Collingwood,COL,Geelong,GEE,-21
2018,Collingwood,COL,Gold Coast,GCS,39
2018,Collingwood,COL,Greater Western Sydney,GWS,-3
2018,Collingwood,COL,Hawthorn,HAW,-34
2018,Collingwood,COL,Melbourne,MEL,42
2018,Collingwood,COL,North Melbourne,NOR,66
2018,Collingwood,COL,Port Adelaide,POR,51
2018,Collingwood,COL,Richmond,RIC,-10.7
2018,Collingwood,COL,St Kilda,STK,28
2018,Collingwood,COL,Sydney,SYD,-2
2018,Collingwood,COL,West Coast,WCE,-18.7
2018,Collingwood,COL,Western Bulldogs,WBD,35
2018,Essendon,ESS,Adelaide,ADE,12
2018,Essendon,ESS,Brisbane Lions,BRI,22
2018,Essendon,ESS,Carlton,CAR,-13
2018,Essendon,ESS,Collingwood,COL,-32.5
2018,Essendon,ESS,Essendon,ESS,
2018,Essendon,ESS,Fremantle,FRE,6.5
2018,Essendon,ESS,Geelong,GEE,34
2018,Essendon,ESS,Gold Coast,GCS,44
2018,Essendon,ESS,Greater Western Sydney,GWS,35
2018,Essendon,ESS,Hawthorn,HAW,-13.5
2018,Essendon,ESS,Melbourne,MEL,-36
2018,Essendon,ESS,North Melbourne,NOR,17
2018,Essendon,ESS,Port Adelaide,POR,22
2018,Essendon,ESS,Richmond,RIC,-39.5
2018,Essendon,ESS,St Kilda,STK,43
2018,Essendon,ESS,Sydney,SYD,43
2018,Essendon,ESS,West Coast,WCE,28
2018,Essendon,ESS,Western Bulldogs,WBD,-21
2018,Fremantle,FRE,Adelaide,ADE,3
2018,Fremantle,FRE,Brisbane Lions,BRI,-55
2018,Fremantle,FRE,Carlton,CAR,43
2018,Fremantle,FRE,Collingwood,COL,-35
2018,Fremantle,FRE,Essendon,ESS,-6.5
2018,Fremantle,FRE,Fremantle,FRE,
2018,Fremantle,FRE,Geelong,GEE,-133
2018,Fremantle,FRE,Gold Coast,GCS,28
2018,Fremantle,FRE,Greater Western Sydney,GWS,-31
2018,Fremantle,FRE,Hawthorn,HAW,-59
2018,Fremantle,FRE,Melbourne,MEL,-54
2018,Fremantle,FRE,North Melbourne,NOR,-28
2018,Fremantle,FRE,Port Adelaide,POR,-20.5
2018,Fremantle,FRE,Richmond,RIC,-77
2018,Fremantle,FRE,St Kilda,STK,30
2018,Fremantle,FRE,Sydney,SYD,-59
2018,Fremantle,FRE,West Coast,WCE,-33
2018,Fremantle,FRE,Western Bulldogs,WBD,54
2018,Geelong,GEE,Adelaide,ADE,-15
2018,Geelong,GEE,Brisbane Lions,BRI,42
2018,Geelong,GEE,Carlton,CAR,28
2018,Geelong,GEE,Collingwood,COL,21
2018,Geelong,GEE,Essendon,ESS,-34
2018,Geelong,GEE,Fremantle,FRE,133
2018,Geelong,GEE,Geelong,GEE,
2018,Geelong,GEE,Gold Coast,GCS,93.5
2018,Geelong,GEE,Greater Western Sydney,GWS,61
2018,Geelong,GEE,Hawthorn,HAW,-6
2018,Geelong,GEE,Melbourne,MEL,-8
2018,Geelong,GEE,North Melbourne,NOR,37
2018,Geelong,GEE,Port Adelaide,POR,34
2018,Geelong,GEE,Richmond,RIC,-10.5
2018,Geelong,GEE,St Kilda,STK,47
2018,Geelong,GEE,Sydney,SYD,-2.5
2018,Geelong,GEE,West Coast,WCE,-15
2018,Geelong,GEE,Western Bulldogs,WBD,-2
2018,Gold Coast,GC,Adelaide,ADE,-48
2018,Gold Coast,GC,Brisbane Lions,BRI,0.5
2018,Gold Coast,GC,Carlton,CAR,-0.5
2018,Gold Coast,GC,Collingwood,COL,-39
2018,Gold Coast,GC,Essendon,ESS,-44
2018,Gold Coast,GC,Fremantle,FRE,-28
2018,Gold Coast,GC,Geelong,GEE,-93.5
2018,Gold Coast,GC,Gold Coast,GCS,
2018,Gold Coast,GC,Greater Western Sydney,GWS,-108
2018,Gold Coast,GC,Hawthorn,HAW,-53
2018,Gold Coast,GC,Melbourne,MEL,-82.5
2018,Gold Coast,GC,North Melbourne,NOR,-10.5
2018,Gold Coast,GC,Port Adelaide,POR,-40
2018,Gold Coast,GC,Richmond,RIC,-74
2018,Gold Coast,GC,St Kilda,STK,-2
2018,Gold Coast,GC,Sydney,SYD,24
2018,Gold Coast,GC,West Coast,WCE,-80
2018,Gold Coast,GC,Western Bulldogs,WBD,-9
2018,Greater Western Sydney,GWS,Adelaide,ADE,15
2018,Greater Western Sydney,GWS,Brisbane Lions,BRI,30.5
2018,Greater Western Sydney,GWS,Carlton,CAR,105
2018,Greater Western Sydney,GWS,Collingwood,COL,3
2018,Greater Western Sydney,GWS,Essendon,ESS,-35
2018,Greater Western Sydney,GWS,Fremantle,FRE,31
2018,Greater Western Sydney,GWS,Geelong,GEE,-61
2018,Greater Western Sydney,GWS,Gold Coast,GCS,108
2018,Greater Western Sydney,GWS,Greater Western Sydney,GWS,
2018,Greater Western Sydney,GWS,Hawthorn,HAW,11
2018,Greater Western Sydney,GWS,Melbourne,MEL,-45
2018,Greater Western Sydney,GWS,North Melbourne,NOR,-43
2018,Greater Western Sydney,GWS,Port Adelaide,POR,22
2018,Greater Western Sydney,GWS,Richmond,RIC,2
2018,Greater Western Sydney,GWS,St Kilda,STK,12.5
2018,Greater Western Sydney,GWS,Sydney,SYD,4.333333333
2018,Greater Western Sydney,GWS,West Coast,WCE,-18
2018,Greater Western Sydney,GWS,Western Bulldogs,WBD,82
2018,Hawthorn,HAW,Adelaide,ADE,56
2018,Hawthorn,HAW,Brisbane Lions,BRI,-44.5
2018,Hawthorn,HAW,Carlton,CAR,72
2018,Hawthorn,HAW,Collingwood,COL,34
2018,Hawthorn,HAW,Essendon,ESS,13.5
